cod_dpto,departamento,cod_mpio,municipio,departamento_mgn,municipio_mgn,municipio_tipo_mgn,area_km2_mgn_attribute,area_km2_calc,centroid_lat,centroid_lon,sedes_reps,prestadores_reps,reps_rows,sedes_ips_reps,sedes_publicas_reps,sedes_privadas_reps,fecha_corte_reps,has_mgn_centroid,has_reps_supply
05,Antioquia,05306,Giraldo,ANTIOQUIA,GIRALDO,MUNICIPIO,93.42241949,93.4224194962282,6.663084607132526,-75.94807861484719,6.0,6.0,6.0,1.0,1.0,5.0,Fecha corte REPS: Mar 12 2026  3:11PM,True,True
05,Antioquia,05308,Girardota,ANTIOQUIA,GIRARDOTA,MUNICIPIO,82.82978908,82.82978907865134,6.379752999841814,-75.44794124374837,92.0,87.0,92.0,7.0,1.0,91.0,Fecha corte REPS: Mar 12 2026  3:11PM,True,True
05,Antioquia,05310,Gómez Plata,ANTIOQUIA,GÓMEZ PLATA,MUNICIPIO,332.03117214,332.0311721315016,6.709556695537852,-75.19270566888501,8.0,8.0,8.0,2.0,2.0,6.0,Fecha corte REPS: Mar 12 2026  3:11PM,True,True
05,Antioquia,05313,Granada,ANTIOQUIA,GRANADA,MUNICIPIO,190.11818463,190.118184623989,6.123379481937686,-75.12763628050936,9.0,9.0,9.0,2.0,1.0,8.0,Fecha corte REPS: Mar 12 2026  3:11PM,True,True
05,Antioquia,05315,Guadalupe,ANTIOQUIA,GUADALUPE,MUNICIPIO,118.14868986,118.14868985807509,6.861573026320336,-75.22591614856742,3.0,3.0,3.0,2.0,2.0,1.0,Fecha corte REPS: Mar 12 2026  3:11PM,True,True
05,Antioquia,05318,Guarne,ANTIOQUIA,GUARNE,MUNICIPIO,151.78828269,151.78828269222743,6.266617059220892,-75.43731832220195,81.0,78.0,81.0,11.0,1.0,80.0,Fecha corte REPS: Mar 12 2026  3:11PM,True,True
05,Antioquia,05321,Guatapé,ANTIOQUIA,GUATAPÉ,MUNICIPIO,83.28168694,83.28168694244782,6.245772909603673,-75.15851960496387,13.0,13.0,13.0,1.0,1.0,12.0,Fecha corte REPS: Mar 12 2026  3:11PM,True,True
05,Antioquia,05347,Heliconia,ANTIOQUIA,HELICONIA,MUNICIPIO,114.8668411,114.86684109524994,6.214525946860518,-75.74972264701165,2.0,2.0,2.0,1.0,1.0,1.0,Fecha corte REPS: Mar 12 2026  3:11PM,True,True
05,Antioquia,05353,Hispania,ANTIOQUIA,HISPANIA,MUNICIPIO,54.17935855,54.17935855357003,5.795062479429421,-75.90651125810739,9.0,9.0,9.0,2.0,1.0,8.0,Fecha corte REPS: Mar 12 2026  3:11PM,True,True
05,Antioquia,05360,Itagüí,ANTIOQUIA,ITAGÜÍ,MUNICIPIO,19.64475366,19.64475366296853,6.179279232315031,-75.6142043121819,470.0,420.0,470.0,55.0,5.0,465.0,Fecha corte REPS: Mar 12 2026  3:11PM,True,True
