cod_mpio,year,hansen_sedes_all_hl60,hansen_sedes_all_hl120,e2sfca_sedes_all_120min,e2sfca_sedes_all_180min,hansen_sedes_ips_hl60,hansen_sedes_ips_hl120,e2sfca_sedes_ips_120min,e2sfca_sedes_ips_180min
05088,2021,10891.582951197475,13127.427095394734,0.0032902141522077773,0.0033328893830734717,1321.3362231914725,1598.9132618092358,0.000400018124967697,0.0004073723154103406
05088,2022,10891.582951197475,13127.427095394734,0.00326254292757456,0.0033051240326528748,1321.3362231914725,1598.9132618092358,0.0003966571749072737,0.0004039891867862893
05088,2023,10891.582951197475,13127.427095394734,0.003239352474724309,0.003281882934763209,1321.3362231914725,1598.9132618092358,0.00039384044660164874,0.00040115741545882996
05088,2024,10891.582951197475,13127.427095394734,0.0032134686604923107,0.003255821006276614,1321.3362231914725,1598.9132618092358,0.000390692027297984,0.00039797638785950376
05088,2025,10891.582951197475,13127.427095394734,0.0031913158796253913,0.003233605162986695,1321.3362231914725,1598.9132618092358,0.0003880024677916872,0.0003952707140380524
05091,2021,3716.821227268928,8431.734370879858,0.0007111909208609795,0.0009758361450551143,512.9720784917894,1183.0397229535033,0.00012356148784613348,0.00021904116261116152
05091,2022,3716.821227268928,8431.734370879858,0.0007070313351742758,0.0009677998002401909,512.9720784917894,1183.0397229535033,0.00012283778420909267,0.00021708721354439528
05091,2023,3716.821227268928,8431.734370879858,0.0007040225317390575,0.0009612318172490431,512.9720784917894,1183.0397229535033,0.00012230360749181186,0.000215428173888778
05091,2024,3716.821227268928,8431.734370879858,0.0006998040370152513,0.0009535903291412123,512.9720784917894,1183.0397229535033,0.00012156035669095808,0.00021353255519596036
05091,2025,3716.821227268928,8431.734370879858,0.0006967112195970462,0.0009470732157863668,512.9720784917894,1183.0397229535033,0.0001210124374761359,0.0002118748539301549
05093,2021,6125.065480441684,9942.276363676658,0.0010421971035025328,0.001096429196341776,764.6141763062192,1265.1213599465902,0.00011538137705802395,0.00020438394340821742
05093,2022,6125.065480441684,9942.276363676658,0.0010337892932138506,0.0010869021541160438,764.6141763062192,1265.1213599465902,0.00011442985576401525,0.0002024404376210507
05093,2023,6125.065480441684,9942.276363676658,0.0010267251895234935,0.0010788098459644758,764.6141763062192,1265.1213599465902,0.00011363220815231068,0.00020073399080306587
05093,2024,6125.065480441684,9942.276363676658,0.0010185362850565047,0.001069759648764794,764.6141763062192,1265.1213599465902,0.00011272504632056608,0.0001988474588312186
05093,2025,6125.065480441684,9942.276363676658,0.0010117421154048835,0.0010619698723577176,764.6141763062192,1265.1213599465902,0.00011196147481243455,0.00019718559581128085
05101,2021,4136.790143112001,8786.152965771813,0.0007741771190532404,0.0008719508412195988,554.7036527091147,1207.4905453689596,0.00011013543575751053,0.00018887467653421107
05101,2022,4136.790143112001,8786.152965771813,0.0007690546397039915,0.0008645952710630548,554.7036527091147,1207.4905453689596,0.00010942540677003435,0.00018714451262458564
05101,2023,4136.790143112001,8786.152965771813,0.0007650076760431399,0.0008584192113939158,554.7036527091147,1207.4905453689596,0.00010887396167197399,0.000185641993791426
05101,2024,4136.790143112001,8786.152965771813,0.0007596765403468541,0.0008514080903944546,554.7036527091147,1207.4905453689596,0.00010815024790753089,0.00018395799724396593
05101,2025,4136.790143112001,8786.152965771813,0.0007556392928939027,0.0008453880950201086,554.7036527091147,1207.4905453689596,0.0001075967227651209,0.00018247402696819722
05107,2021,1895.1937787577906,5353.616393491153,0.0007366932416790646,0.0003627121025089237,249.16466220424786,690.567573750638,0.0001515236234749071,8.768743970310924e-05
05107,2022,1895.1937787577906,5353.616393491153,0.0007322519615781712,0.00035961198701788146,249.16466220424786,690.567573750638,0.00015060128146920633,8.689524637140348e-05
05107,2023,1895.1937787577906,5353.616393491153,0.00072809081728226,0.0003568434239711206,249.16466220424786,690.567573750638,0.00014974107960549364,8.617497711751713e-05
05107,2024,1895.1937787577906,5353.616393491153,0.0007231792733573399,0.00035333989310890756,249.16466220424786,690.567573750638,0.00014868338182416423,8.532550114673266e-05
05107,2025,1895.1937787577906,5353.616393491153,0.0007195832322324691,0.00035083555767459,249.16466220424786,690.567573750638,0.00014794279083153717,8.468308647876319e-05
05113,2021,3105.9276059986073,6963.0506360672025,0.0005959888573487634,0.0006024790031187457,389.1553214742279,871.1993790297547,0.00012715235133306082,9.515665695708667e-05
05113,2022,3105.9276059986073,6963.0506360672025,0.0005919206548077622,0.0005974818416928117,389.1553214742279,871.1993790297547,0.00012625997165422262,9.436223488430698e-05
05113,2023,3105.9276059986073,6963.0506360672025,0.0005882999318842597,0.0005932224206380566,389.1553214742279,871.1993790297547,0.0001254685425076621,9.367953278536888e-05
05113,2024,3105.9276059986073,6963.0506360672025,0.0005833875311437922,0.0005872114002156329,389.1553214742279,871.1993790297547,0.00012437358950800672,9.267733667768537e-05
05113,2025,3105.9276059986073,6963.0506360672025,0.0005801720150028112,0.0005832008360627395,389.1553214742279,871.1993790297547,0.00012367079674554973,9.203864841364785e-05
05120,2021,197.14384928559048,401.7626328516983,0.0007694299095118361,0.0007373147980492588,61.178693274834266,129.4190429340268,0.00019419718514808817,0.00020115403136415822
05120,2022,197.14384928559048,401.7626328516983,0.0007637884615699896,0.0007313374322049643,61.178693274834266,129.4190429340268,0.00019275172750169196,0.00019945404419789903
05120,2023,197.14384928559048,401.7626328516983,0.0007586126472999252,0.0007258592578278912,61.178693274834266,129.4190429340268,0.00019142139111234682,0.0001978887435523437
05120,2024,197.14384928559048,401.7626328516983,0.000753940936444873,0.0007207547720104861,61.178693274834266,129.4190429340268,0.00019021844011736942,0.00019643265891333914
05120,2025,197.14384928559048,401.7626328516983,0.0007496897769825366,0.0007161360134372013,61.178693274834266,129.4190429340268,0.00018912777387765928,0.00019511430998619668
05125,2021,5145.371766871291,9050.511200569528,0.0013736759885728585,0.0011181423768599566,642.6523907088754,1148.8477642073062,0.00013258879378116596,0.000204630136075822
05125,2022,5145.371766871291,9050.511200569528,0.0013633035987044844,0.00110845485825503,642.6523907088754,1148.8477642073062,0.0001315390358753803,0.00020267006317558522
05125,2023,5145.371766871291,9050.511200569528,0.0013545658036931865,0.0011001892686644922,642.6523907088754,1148.8477642073062,0.00013065919281813552,0.00020094031255877794
