origin_cod_mpio,origin_departamento,origin_municipio,dest_cod_mpio,dest_departamento,dest_municipio,haversine_km,travel_time_proxy_min,selected_within_240min,selected_topk,same_municipality,dest_sedes_reps,dest_sedes_ips_reps,dest_prestadores_reps,within_60min,within_120min,within_180min,within_240min
05001,Antioquia,Medellín,05001,Antioquia,Medellín,0.0,10.0,True,True,True,10056.0,1200.0,8077.0,True,True,True,True
05001,Antioquia,Medellín,05360,Antioquia,Itagüí,8.714847508537254,16.848705183172026,True,True,False,470.0,55.0,420.0,True,True,True,True
05001,Antioquia,Medellín,05088,Antioquia,Bello,11.506193772204073,22.24530795959454,True,True,False,569.0,95.0,510.0,True,True,True,True
05001,Antioquia,Medellín,05631,Antioquia,Sabaneta,13.26857367720678,25.65257577593311,True,True,False,402.0,51.0,378.0,True,True,True,True
05001,Antioquia,Medellín,05266,Antioquia,Envigado,13.548668190756969,26.194091835463475,True,True,False,929.0,100.0,849.0,True,True,True,True
05001,Antioquia,Medellín,05380,Antioquia,La Estrella,13.98163549712602,27.031161961110303,True,True,False,80.0,12.0,75.0,True,True,True,True
05001,Antioquia,Medellín,05347,Antioquia,Heliconia,16.06015623980626,31.049635396958774,True,True,False,2.0,1.0,2.0,True,True,True,True
05001,Antioquia,Medellín,05212,Antioquia,Copacabana,16.07238089506462,31.073269730458257,True,True,False,137.0,10.0,132.0,True,True,True,True
05001,Antioquia,Medellín,05036,Antioquia,Angelópolis,19.071951463310594,36.872439495733815,True,True,False,3.0,1.0,3.0,True,True,True,True
05001,Antioquia,Medellín,05318,Antioquia,Guarne,19.227877862666826,37.17389720115587,True,True,False,81.0,11.0,78.0,True,True,True,True
05001,Antioquia,Medellín,05240,Antioquia,Ebéjico,20.52258427827515,39.67699627133196,True,True,False,5.0,2.0,4.0,True,True,True,True
05001,Antioquia,Medellín,05308,Antioquia,Girardota,22.570806986846787,43.63689350790379,True,True,False,92.0,7.0,87.0,True,True,True,True
05001,Antioquia,Medellín,05129,Antioquia,Caldas,22.650995249567167,43.79192414916319,True,True,False,151.0,13.0,142.0,True,True,True,True
05001,Antioquia,Medellín,05656,Antioquia,San Jerónimo,22.711411631312153,43.90872915387016,True,True,False,19.0,2.0,19.0,True,True,True,True
05001,Antioquia,Medellín,05664,Antioquia,San Pedro de Los Milagros,22.794599582366516,44.06955919257526,True,True,False,57.0,7.0,55.0,True,True,True,True
05001,Antioquia,Medellín,05059,Antioquia,Armenia,24.342171545553825,47.061531654737394,True,True,False,2.0,1.0,2.0,True,True,True,True
05001,Antioquia,Medellín,05607,Antioquia,Retiro,25.08417481211684,48.496071303425886,True,True,False,64.0,8.0,61.0,True,True,True,True
05001,Antioquia,Medellín,05615,Antioquia,Rionegro,25.12363721130198,48.57236527518382,True,True,False,902.0,139.0,801.0,True,True,True,True
05001,Antioquia,Medellín,05030,Antioquia,Amagá,27.18503617531975,52.557736605618175,True,True,False,40.0,6.0,40.0,True,True,True,True
05001,Antioquia,Medellín,05809,Antioquia,Titiribí,30.4248460693627,58.82136906743456,True,True,False,4.0,1.0,4.0,True,True,True,True
05001,Antioquia,Medellín,05674,Antioquia,San Vicente,31.894341790190445,61.66239412770152,True,True,False,24.0,1.0,24.0,False,True,True,True
05001,Antioquia,Medellín,05761,Antioquia,Sopetrán,32.77556441181928,63.36609119618394,True,True,False,9.0,1.0,9.0,False,True,True,True
05001,Antioquia,Medellín,05044,Antioquia,Anzá,33.798954954494036,65.34464624535514,True,True,False,4.0,1.0,4.0,False,True,True,True
05001,Antioquia,Medellín,05440,Antioquia,Marinilla,34.756460300272686,67.19582324719386,True,True,False,198.0,7.0,174.0,False,True,True,True
05001,Antioquia,Medellín,05376,Antioquia,La Ceja,35.57410243238099,68.77659803593657,True,True,False,197.0,16.0,189.0,False,True,True,True
05001,Antioquia,Medellín,05079,Antioquia,Barbosa,37.374364846614974,72.25710537012229,True,True,False,72.0,6.0,69.0,False,True,True,True
05001,Antioquia,Medellín,05264,Antioquia,Entrerríos,37.911774704597825,73.29609776222246,True,True,False,26.0,3.0,26.0,False,True,True,True
05001,Antioquia,Medellín,05861,Antioquia,Venecia,38.190984493771886,73.83590335462566,True,True,False,10.0,2.0,9.0,False,True,True,True
05001,Antioquia,Medellín,05237,Antioquia,Donmatías,38.94307109021537,75.28993744108304,True,True,False,36.0,2.0,34.0,False,True,True,True
05001,Antioquia,Medellín,05209,Antioquia,Concordia,38.94562720710733,75.29487926707417,True,True,False,30.0,3.0,30.0,False,True,True,True
05001,Antioquia,Medellín,05093,Antioquia,Betulia,39.01285387879936,75.42485083234544,True,True,False,8.0,2.0,7.0,False,True,True,True
05001,Antioquia,Medellín,05467,Antioquia,Montebello,39.2098510437676,75.8057120179507,True,True,False,4.0,1.0,4.0,False,True,True,True
05001,Antioquia,Medellín,05282,Antioquia,Fredonia,41.875549811024975,80.95939630131495,True,True,False,25.0,4.0,25.0,False,True,True,True
05001,Antioquia,Medellín,05679,Antioquia,Santa Bárbara,42.211226679091745,81.60837157957737,True,True,False,11.0,1.0,11.0,False,True,True,True
05001,Antioquia,Medellín,05697,Antioquia,El Santuario,42.3449081375031,81.86682239917266,True,True,False,75.0,7.0,71.0,False,True,True,True
05001,Antioquia,Medellín,05541,Antioquia,Peñol,42.92731694972298,82.99281276946442,True,False,False,33.0,1.0,33.0,False,True,True,True
05001,Antioquia,Medellín,05501,Antioquia,Olaya,43.345559259480524,83.80141456832901,True,False,False,2.0,2.0,1.0,False,True,True,True
05001,Antioquia,Medellín,05086,Antioquia,Belmira,44.30631115756127,85.6588682379518,True,False,False,6.0,1.0,6.0,False,True,True,True
05001,Antioquia,Medellín,05042,Antioquia,Santafé de Antioquia,44.791791721612285,86.59746399511708,True,False,False,48.0,6.0,45.0,False,True,True,True
05001,Antioquia,Medellín,05400,Antioquia,La Unión,45.27210070443115,87.52606136190023,True,False,False,52.0,8.0,51.0,False,True,True,True
05001,Antioquia,Medellín,05206,Antioquia,Concepción,45.40847252965295,87.78971355732904,True,False,False,6.0,1.0,6.0,False,True,True,True
05001,Antioquia,Medellín,05125,Antioquia,Caicedo,46.1180894698221,89.16163964165608,True,False,False,10.0,1.0,10.0,False,True,True,True
05001,Antioquia,Medellín,05148,Antioquia,El Carmen de Viboral,48.88681473558549,94.5145084887986,True,False,False,138.0,4.0,133.0,False,True,True,True
05001,Antioquia,Medellín,05792,Antioquia,Tarso,49.26010625973341,95.23620543548459,True,False,False,5.0,1.0,5.0,False,True,True,True
05001,Antioquia,Medellín,05321,Antioquia,Guatapé,50.03598877755323,96.73624496993624,True,False,False,13.0,1.0,13.0,False,True,True,True
05001,Antioquia,Medellín,05686,Antioquia,Santa Rosa de Osos,50.27762503395753,97.20340839898455,True,False,False,64.0,6.0,63.0,False,True,True,True
05001,Antioquia,Medellín,05642,Antioquia,Salgar,51.91865920800712,100.37607446881375,True,False,False,19.0,2.0,19.0,False,True,True,True
05001,Antioquia,Medellín,05002,Antioquia,Abejorral,53.954350249339385,104.31174381538948,True,False,False,20.0,4.0,17.0,False,True,True,True
05001,Antioquia,Medellín,05411,Antioquia,Liborina,55.23181010736845,106.78149954091234,True,False,False,2.0,1.0,2.0,False,True,True,True
05001,Antioquia,Medellín,05313,Antioquia,Granada,55.48330244378158,107.26771805797773,True,False,False,9.0,2.0,9.0,False,True,True,True
05001,Antioquia,Medellín,05390,Antioquia,La Pintada,56.83004458383795,109.87141952875338,True,False,False,4.0,1.0,4.0,False,True,True,True
05001,Antioquia,Medellín,05368,Antioquia,Jericó,56.84374550571522,109.89790797771607,True,False,False,32.0,2.0,32.0,False,True,True,True
05001,Antioquia,Medellín,05576,Antioquia,Pueblorrico,56.94640628968077,110.09638549338281,True,False,False,16.0,1.0,16.0,False,True,True,True
05001,Antioquia,Medellín,05197,Antioquia,Cocorná,57.37778647632775,110.93038718756698,True,False,False,8.0,1.0,8.0,False,True,True,True
05001,Antioquia,Medellín,05690,Antioquia,Santo Domingo,57.421949005887136,111.01576807804845,True,False,False,6.0,2.0,5.0,False,True,True,True
05001,Antioquia,Medellín,05306,Antioquia,Giraldo,58.47872009009157,113.0588588408437,True,False,False,6.0,1.0,6.0,False,True,True,True
05001,Antioquia,Medellín,05021,Antioquia,Alejandría,58.758267470967404,113.59931711053699,True,False,False,2.0,1.0,2.0,False,True,True,True
05001,Antioquia,Medellín,05353,Antioquia,Hispania,60.931763362215214,117.8014091669494,True,False,False,9.0,2.0,9.0,False,True,True,True
05001,Antioquia,Medellín,05658,Antioquia,San José de La Montaña,63.32913675387792,122.43633105749731,True,False,False,3.0,1.0,3.0,False,False,True,True
05001,Antioquia,Medellín,05101,Antioquia,Ciudad Bolívar,63.93367643236036,123.60510776923003,True,False,False,40.0,5.0,37.0,False,False,True,True
05001,Antioquia,Medellín,05150,Antioquia,Carolina,64.75595251547495,125.19484152991824,True,False,False,4.0,1.0,4.0,False,False,True,True
05001,Antioquia,Medellín,05789,Antioquia,Támesis,65.83236010600362,127.27589620494032,True,False,False,16.0,2.0,16.0,False,False,True,True
05001,Antioquia,Medellín,05004,Antioquia,Abriaquí,66.68074031437811,128.91609794113103,True,False,False,1.0,1.0,1.0,False,False,True,True
05001,Antioquia,Medellín,05190,Antioquia,Cisneros,66.84626259408341,129.2361076818946,True,False,False,5.0,3.0,5.0,False,False,True,True
05001,Antioquia,Medellín,05856,Antioquia,Valparaíso,67.38149888183887,130.2708978382218,True,False,False,5.0,1.0,5.0,False,False,True,True
05001,Antioquia,Medellín,05667,Antioquia,San Rafael,67.94836078805669,131.3668308569096,True,False,False,17.0,5.0,15.0,False,False,True,True
05001,Antioquia,Medellín,05310,Antioquia,Gómez Plata,68.27814427282219,132.00441226078954,True,False,False,8.0,2.0,8.0,False,False,True,True
05001,Antioquia,Medellín,05113,Antioquia,Buriticá,69.7536489022485,134.85705454434708,True,False,False,3.0,2.0,3.0,False,False,True,True
05001,Antioquia,Medellín,05847,Antioquia,Urrao,72.14472878010461,139.47980897486892,True,False,False,68.0,1.0,59.0,False,False,True,True
05001,Antioquia,Medellín,05091,Antioquia,Betania,72.16292223711609,139.51498299175776,True,False,False,6.0,1.0,6.0,False,False,True,True
05001,Antioquia,Medellín,05038,Antioquia,Angostura,72.7179726111581,140.58808038157233,True,False,False,3.0,1.0,3.0,False,False,True,True
05001,Antioquia,Medellín,05647,Antioquia,San Andrés de Cuerquía,73.29611795798657,141.70582805210734,True,False,False,6.0,1.0,6.0,False,False,True,True
05001,Antioquia,Medellín,05628,Antioquia,Sabanalarga,74.28966500531766,143.62668567694746,True,False,False,2.0,1.0,2.0,False,False,True,True
05001,Antioquia,Medellín,17013,Caldas,Aguadas,75.59729851555133,146.1547771300659,True,False,False,46.0,2.0,43.0,False,False,True,True
05001,Antioquia,Medellín,05138,Antioquia,Cañasgordas,77.14527079713257,149.14752354112298,True,False,False,6.0,1.0,6.0,False,False,True,True
05001,Antioquia,Medellín,05670,Antioquia,San Roque,78.00718907650328,150.81389888123968,True,False,False,17.0,3.0,16.0,False,False,True,True
05001,Antioquia,Medellín,05649,Antioquia,San Carlos,78.12152455407117,151.03494747120428,True,False,False,13.0,4.0,12.0,False,False,True,True
05001,Antioquia,Medellín,05145,Antioquia,Caramanta,78.12567120878964,151.0429643369933,True,False,False,8.0,1.0,8.0,False,False,True,True
05001,Antioquia,Medellín,05034,Antioquia,Andes,78.53044508481908,151.82552716398357,True,False,False,75.0,15.0,67.0,False,False,True,True
05001,Antioquia,Medellín,05660,Antioquia,San Luis,78.92105552076524,152.58070734014612,True,False,False,18.0,1.0,18.0,False,False,True,True
05001,Antioquia,Medellín,05364,Antioquia,Jardín,79.34949180669858,153.4090174929506,True,False,False,49.0,2.0,47.0,False,False,True,True
05001,Antioquia,Medellín,05315,Antioquia,Guadalupe,79.50081438130856,153.7015744705299,True,False,False,3.0,2.0,3.0,False,False,True,True
05001,Antioquia,Medellín,27245,Chocó,El Carmen de Atrato,81.19502830461136,156.97705472224862,True,False,False,3.0,2.0,3.0,False,False,True,True
05001,Antioquia,Medellín,05652,Antioquia,San Francisco,81.80420361804906,158.1547936615615,True,False,False,3.0,1.0,3.0,False,False,True,True
05001,Antioquia,Medellín,05756,Antioquia,Sonsón,82.16322360542823,158.84889897049456,True,False,False,56.0,6.0,49.0,False,False,True,True
05001,Antioquia,Medellín,05887,Antioquia,Yarumal,82.77964667248989,160.04065023348045,True,False,False,95.0,12.0,84.0,False,False,True,True
05001,Antioquia,Medellín,05055,Antioquia,Argelia,83.62713529801611,161.67912824283115,True,False,False,2.0,1.0,2.0,False,False,True,True
05001,Antioquia,Medellín,05819,Antioquia,Toledo,84.78714219533208,163.9218082443087,True,False,False,5.0,2.0,5.0,False,False,True,True
05001,Antioquia,Medellín,17442,Caldas,Marmato,85.08061823145476,164.48919524747922,True,False,False,5.0,1.0,5.0,False,False,True,True
05001,Antioquia,Medellín,17513,Caldas,Pácora,85.4284050309974,165.1615830599283,True,False,False,17.0,3.0,16.0,False,False,True,True
05001,Antioquia,Medellín,05890,Antioquia,Yolombó,86.62187915998274,167.46896637596663,True,False,False,11.0,4.0,10.0,False,False,True,True
05001,Antioquia,Medellín,05483,Antioquia,Nariño,88.18851616359517,170.49779791628396,True,False,False,3.0,2.0,2.0,False,False,True,True
05001,Antioquia,Medellín,17777,Caldas,Supía,89.53054906508972,173.09239485917342,True,False,False,30.0,4.0,28.0,False,False,True,True
05001,Antioquia,Medellín,17614,Caldas,Riosucio,91.99396705340313,177.8550029699127,True,False,False,53.0,7.0,49.0,False,False,True,True
05001,Antioquia,Medellín,05543,Antioquia,Peque,92.72052445125085,179.2596806057516,True,False,False,4.0,1.0,4.0,False,False,True,True
05001,Antioquia,Medellín,05842,Antioquia,Uramita,93.02092784309491,179.84046049665017,True,False,False,2.0,1.0,2.0,False,False,True,True
05001,Antioquia,Medellín,05284,Antioquia,Frontino,93.12461578327849,180.04092384767173,True,False,False,24.0,5.0,20.0,False,False,False,True
05001,Antioquia,Medellín,05134,Antioquia,Campamento,93.38334716477651,180.54113785190125,True,False,False,3.0,1.0,3.0,False,False,False,True
05001,Antioquia,Medellín,05107,Antioquia,Briceño,95.13469663333974,183.9270801577902,True,False,False,7.0,4.0,4.0,False,False,False,True
05001,Antioquia,Medellín,17388,Caldas,La Merced,96.2972154680609,186.1746165715844,True,False,False,3.0,1.0,3.0,False,False,False,True
05001,Antioquia,Medellín,05142,Antioquia,Caracolí,97.39529678241996,188.29757377934527,True,False,False,2.0,1.0,2.0,False,False,False,True
05001,Antioquia,Medellín,17653,Caldas,Salamina,101.14355596222504,195.54420819363506,True,False,False,16.0,4.0,15.0,False,False,False,True
05001,Antioquia,Medellín,66456,Risaralda,Mistrató,101.48391607602926,196.2022377469899,True,False,False,8.0,6.0,3.0,False,False,False,True
05001,Antioquia,Medellín,05425,Antioquia,Maceo,103.06919366876873,199.26710775961953,True,False,False,2.0,1.0,2.0,False,False,False,True
05001,Antioquia,Medellín,05585,Antioquia,Puerto Nare,103.31199536419224,199.73652437077163,True,False,False,6.0,2.0,5.0,False,False,False,True
05001,Antioquia,Medellín,66594,Risaralda,Quinchía,104.43727670209817,201.91206829072314,True,False,False,13.0,2.0,12.0,False,False,False,True
05001,Antioquia,Medellín,17662,Caldas,Samaná,104.99776081350093,202.99567090610182,True,False,False,14.0,4.0,12.0,False,False,False,True
05001,Antioquia,Medellín,05031,Antioquia,Amalfi,106.06155350052997,205.05233676769126,True,False,False,21.0,2.0,21.0,False,False,False,True
05001,Antioquia,Medellín,27073,Chocó,Bagadó,106.08314538879729,205.0940810850081,True,False,False,4.0,4.0,4.0,False,False,False,True
05001,Antioquia,Medellín,66318,Risaralda,Guática,106.39445279476485,205.6959420698787,True,False,False,5.0,1.0,5.0,False,False,False,True
05001,Antioquia,Medellín,17541,Caldas,Pensilvania,106.56550540257925,206.02664377831988,True,False,False,18.0,5.0,14.0,False,False,False,True
05001,Antioquia,Medellín,05885,Antioquia,Yalí,107.41878607664134,207.67631974817326,True,False,False,9.0,1.0,9.0,False,False,False,True
05001,Antioquia,Medellín,05591,Antioquia,Puerto Triunfo,107.6517077578962,208.12663499859931,True,False,False,17.0,4.0,17.0,False,False,False,True
05001,Antioquia,Medellín,17272,Caldas,Filadelfia,108.09032295359853,208.97462437695717,True,False,False,11.0,2.0,10.0,False,False,False,True
05001,Antioquia,Medellín,17495,Caldas,Norcasia,108.34365713804314,209.46440380021673,True,False,False,3.0,2.0,3.0,False,False,False,True
05001,Antioquia,Medellín,17050,Caldas,Aranzazu,111.34912156507869,215.27496835915213,True,False,False,8.0,1.0,8.0,False,False,False,True
05001,Antioquia,Medellín,05234,Antioquia,Dabeiba,112.72776968007781,217.9403547148171,True,False,False,13.0,2.0,13.0,False,False,False,True
05001,Antioquia,Medellín,27413,Chocó,Lloró,113.70307638818566,219.82594768382563,True,False,False,3.0,3.0,3.0,False,False,False,True
05001,Antioquia,Medellín,05854,Antioquia,Valdivia,114.43779688385938,221.2464073087948,True,False,False,2.0,1.0,2.0,False,False,False,True
05001,Antioquia,Medellín,05858,Antioquia,Vegachí,114.54421149406028,221.4521422218499,True,False,False,19.0,1.0,19.0,False,False,False,True
05001,Antioquia,Medellín,05040,Antioquia,Anorí,117.8974088958779,227.9349905320306,True,False,False,14.0,3.0,13.0,False,False,False,True
05001,Antioquia,Medellín,17042,Caldas,Anserma,118.60912132394046,229.31096789295154,True,False,False,43.0,6.0,42.0,False,False,False,True
05001,Antioquia,Medellín,05361,Antioquia,Ituango,119.2083924527824,230.469558742046,True,False,False,10.0,2.0,9.0,False,False,False,True
05001,Antioquia,Medellín,17446,Caldas,Marulanda,119.31285457013738,230.67151883559893,True,False,False,2.0,2.0,1.0,False,False,False,True
05001,Antioquia,Medellín,66572,Risaralda,Pueblo Rico,119.5129117643825,231.05829607780615,True,False,False,4.0,3.0,2.0,False,False,False,True
05001,Antioquia,Medellín,17486,Caldas,Neira,120.00240703131759,232.00465359388068,True,False,False,23.0,3.0,22.0,False,False,False,True
05001,Antioquia,Medellín,27425,Chocó,Medio Atrato,120.07446954345895,232.1439744506873,True,False,False,3.0,3.0,3.0,False,False,False,True
05001,Antioquia,Medellín,66088,Risaralda,Belén de Umbría,120.94202537536462,233.82124905903828,True,False,False,12.0,1.0,12.0,False,False,False,True
05001,Antioquia,Medellín,27001,Chocó,Quibdó,121.67520971903751,235.23873879013917,True,False,False,222.0,146.0,177.0,False,False,False,True
05001,Antioquia,Medellín,05873,Antioquia,Vigía del Fuerte,121.75562732464867,235.3942128276541,True,False,False,4.0,4.0,1.0,False,False,False,True
05001,Antioquia,Medellín,05579,Antioquia,Puerto Berrío,122.17385805450493,236.20279223870955,True,False,False,44.0,9.0,42.0,False,False,False,True
05001,Antioquia,Medellín,17444,Caldas,Marquetalia,122.86853361028307,237.54583164654727,True,False,False,13.0,2.0,13.0,False,False,False,True
05002,Antioquia,Abejorral,05002,Antioquia,Abejorral,0.0,10.0,True,True,True,20.0,4.0,17.0,True,True,True,True
05002,Antioquia,Abejorral,05467,Antioquia,Montebello,15.460065723377621,29.889460398530066,True,True,False,4.0,1.0,4.0,True,True,True,True
05002,Antioquia,Abejorral,05400,Antioquia,La Unión,17.827413189054486,34.46633216550534,True,True,False,52.0,8.0,51.0,True,True,True,True
05002,Antioquia,Abejorral,05679,Antioquia,Santa Bárbara,18.07313289642622,34.94139026642402,True,True,False,11.0,1.0,11.0,True,True,True,True
05002,Antioquia,Abejorral,05390,Antioquia,La Pintada,19.194266471590378,37.10891517840807,True,True,False,4.0,1.0,4.0,True,True,True,True
05002,Antioquia,Abejorral,05376,Antioquia,La Ceja,21.01022299361383,40.61976445432007,True,True,False,197.0,16.0,189.0,True,True,True,True
05002,Antioquia,Abejorral,17013,Caldas,Aguadas,23.048448259231243,44.56033330118041,True,True,False,46.0,2.0,43.0,True,True,True,True
05002,Antioquia,Abejorral,05856,Antioquia,Valparaíso,27.161957279516045,52.51311740706436,True,True,False,5.0,1.0,5.0,True,True,True,True
05002,Antioquia,Abejorral,05148,Antioquia,El Carmen de Viboral,27.210633212915383,52.60722421163641,True,True,False,138.0,4.0,133.0,True,True,True,True
05002,Antioquia,Abejorral,05282,Antioquia,Fredonia,28.097755233573686,54.32232678490912,True,True,False,25.0,4.0,25.0,True,True,True,True
05002,Antioquia,Abejorral,05607,Antioquia,Retiro,28.992568846909595,56.052299770691874,True,True,False,64.0,8.0,61.0,True,True,True,True
05002,Antioquia,Abejorral,05789,Antioquia,Támesis,33.315807257700385,64.41056069822073,True,True,False,16.0,2.0,16.0,False,True,True,True
05002,Antioquia,Abejorral,17513,Caldas,Pácora,34.119120093215365,65.96363218021638,True,True,False,17.0,3.0,16.0,False,True,True,True
05002,Antioquia,Abejorral,05129,Antioquia,Caldas,34.77537129696006,67.23238450745612,True,True,False,151.0,13.0,142.0,False,True,True,True
05002,Antioquia,Abejorral,05145,Antioquia,Caramanta,34.87328107469057,67.42167674440176,True,True,False,8.0,1.0,8.0,False,True,True,True
05002,Antioquia,Abejorral,05368,Antioquia,Jericó,36.305650272171036,70.19092385953067,True,True,False,32.0,2.0,32.0,False,True,True,True
05002,Antioquia,Abejorral,05483,Antioquia,Nariño,36.60861198796761,70.77664984340406,True,True,False,3.0,2.0,2.0,False,True,True,True
05002,Antioquia,Abejorral,05197,Antioquia,Cocorná,37.833648546050235,73.14505385569711,True,True,False,8.0,1.0,8.0,False,True,True,True
05002,Antioquia,Abejorral,05615,Antioquia,Rionegro,38.71282058073089,74.84478645607972,True,True,False,902.0,139.0,801.0,False,True,True,True
05002,Antioquia,Abejorral,17442,Caldas,Marmato,39.064143607886315,75.52401097524687,True,True,False,5.0,1.0,5.0,False,True,True,True
05002,Antioquia,Abejorral,05030,Antioquia,Amagá,39.21880527934172,75.82302354006066,True,True,False,40.0,6.0,40.0,False,True,True,True
05002,Antioquia,Abejorral,05055,Antioquia,Argelia,39.49123428585435,76.3497196193184,True,True,False,2.0,1.0,2.0,False,True,True,True
05002,Antioquia,Abejorral,05266,Antioquia,Envigado,40.74009780342545,78.76418908662254,True,True,False,929.0,100.0,849.0,False,True,True,True
05002,Antioquia,Abejorral,05861,Antioquia,Venecia,41.010740490522515,79.2874316150102,True,True,False,10.0,2.0,9.0,False,True,True,True
05002,Antioquia,Abejorral,05697,Antioquia,El Santuario,41.13915662613903,79.53570281053545,True,True,False,75.0,7.0,71.0,False,True,True,True
05002,Antioquia,Abejorral,05631,Antioquia,Sabaneta,41.687206452628395,80.5952658084149,True,True,False,402.0,51.0,378.0,False,True,True,True
05002,Antioquia,Abejorral,05756,Antioquia,Sonsón,42.17983041201785,81.54767212990117,True,True,False,56.0,6.0,49.0,False,True,True,True
05002,Antioquia,Abejorral,05792,Antioquia,Tarso,43.81089811484558,84.70106968870145,True,True,False,5.0,1.0,5.0,False,True,True,True
05002,Antioquia,Abejorral,05380,Antioquia,La Estrella,43.81415931256209,84.70737467095337,True,True,False,80.0,12.0,75.0,False,True,True,True
05002,Antioquia,Abejorral,17777,Caldas,Supía,44.950242395137394,86.9038019639323,True,True,False,30.0,4.0,28.0,False,True,True,True
05002,Antioquia,Abejorral,05440,Antioquia,Marinilla,45.11882083772121,87.229720286261,True,True,False,198.0,7.0,174.0,False,True,True,True
05002,Antioquia,Abejorral,05360,Antioquia,Itagüí,46.059781812918224,89.04891150497522,True,True,False,470.0,55.0,420.0,False,True,True,True
05002,Antioquia,Abejorral,05576,Antioquia,Pueblorrico,46.719124962614444,90.32364159438792,True,True,False,16.0,1.0,16.0,False,True,True,True
05002,Antioquia,Abejorral,05036,Antioquia,Angelópolis,46.79356637514624,90.46756165861608,True,True,False,3.0,1.0,3.0,False,True,True,True
05002,Antioquia,Abejorral,17388,Caldas,La Merced,47.52470091820884,91.88108844187045,True,True,False,3.0,1.0,3.0,False,True,True,True
05002,Antioquia,Abejorral,17653,Caldas,Salamina,48.29686031530004,93.3739299429134,True,False,False,16.0,4.0,15.0,False,True,True,True
05002,Antioquia,Abejorral,05809,Antioquia,Titiribí,48.962357142434875,94.66055714204074,True,False,False,4.0,1.0,4.0,False,True,True,True
05002,Antioquia,Abejorral,05364,Antioquia,Jardín,49.166579434896214,95.05538690746602,True,False,False,49.0,2.0,47.0,False,True,True,True
05002,Antioquia,Abejorral,05313,Antioquia,Granada,49.44915698124108,95.60170349706608,True,False,False,9.0,2.0,9.0,False,True,True,True
05002,Antioquia,Abejorral,05318,Antioquia,Guarne,51.471605681259376,99.51177098376812,True,False,False,81.0,11.0,78.0,False,True,True,True
05002,Antioquia,Abejorral,05652,Antioquia,San Francisco,51.77487772170838,100.0980969286362,True,False,False,3.0,1.0,3.0,False,True,True,True
05002,Antioquia,Abejorral,05353,Antioquia,Hispania,51.78474047867862,100.11716492544532,True,False,False,9.0,2.0,9.0,False,True,True,True
05002,Antioquia,Abejorral,17614,Caldas,Riosucio,53.10908440030707,102.677563173927,True,False,False,53.0,7.0,49.0,False,True,True,True
05002,Antioquia,Abejorral,05541,Antioquia,Peñol,53.265259770457845,102.97950222288517,True,False,False,33.0,1.0,33.0,False,True,True,True
05002,Antioquia,Abejorral,17541,Caldas,Pensilvania,53.36330907679183,103.16906421513086,True,False,False,18.0,5.0,14.0,False,True,True,True
05002,Antioquia,Abejorral,05001,Antioquia,Medellín,53.954350249339385,104.31174381538948,True,False,False,10056.0,1200.0,8077.0,False,True,True,True
05002,Antioquia,Abejorral,05347,Antioquia,Heliconia,57.194147105158535,110.57535106997317,True,False,False,2.0,1.0,2.0,False,True,True,True
05002,Antioquia,Abejorral,17662,Caldas,Samaná,57.27551659668917,110.73266542026573,True,False,False,14.0,4.0,12.0,False,True,True,True
05002,Antioquia,Abejorral,05059,Antioquia,Armenia,57.35559292274171,110.88747965063396,True,False,False,2.0,1.0,2.0,False,True,True,True
05002,Antioquia,Abejorral,05034,Antioquia,Andes,57.38022653278093,110.93510463004314,True,False,False,75.0,15.0,67.0,False,True,True,True
05002,Antioquia,Abejorral,05674,Antioquia,San Vicente,57.661749707786676,111.47938276838757,True,False,False,24.0,1.0,24.0,False,True,True,True
05002,Antioquia,Abejorral,05321,Antioquia,Guatapé,58.09072496947333,112.30873494098176,True,False,False,13.0,1.0,13.0,False,True,True,True
05002,Antioquia,Abejorral,05209,Antioquia,Concordia,58.33667274736639,112.7842339782417,True,False,False,30.0,3.0,30.0,False,True,True,True
05002,Antioquia,Abejorral,17050,Caldas,Aranzazu,59.971775171557994,115.94543199834546,True,False,False,8.0,1.0,8.0,False,True,True,True
05002,Antioquia,Abejorral,17272,Caldas,Filadelfia,59.9819128494721,115.9650315089794,True,False,False,11.0,2.0,10.0,False,True,True,True
05002,Antioquia,Abejorral,05660,Antioquia,San Luis,60.29065021063884,116.5619237405684,True,False,False,18.0,1.0,18.0,False,True,True,True
05002,Antioquia,Abejorral,05091,Antioquia,Betania,61.26791057505701,118.45129377844356,True,False,False,6.0,1.0,6.0,False,True,True,True
05002,Antioquia,Abejorral,05212,Antioquia,Copacabana,61.334586608195096,118.58020077584384,True,False,False,137.0,10.0,132.0,False,True,True,True
05002,Antioquia,Abejorral,66594,Risaralda,Quinchía,61.41884277951445,118.74309604039459,True,False,False,13.0,2.0,12.0,False,True,True,True
05002,Antioquia,Abejorral,05642,Antioquia,Salgar,62.84659970446307,121.50342609529525,True,False,False,19.0,2.0,19.0,False,False,True,True
05002,Antioquia,Abejorral,05101,Antioquia,Ciudad Bolívar,63.28769444367277,122.35620925776736,True,False,False,40.0,5.0,37.0,False,False,True,True
05002,Antioquia,Abejorral,05088,Antioquia,Bello,63.95931546827738,123.65467657200294,True,False,False,569.0,95.0,510.0,False,False,True,True
