cod_dpto,departamento,cod_mpio,municipio,year,population_total,sedes_reps,prestadores_reps,reps_rows,sedes_ips_reps,sedes_publicas_reps,sedes_privadas_reps,fecha_corte_reps,rips_f_atenciones,rips_f_rows,rips_f_diagnosticos_distinct,rips_f_tipos_atencion_distinct,sivigila_intento_suicidio,sivigila_intento_suicidio_confirmados,sivigila_intento_suicidio_occurrence_mpio_distinct,departamento_ipm,ipm_total_pct,capacidad_salud_mental_reps,capacidad_salud_mental_reps_per_100k_dept,capacity_baseline_source_year,capacidad_salud_mental_reps_baseline,department_population_total,capacidad_salud_mental_reps_baseline_per_100k_dept,capacity_access_per_100k_dept_for_proxy,reps_source_static_cut_2026,rips_source_available,sivigila_microdata_available,sedes_reps_per_100k,prestadores_reps_per_100k,rips_f_atenciones_per_100k,sivigila_intento_confirmados_per_100k,z_need_sivigila,z_need_ipm,z_access_reps,z_access_capacity,need_proxy_z,access_proxy_z,brecha_proxy_z,analysis_eligible_population
13,Bolívar,13062,Arroyohondo,2025,8506,2.0,2.0,2.0,2.0,1.0,1.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,,,,,,Bolívar,17.0,,,2020,816.0,2241282,36.40773450195022,36.40773450195022,True,False,False,23.512814483893724,23.512814483893724,,,,,,,,,,True
13,Bolívar,13074,Barranco de Loba,2021,16409,6.0,4.0,6.0,4.0,3.0,3.0,Fecha corte REPS: Mar 12 2026  3:11PM,354.0,49.0,17.0,3.0,5.0,5.0,1.0,Bolívar,26.8,,,2020,816.0,2177352,37.47671483526779,37.47671483526779,True,True,True,36.56529953074532,24.376866353830216,2157.3526723139744,30.47108294228777,-0.49629660983396023,0.8704383728744652,-0.5044365933784924,1.4230687991388242,0.1870708815202525,0.4593161028801659,-0.27224522135991336,True
13,Bolívar,13074,Barranco de Loba,2022,16679,6.0,4.0,6.0,4.0,3.0,3.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,,,5.0,5.0,1.0,Bolívar,19.4,,,2020,816.0,2195275,37.1707417066199,37.1707417066199,True,False,True,35.97337969902272,23.982253132681816,,29.97781641585227,-0.6639668578424938,0.4561121300681058,-0.5107181136506345,1.4327821458804173,-0.10392736388719398,0.4610320161148914,-0.5649593800020853,True
13,Bolívar,13074,Barranco de Loba,2023,16946,6.0,4.0,6.0,4.0,3.0,3.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,,,4.0,4.0,1.0,Bolívar,18.4,,,2020,816.0,2210979,36.90672774368277,36.90672774368277,True,False,True,35.40658562492624,23.60439041661749,,23.60439041661749,-0.8330116655808228,0.41352168129448635,-0.5170351215794964,1.442163998171144,-0.20974499214316825,0.46256443829582383,-0.672309430438992,True
13,Bolívar,13074,Barranco de Loba,2024,17222,6.0,4.0,6.0,4.0,3.0,3.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,,,8.0,8.0,2.0,Bolívar,15.6,,,2020,816.0,2227181,36.63824359133811,36.63824359133811,True,False,True,34.83915921495762,23.226106143305074,,46.45221228661015,-0.31363451857164354,0.28704332144177636,-0.5227428397090786,1.451321049444368,-0.013295598564933592,0.4642891048676447,-0.4775847034325783,True
13,Bolívar,13074,Barranco de Loba,2025,17437,6.0,4.0,6.0,4.0,3.0,3.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,,,,,,Bolívar,17.0,,,2020,816.0,2241282,36.40773450195022,36.40773450195022,True,False,False,34.409588805413776,22.93972587027585,,,,,,,,,,True
13,Bolívar,13140,Calamar,2021,23961,8.0,5.0,8.0,7.0,4.0,4.0,Fecha corte REPS: Mar 12 2026  3:11PM,1655.0,116.0,70.0,4.0,12.0,12.0,1.0,Bolívar,26.8,,,2020,816.0,2177352,37.47671483526779,37.47671483526779,True,True,True,33.387588164099995,20.8672426025625,6907.057301448187,50.08138224615,0.03371244961445382,0.8704383728744652,-0.5557965788200276,1.4230687991388242,0.45207541124445955,0.4336361101593983,0.018439301085061255,True
13,Bolívar,13140,Calamar,2022,24289,8.0,5.0,8.0,7.0,4.0,4.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,,,11.0,11.0,1.0,Bolívar,19.4,,,2020,816.0,2195275,37.1707417066199,37.1707417066199,True,False,True,32.93672032607353,20.585450203795958,,45.2879904483511,-0.3118539174214191,0.4561121300681058,-0.5604556005121613,1.4327821458804173,0.07212910632334335,0.436163272684128,-0.3640341663607847,True
13,Bolívar,13140,Calamar,2023,24554,8.0,5.0,8.0,7.0,4.0,4.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,,,16.0,16.0,1.0,Bolívar,18.4,,,2020,816.0,2210979,36.90672774368277,36.90672774368277,True,False,True,32.581249490917976,20.363280931823734,,65.16249898183595,0.06279315205873645,0.41352168129448635,-0.5638283469431823,1.442163998171144,0.2381574166766114,0.4391678256139809,-0.2010104089373695,True
13,Bolívar,13140,Calamar,2024,24810,8.0,5.0,8.0,7.0,4.0,4.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,,,18.0,18.0,1.0,Bolívar,15.6,,,2020,816.0,2227181,36.63824359133811,36.63824359133811,True,False,True,32.24506247480855,20.153164046755343,,72.55139056831923,0.3109301097760771,0.28704332144177636,-0.5662014897987859,1.451321049444368,0.29898671560892676,0.44255977982279104,-0.1435730642138643,True
13,Bolívar,13140,Calamar,2025,25055,8.0,5.0,8.0,7.0,4.0,4.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,,,,,,Bolívar,17.0,,,2020,816.0,2241282,36.40773450195022,36.40773450195022,True,False,False,31.929754540011974,19.956096587507485,,,,,,,,,,True
13,Bolívar,13160,Cantagallo,2021,8638,6.0,3.0,6.0,4.0,4.0,2.0,Fecha corte REPS: Mar 12 2026  3:11PM,392.0,75.0,35.0,3.0,3.0,3.0,1.0,Bolívar,26.8,,,2020,816.0,2177352,37.47671483526779,37.47671483526779,True,True,True,69.46052326927528,34.73026163463764,4538.08752025932,34.73026163463764,-0.3811834614940729,0.8704383728744652,0.02723479441357305,1.4230687991388242,0.24462745569019617,0.7251517967761987,-0.4805243410860025,True
13,Bolívar,13160,Cantagallo,2022,8702,6.0,3.0,6.0,4.0,4.0,2.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,,,6.0,6.0,1.0,Bolívar,19.4,,,2020,816.0,2195275,37.1707417066199,37.1707417066199,True,False,True,68.9496667432774,34.4748333716387,,68.9496667432774,0.23233208580837628,0.4561121300681058,0.029400958714283606,1.4327821458804173,0.34422210793824104,0.7310915522973505,-0.3868694443591094,True
13,Bolívar,13160,Cantagallo,2023,8759,6.0,3.0,6.0,4.0,4.0,2.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,,,6.0,6.0,1.0,Bolívar,18.4,,,2020,816.0,2210979,36.90672774368277,36.90672774368277,True,False,True,68.50097043041443,34.25048521520721,,68.50097043041443,0.13475549371573084,0.41352168129448635,0.031074176933875045,1.442163998171144,0.2741385875051086,0.7366190875525096,-0.462480500047401,True
13,Bolívar,13160,Cantagallo,2024,8825,6.0,3.0,6.0,4.0,4.0,2.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,,,6.0,6.0,1.0,Bolívar,15.6,,,2020,816.0,2227181,36.63824359133811,36.63824359133811,True,False,True,67.98866855524079,33.994334277620396,,67.98866855524079,0.20174219789651235,0.28704332144177636,0.03260766236281548,1.451321049444368,0.24439275966914437,0.7419643559035918,-0.4975715962344474,True
13,Bolívar,13160,Cantagallo,2025,8898,6.0,3.0,6.0,4.0,4.0,2.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,,,,,,Bolívar,17.0,,,2020,816.0,2241282,36.40773450195022,36.40773450195022,True,False,False,67.43088334457181,33.715441672285905,,,,,,,,,,True
13,Bolívar,13188,Cicuco,2021,14754,6.0,5.0,6.0,4.0,2.0,4.0,Fecha corte REPS: Mar 12 2026  3:11PM,919.0,57.0,24.0,4.0,9.0,9.0,1.0,Bolívar,26.8,,,2020,816.0,2177352,37.47671483526779,37.47671483526779,True,True,True,40.6669377795852,33.889114816321,6228.819303239799,61.000406669377796,0.3288217579924981,0.8704383728744652,-0.4381435741452034,1.4230687991388242,0.5996300654334816,0.49246261249681045,0.10716745293667118,True
13,Bolívar,13188,Cicuco,2022,15080,6.0,5.0,6.0,4.0,2.0,4.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,,,10.0,10.0,1.0,Bolívar,19.4,,,2020,816.0,2195275,37.1707417066199,37.1707417066199,True,False,True,39.787798408488065,33.15649867374005,,66.3129973474801,0.17169231699178913,0.4561121300681058,-0.4482416956050572,1.4327821458804173,0.31390222352994746,0.49227022513768004,-0.17836800160773258,True
13,Bolívar,13188,Cicuco,2023,15393,6.0,5.0,6.0,4.0,2.0,4.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,,,16.0,16.0,1.0,Bolívar,18.4,,,2020,816.0,2210979,36.90672774368277,36.90672774368277,True,False,True,38.97875657766517,32.48229714805431,,103.9433508737738,0.8987328797401691,0.41352168129448635,-0.45787281575077815,1.442163998171144,0.6561272805173277,0.492145591210183,0.16398168930714474,True
13,Bolívar,13188,Cicuco,2024,15697,6.0,5.0,6.0,4.0,2.0,4.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,,,14.0,14.0,1.0,Bolívar,15.6,,,2020,816.0,2227181,36.63824359133811,36.63824359133811,True,False,True,38.22386443269414,31.853220360578455,,89.18901700961966,0.7090757089492685,0.28704332144177636,-0.466039202779191,1.451321049444368,0.49805951519552244,0.4926409233325885,0.005418591862933919,True
13,Bolívar,13188,Cicuco,2025,16002,6.0,5.0,6.0,4.0,2.0,4.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,,,,,,Bolívar,17.0,,,2020,816.0,2241282,36.40773450195022,36.40773450195022,True,False,False,37.49531308586427,31.246094238220223,,,,,,,,,,True
13,Bolívar,13212,Córdoba,2021,17317,10.0,3.0,10.0,8.0,8.0,2.0,Fecha corte REPS: Mar 12 2026  3:11PM,131.0,31.0,30.0,2.0,3.0,3.0,1.0,Bolívar,26.8,,,2020,816.0,2177352,37.47671483526779,37.47671483526779,True,True,True,57.746722873476934,17.324016862043077,756.4820696425478,17.324016862043077,-0.8516233705185502,0.8704383728744652,-0.16209033564956937,1.4230687991388242,0.009407501177957522,0.6304892317446275,-0.6210817305666699,True
13,Bolívar,13212,Córdoba,2022,17627,10.0,3.0,10.0,8.0,8.0,2.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,,,4.0,4.0,1.0,Bolívar,19.4,,,2020,816.0,2195275,37.1707417066199,37.1707417066199,True,False,True,56.73115107505531,17.019345322516592,,22.692460430022127,-0.8315200229952638,0.4561121300681058,-0.1707262824011206,1.4327821458804173,-0.18770394646357902,0.6310279317396483,-0.8187318782032273,True
13,Bolívar,13212,Córdoba,2023,17906,10.0,3.0,10.0,8.0,8.0,2.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,,,3.0,3.0,1.0,Bolívar,18.4,,,2020,816.0,2210979,36.90672774368277,36.90672774368277,True,False,True,55.84720205517703,16.75416061655311,,16.75416061655311,-0.9806716305959675,0.41352168129448635,-0.1784975721246506,1.442163998171144,-0.28357497465074055,0.6318332130232467,-0.9154081876739872,True
13,Bolívar,13212,Córdoba,2024,18180,10.0,3.0,10.0,8.0,8.0,2.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,,,6.0,6.0,1.0,Bolívar,15.6,,,2020,816.0,2227181,36.63824359133811,36.63824359133811,True,False,True,55.005500550055004,16.501650165016503,,33.00330033003301,-0.6354728004966931,0.28704332144177636,-0.18489808700288804,1.451321049444368,-0.17421473952745836,0.63321148122074,-0.8074262207481984,True
13,Bolívar,13212,Córdoba,2025,18432,10.0,3.0,10.0,8.0,8.0,2.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,,,,,,Bolívar,17.0,,,2020,816.0,2241282,36.40773450195022,36.40773450195022,True,False,False,54.25347222222222,16.276041666666664,,,,,,,,,,True
13,Bolívar,13222,Clemencia,2021,15357,1.0,1.0,1.0,1.0,1.0,0.0,Fecha corte REPS: Mar 12 2026  3:11PM,326.0,72.0,39.0,4.0,1.0,1.0,1.0,Bolívar,26.8,,,2020,816.0,2177352,37.47671483526779,37.47671483526779,True,True,True,6.511688480823077,6.511688480823077,2122.8104447483233,6.511688480823077,-1.1438489968071386,0.8704383728744652,-0.9901802144610702,1.4230687991388242,-0.13670531196633667,0.21644429233887702,-0.3531496043052137,True
13,Bolívar,13222,Clemencia,2022,15550,1.0,1.0,1.0,1.0,1.0,0.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,,,4.0,4.0,1.0,Bolívar,19.4,,,2020,816.0,2195275,37.1707417066199,37.1707417066199,True,False,True,6.430868167202572,6.430868167202572,,25.723472668810288,-0.7618109112904262,0.4561121300681058,-0.99459532828316,1.4327821458804173,-0.1528493906111602,0.21909340879862865,-0.37194279940978886,True
13,Bolívar,13222,Clemencia,2023,15729,1.0,1.0,1.0,1.0,1.0,0.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,,,5.0,5.0,1.0,Bolívar,18.4,,,2020,816.0,2210979,36.90672774368277,36.90672774368277,True,False,True,6.357683260219975,6.357683260219975,,31.78841630109988,-0.6566010908911458,0.41352168129448635,-0.9981431280066821,1.442163998171144,-0.12153970479832973,0.22201043508223095,-0.3435501398805607,True
13,Bolívar,13222,Clemencia,2024,15919,1.0,1.0,1.0,1.0,1.0,0.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,,,11.0,11.0,1.0,Bolívar,15.6,,,2020,816.0,2227181,36.63824359133811,36.63824359133811,True,False,True,6.281801620704818,6.281801620704818,,69.099817827753,0.22833248073740117,0.28704332144177636,-1.0011614707366785,1.451321049444368,0.2576879010895888,0.22507978935384476,0.032608111735744016,True
13,Bolívar,13222,Clemencia,2025,16097,1.0,1.0,1.0,1.0,1.0,0.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,,,,,,Bolívar,17.0,,,2020,816.0,2241282,36.40773450195022,36.40773450195022,True,False,False,6.212337702677517,6.212337702677517,,,,,,,,,,True
13,Bolívar,13244,El Carmen de Bolívar,2021,74317,45.0,35.0,45.0,29.0,9.0,36.0,Fecha corte REPS: Mar 12 2026  3:11PM,5932.0,181.0,89.0,4.0,53.0,53.0,3.0,Bolívar,26.8,,,2020,816.0,2177352,37.47671483526779,37.47671483526779,True,True,True,60.55142161282076,47.09555014330503,7982.022955716727,71.31611878843333,0.6076252985730555,0.8704383728744652,-0.11675919326433058,1.4230687991388242,0.7390318357237604,0.6531548029372468,0.0858770327865136,True
13,Bolívar,13244,El Carmen de Bolívar,2022,75068,45.0,35.0,45.0,29.0,9.0,36.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,,,71.0,71.0,2.0,Bolívar,19.4,,,2020,816.0,2195275,37.1707417066199,37.1707417066199,True,False,True,59.945649277987954,46.624393882879524,,94.58091330526989,0.8218154956274424,0.4561121300681058,-0.11807597082551312,1.4327821458804173,0.6389638128477741,0.6573530875274521,-0.01838927467967799,True
13,Bolívar,13244,El Carmen de Bolívar,2023,75759,45.0,35.0,45.0,29.0,9.0,36.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,,,60.0,60.0,2.0,Bolívar,18.4,,,2020,816.0,2210979,36.90672774368277,36.90672774368277,True,False,True,59.39888330099394,46.19913145632862,,79.19851106799193,0.36534607569561395,0.41352168129448635,-0.11967461688225638,1.442163998171144,0.3894338784950502,0.6612446906444438,-0.2718108121493936,True
13,Bolívar,13244,El Carmen de Bolívar,2024,76463,45.0,35.0,45.0,29.0,9.0,36.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,,,72.0,72.0,1.0,Bolívar,15.6,,,2020,816.0,2227181,36.63824359133811,36.63824359133811,True,False,True,58.85199377476688,45.77377293592979,,94.16319003962701,0.8281098216822751,0.28704332144177636,-0.1204581605583649,1.451321049444368,0.5575765715620258,0.6654314444430015,-0.10785487288097573,True
13,Bolívar,13244,El Carmen de Bolívar,2025,77083,45.0,35.0,45.0,29.0,9.0,36.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,,,,,,Bolívar,17.0,,,2020,816.0,2241282,36.40773450195022,36.40773450195022,True,False,False,58.37863082651169,45.40560175395353,,,,,,,,,,True
13,Bolívar,13248,El Guamo,2021,9273,1.0,1.0,1.0,1.0,1.0,0.0,Fecha corte REPS: Mar 12 2026  3:11PM,688.0,46.0,24.0,4.0,3.0,3.0,1.0,Bolívar,26.8,,,2020,816.0,2177352,37.47671483526779,37.47671483526779,True,True,True,10.783996549121104,10.783996549121104,7419.389625795319,32.35198964736332,-0.4454612004289151,0.8704383728744652,-0.9211287321607172,1.4230687991388242,0.21248858622277506,0.2509700334890535,-0.038481447266278446,True
13,Bolívar,13248,El Guamo,2022,9384,1.0,1.0,1.0,1.0,1.0,0.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,,,4.0,4.0,1.0,Bolívar,19.4,,,2020,816.0,2195275,37.1707417066199,37.1707417066199,True,False,True,10.656436487638533,10.656436487638533,,42.62574595055413,-0.3730818784001304,0.4561121300681058,-0.9253846849385786,1.4327821458804173,0.0415151258339877,0.25369873047091934,-0.21218360463693164,True
13,Bolívar,13248,El Guamo,2023,9484,1.0,1.0,1.0,1.0,1.0,0.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,,,7.0,7.0,1.0,Bolívar,18.4,,,2020,816.0,2210979,36.90672774368277,36.90672774368277,True,False,True,10.54407423028258,10.54407423028258,,73.80851961197807,0.24916224346571475,0.41352168129448635,-0.9288081084439916,1.442163998171144,0.33134196238010055,0.2566779448635762,0.07466401751652435,True
13,Bolívar,13248,El Guamo,2024,9616,1.0,1.0,1.0,1.0,1.0,0.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,,,4.0,4.0,1.0,Bolívar,15.6,,,2020,816.0,2227181,36.63824359133811,36.63824359133811,True,False,True,10.399334442595674,10.399334442595674,,41.597337770382694,-0.42981376625422074,0.28704332144177636,-0.9321808443128711,1.451321049444368,-0.07138522240622219,0.2595701025657485,-0.33095532497197067,True
13,Bolívar,13248,El Guamo,2025,9728,1.0,1.0,1.0,1.0,1.0,0.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,,,,,,Bolívar,17.0,,,2020,816.0,2241282,36.40773450195022,36.40773450195022,True,False,False,10.279605263157894,10.279605263157894,,,,,,,,,,True
13,Bolívar,13268,El Peñón,2021,8054,2.0,2.0,2.0,1.0,1.0,1.0,Fecha corte REPS: Mar 12 2026  3:11PM,42.0,19.0,17.0,4.0,7.0,7.0,1.0,Bolívar,26.8,,,2020,816.0,2177352,37.47671483526779,37.47671483526779,True,True,True,24.832381425378696,24.832381425378696,521.4800099329526,86.91333498882543,1.029172453988234,0.8704383728744652,-0.6940707147790509,1.4230687991388242,0.9498054134313496,0.36449904217988666,0.585306371251463,True
13,Bolívar,13268,El Peñón,2022,8023,2.0,2.0,2.0,1.0,1.0,1.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,,,3.0,3.0,1.0,Bolívar,19.4,,,2020,816.0,2195275,37.1707417066199,37.1707417066199,True,False,True,24.928331048236323,24.928331048236323,,37.39249657235448,-0.4934394146765412,0.4561121300681058,-0.691625121873912,1.4327821458804173,-0.018663642304217687,0.37057851200325265,-0.38924215430747033,True
13,Bolívar,13268,El Peñón,2023,8033,2.0,2.0,2.0,1.0,1.0,1.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,,,9.0,9.0,1.0,Bolívar,18.4,,,2020,816.0,2210979,36.90672774368277,36.90672774368277,True,False,True,24.897298643097226,24.897298643097226,,112.0378438939375,1.0732135309091961,0.41352168129448635,-0.6910899634912505,1.442163998171144,0.7433676061018413,0.37553701733994677,0.3678305887618945,True
13,Bolívar,13268,El Peñón,2024,8018,2.0,2.0,2.0,1.0,1.0,1.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,,,6.0,6.0,1.0,Bolívar,15.6,,,2020,816.0,2227181,36.63824359133811,36.63824359133811,True,False,True,24.94387627837366,24.94387627837366,,74.83162883512097,0.36549719806817693,0.28704332144177636,-0.6885175512007331,1.451321049444368,0.32627025975497664,0.38140174912181746,-0.055131489366840813,True
13,Bolívar,13268,El Peñón,2025,7963,2.0,2.0,2.0,1.0,1.0,1.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,,,,,,Bolívar,17.0,,,2020,816.0,2241282,36.40773450195022,36.40773450195022,True,False,False,25.116162250408138,25.116162250408138,,,,,,,,,,True
13,Bolívar,13300,Hatillo de Loba,2021,13004,2.0,2.0,2.0,2.0,1.0,1.0,Fecha corte REPS: Mar 12 2026  3:11PM,138.0,32.0,19.0,4.0,2.0,2.0,1.0,Bolívar,26.8,,,2020,816.0,2177352,37.47671483526779,37.47671483526779,True,True,True,15.379883112888344,15.379883112888344,1061.2119347892956,15.379883112888344,-0.9041676220807118,0.8704383728744652,-0.8468473894674624,1.4230687991388242,-0.01686462460312327,0.2881107048356809,-0.3049753294388042,True
13,Bolívar,13300,Hatillo de Loba,2022,13111,2.0,2.0,2.0,2.0,1.0,1.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,,,4.0,4.0,1.0,Bolívar,19.4,,,2020,816.0,2195275,37.1707417066199,37.1707417066199,True,False,True,15.254366562428496,15.254366562428496,,30.50873312485699,-0.6517565039216624,0.4561121300681058,-0.8500751231476615,1.4327821458804173,-0.0978221869267783,0.2913535113663779,-0.3891756982931562,True
13,Bolívar,13300,Hatillo de Loba,2023,13169,2.0,2.0,2.0,2.0,1.0,1.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,,,1.0,1.0,1.0,Bolívar,18.4,,,2020,816.0,2210979,36.90672774368277,36.90672774368277,True,False,True,15.187182018376491,15.187182018376491,,7.593591009188246,-1.1781320702048084,0.41352168129448635,-0.8519089435973894,1.442163998171144,-0.382305194455161,0.2951275272868773,-0.6774327217420383,True
13,Bolívar,13300,Hatillo de Loba,2024,13252,2.0,2.0,2.0,2.0,1.0,1.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,,,3.0,3.0,1.0,Bolívar,15.6,,,2020,816.0,2227181,36.63824359133811,36.63824359133811,True,False,True,15.092061575611227,15.092061575611227,,22.638092363416842,-0.8835167117470869,0.28704332144177636,-0.8535640436038587,1.451321049444368,-0.2982366951526553,0.29887850292025464,-0.5971151980729099,True
13,Bolívar,13300,Hatillo de Loba,2025,13333,2.0,2.0,2.0,2.0,1.0,1.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,,,,,,Bolívar,17.0,,,2020,816.0,2241282,36.40773450195022,36.40773450195022,True,False,False,15.000375009375233,15.000375009375233,,,,,,,,,,True
13,Bolívar,13430,Magangué,2021,143101,121.0,97.0,121.0,73.0,16.0,105.0,Fecha corte REPS: Mar 12 2026  3:11PM,4742.0,112.0,67.0,4.0,87.0,87.0,1.0,Bolívar,26.8,,,2020,816.0,2177352,37.47671483526779,37.47671483526779,True,True,True,84.55566348243548,67.78429221319209,3313.743439948009,60.796220851007334,0.3233032122594445,0.8704383728744652,0.27121106920164506,1.4230687991388242,0.5968707925669549,0.8471399341702346,-0.25026914160327973,True
13,Bolívar,13430,Magangué,2022,145166,121.0,97.0,121.0,73.0,16.0,105.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,,,70.0,70.0,1.0,Bolívar,19.4,,,2020,816.0,2195275,37.1707417066199,37.1707417066199,True,False,True,83.35285121860491,66.82005428268327,,48.22065772977143,-0.24440660444211315,0.4561121300681058,0.2653109211510662,1.4327821458804173,0.10585276281299633,0.8490465335157418,-0.7431937707027454,True
13,Bolívar,13430,Magangué,2023,147082,121.0,97.0,121.0,73.0,16.0,105.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,,,80.0,80.0,1.0,Bolívar,18.4,,,2020,816.0,2210979,36.90672774368277,36.90672774368277,True,False,True,82.26703471532886,65.9496063420405,,54.391427910961234,-0.1693824134217167,0.41352168129448635,0.25906777412088655,1.442163998171144,0.12206963393638483,0.8506158861460154,-0.7285462522096305,True
13,Bolívar,13430,Magangué,2024,149065,121.0,97.0,121.0,73.0,16.0,105.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,,,71.0,71.0,3.0,Bolívar,15.6,,,2020,816.0,2227181,36.63824359133811,36.63824359133811,True,False,True,81.17264280682923,65.07228390299534,,47.63022842384195,-0.28544408272740757,0.28704332144177636,0.2534774992211616,1.451321049444368,0.0007996193571843946,0.8523992743327649,-0.8515996549755804,True
13,Bolívar,13430,Magangué,2025,150929,121.0,97.0,121.0,73.0,16.0,105.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,,,,,,Bolívar,17.0,,,2020,816.0,2241282,36.40773450195022,36.40773450195022,True,False,False,80.17014622769646,64.26862962055006,,,,,,,,,,True
13,Bolívar,13433,Mahates,2021,30144,13.0,6.0,13.0,10.0,8.0,5.0,Fecha corte REPS: Mar 12 2026  3:11PM,800.0,81.0,46.0,4.0,4.0,4.0,1.0,Bolívar,26.8,,,2020,816.0,2177352,37.47671483526779,37.47671483526779,True,True,True,43.126326963906585,19.904458598726116,2653.927813163482,13.26963906581741,-0.9612013493718808,0.8704383728744652,-0.3983935219448476,1.4230687991388242,-0.0453814882487078,0.5123376385969883,-0.5577191268456961,True
13,Bolívar,13433,Mahates,2022,30661,13.0,6.0,13.0,10.0,8.0,5.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,,,5.0,5.0,1.0,Bolívar,19.4,,,2020,816.0,2195275,37.1707417066199,37.1707417066199,True,False,True,42.39913897133166,19.568833371383842,,16.307361142819868,-0.9783685225697878,0.4561121300681058,-0.40547051155576935,1.4327821458804173,-0.261128196250841,0.513655817162324,-0.7747840134131649,True
13,Bolívar,13433,Mahates,2023,31171,13.0,6.0,13.0,10.0,8.0,5.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,,,3.0,3.0,1.0,Bolívar,18.4,,,2020,816.0,2210979,36.90672774368277,36.90672774368277,True,False,True,41.70543133040326,19.248660614032275,,9.624330307016137,-1.1343585177220394,0.41352168129448635,-0.4127136204739543,1.442163998171144,-0.3604184182137765,0.5147251888485949,-0.8751436070623714,True
13,Bolívar,13433,Mahates,2024,31676,13.0,6.0,13.0,10.0,8.0,5.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,,,7.0,7.0,1.0,Bolívar,15.6,,,2020,816.0,2227181,36.63824359133811,36.63824359133811,True,False,True,41.04053542113903,18.941785578987247,,22.098749842151786,-0.8964234116328113,0.28704332144177636,-0.4188517879807659,1.451321049444368,-0.30469004509551745,0.5162346307318011,-0.8209246758273185,True
13,Bolívar,13433,Mahates,2025,32192,13.0,6.0,13.0,10.0,8.0,5.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,,,,,,Bolívar,17.0,,,2020,816.0,2241282,36.40773450195022,36.40773450195022,True,False,False,40.38270377733598,18.63817097415507,,,,,,,,,,True
13,Bolívar,13440,Margarita,2021,11386,1.0,1.0,1.0,1.0,0.0,1.0,Fecha corte REPS: Mar 12 2026  3:11PM,99.0,23.0,11.0,3.0,0.0,0.0,0.0,Bolívar,26.8,,,2020,816.0,2177352,37.47671483526779,37.47671483526779,True,True,True,8.782715615668366,8.782715615668366,869.4888459511682,0.0,-1.3198408995142221,0.8704383728744652,-0.9534745772508156,1.4230687991388242,-0.22470126331987844,0.2347971109440043,-0.45949837426388274,True
