cod_dpto,departamento,cod_mpio,municipio,year,area_geografica,population
13,Bolívar,13760,Soplaviento,2021,Centros Poblados y Rural Disperso,216
13,Bolívar,13760,Soplaviento,2021,Total,11862
13,Bolívar,13760,Soplaviento,2022,Cabecera Municipal,11967
13,Bolívar,13760,Soplaviento,2022,Centros Poblados y Rural Disperso,214
13,Bolívar,13760,Soplaviento,2022,Total,12181
13,Bolívar,13760,Soplaviento,2023,Cabecera Municipal,12275
13,Bolívar,13760,Soplaviento,2023,Centros Poblados y Rural Disperso,215
13,Bolívar,13760,Soplaviento,2023,Total,12490
13,Bolívar,13760,Soplaviento,2024,Cabecera Municipal,12604
13,Bolívar,13760,Soplaviento,2024,Centros Poblados y Rural Disperso,220
13,Bolívar,13760,Soplaviento,2024,Total,12824
13,Bolívar,13760,Soplaviento,2025,Cabecera Municipal,12897
13,Bolívar,13760,Soplaviento,2025,Centros Poblados y Rural Disperso,222
13,Bolívar,13760,Soplaviento,2025,Total,13119
13,Bolívar,13780,Talaigua Nuevo,2019,Cabecera Municipal,6472
13,Bolívar,13780,Talaigua Nuevo,2019,Centros Poblados y Rural Disperso,7026
13,Bolívar,13780,Talaigua Nuevo,2019,Total,13498
13,Bolívar,13780,Talaigua Nuevo,2020,Cabecera Municipal,6710
13,Bolívar,13780,Talaigua Nuevo,2020,Centros Poblados y Rural Disperso,7227
13,Bolívar,13780,Talaigua Nuevo,2020,Total,13937
13,Bolívar,13780,Talaigua Nuevo,2021,Cabecera Municipal,6852
13,Bolívar,13780,Talaigua Nuevo,2021,Centros Poblados y Rural Disperso,7393
13,Bolívar,13780,Talaigua Nuevo,2021,Total,14245
13,Bolívar,13780,Talaigua Nuevo,2022,Cabecera Municipal,6964
13,Bolívar,13780,Talaigua Nuevo,2022,Centros Poblados y Rural Disperso,7523
13,Bolívar,13780,Talaigua Nuevo,2022,Total,14487
13,Bolívar,13780,Talaigua Nuevo,2023,Cabecera Municipal,7073
13,Bolívar,13780,Talaigua Nuevo,2023,Centros Poblados y Rural Disperso,7647
13,Bolívar,13780,Talaigua Nuevo,2023,Total,14720
13,Bolívar,13780,Talaigua Nuevo,2024,Cabecera Municipal,7185
13,Bolívar,13780,Talaigua Nuevo,2024,Centros Poblados y Rural Disperso,7780
13,Bolívar,13780,Talaigua Nuevo,2024,Total,14965
13,Bolívar,13780,Talaigua Nuevo,2025,Cabecera Municipal,7303
13,Bolívar,13780,Talaigua Nuevo,2025,Centros Poblados y Rural Disperso,7922
13,Bolívar,13780,Talaigua Nuevo,2025,Total,15225
13,Bolívar,13810,Tiquisio,2019,Cabecera Municipal,6245
13,Bolívar,13810,Tiquisio,2019,Centros Poblados y Rural Disperso,11996
13,Bolívar,13810,Tiquisio,2019,Total,18241
13,Bolívar,13810,Tiquisio,2020,Cabecera Municipal,6348
13,Bolívar,13810,Tiquisio,2020,Centros Poblados y Rural Disperso,12169
13,Bolívar,13810,Tiquisio,2020,Total,18517
13,Bolívar,13810,Tiquisio,2021,Cabecera Municipal,6366
13,Bolívar,13810,Tiquisio,2021,Centros Poblados y Rural Disperso,12238
13,Bolívar,13810,Tiquisio,2021,Total,18604
13,Bolívar,13810,Tiquisio,2022,Cabecera Municipal,6342
13,Bolívar,13810,Tiquisio,2022,Centros Poblados y Rural Disperso,12250
13,Bolívar,13810,Tiquisio,2022,Total,18592
13,Bolívar,13810,Tiquisio,2023,Cabecera Municipal,6320
13,Bolívar,13810,Tiquisio,2023,Centros Poblados y Rural Disperso,12247
13,Bolívar,13810,Tiquisio,2023,Total,18567
13,Bolívar,13810,Tiquisio,2024,Cabecera Municipal,6306
13,Bolívar,13810,Tiquisio,2024,Centros Poblados y Rural Disperso,12229
13,Bolívar,13810,Tiquisio,2024,Total,18535
13,Bolívar,13810,Tiquisio,2025,Cabecera Municipal,6281
13,Bolívar,13810,Tiquisio,2025,Centros Poblados y Rural Disperso,12208
13,Bolívar,13810,Tiquisio,2025,Total,18489
13,Bolívar,13836,Turbaco,2019,Cabecera Municipal,100868
13,Bolívar,13836,Turbaco,2019,Centros Poblados y Rural Disperso,8323
13,Bolívar,13836,Turbaco,2019,Total,109191
13,Bolívar,13836,Turbaco,2020,Cabecera Municipal,104614
13,Bolívar,13836,Turbaco,2020,Centros Poblados y Rural Disperso,8780
13,Bolívar,13836,Turbaco,2020,Total,113394
13,Bolívar,13836,Turbaco,2021,Cabecera Municipal,107566
13,Bolívar,13836,Turbaco,2021,Centros Poblados y Rural Disperso,9118
13,Bolívar,13836,Turbaco,2021,Total,116684
13,Bolívar,13836,Turbaco,2022,Cabecera Municipal,110108
13,Bolívar,13836,Turbaco,2022,Centros Poblados y Rural Disperso,9437
13,Bolívar,13836,Turbaco,2022,Total,119545
13,Bolívar,13836,Turbaco,2023,Cabecera Municipal,112511
13,Bolívar,13836,Turbaco,2023,Centros Poblados y Rural Disperso,9738
13,Bolívar,13836,Turbaco,2023,Total,122249
13,Bolívar,13836,Turbaco,2024,Cabecera Municipal,114877
13,Bolívar,13836,Turbaco,2024,Centros Poblados y Rural Disperso,10062
13,Bolívar,13836,Turbaco,2024,Total,124939
13,Bolívar,13836,Turbaco,2025,Cabecera Municipal,117090
13,Bolívar,13836,Turbaco,2025,Centros Poblados y Rural Disperso,10374
13,Bolívar,13836,Turbaco,2025,Total,127464
13,Bolívar,13838,Turbaná,2019,Cabecera Municipal,12647
13,Bolívar,13838,Turbaná,2019,Centros Poblados y Rural Disperso,4006
13,Bolívar,13838,Turbaná,2019,Total,16653
13,Bolívar,13838,Turbaná,2020,Cabecera Municipal,12889
13,Bolívar,13838,Turbaná,2020,Centros Poblados y Rural Disperso,4063
13,Bolívar,13838,Turbaná,2020,Total,16952
13,Bolívar,13838,Turbaná,2021,Cabecera Municipal,13045
13,Bolívar,13838,Turbaná,2021,Centros Poblados y Rural Disperso,4144
13,Bolívar,13838,Turbaná,2021,Total,17189
13,Bolívar,13838,Turbaná,2022,Cabecera Municipal,13143
13,Bolívar,13838,Turbaná,2022,Centros Poblados y Rural Disperso,4212
13,Bolívar,13838,Turbaná,2022,Total,17355
13,Bolívar,13838,Turbaná,2023,Cabecera Municipal,13244
13,Bolívar,13838,Turbaná,2023,Centros Poblados y Rural Disperso,4279
13,Bolívar,13838,Turbaná,2023,Total,17523
13,Bolívar,13838,Turbaná,2024,Cabecera Municipal,13369
13,Bolívar,13838,Turbaná,2024,Centros Poblados y Rural Disperso,4357
13,Bolívar,13838,Turbaná,2024,Total,17726
13,Bolívar,13838,Turbaná,2025,Cabecera Municipal,13451
13,Bolívar,13838,Turbaná,2025,Centros Poblados y Rural Disperso,4430
13,Bolívar,13838,Turbaná,2025,Total,17881
13,Bolívar,13873,Villanueva,2019,Cabecera Municipal,21518
13,Bolívar,13873,Villanueva,2019,Centros Poblados y Rural Disperso,3214
13,Bolívar,13873,Villanueva,2019,Total,24732
13,Bolívar,13873,Villanueva,2020,Cabecera Municipal,22330
13,Bolívar,13873,Villanueva,2020,Centros Poblados y Rural Disperso,3423
13,Bolívar,13873,Villanueva,2020,Total,25753
13,Bolívar,13873,Villanueva,2021,Cabecera Municipal,23053
13,Bolívar,13873,Villanueva,2021,Centros Poblados y Rural Disperso,3536
13,Bolívar,13873,Villanueva,2021,Total,26589
13,Bolívar,13873,Villanueva,2022,Cabecera Municipal,23712
13,Bolívar,13873,Villanueva,2022,Centros Poblados y Rural Disperso,3645
13,Bolívar,13873,Villanueva,2022,Total,27357
13,Bolívar,13873,Villanueva,2023,Cabecera Municipal,24324
13,Bolívar,13873,Villanueva,2023,Centros Poblados y Rural Disperso,3731
13,Bolívar,13873,Villanueva,2023,Total,28055
13,Bolívar,13873,Villanueva,2024,Cabecera Municipal,24975
13,Bolívar,13873,Villanueva,2024,Centros Poblados y Rural Disperso,3827
13,Bolívar,13873,Villanueva,2024,Total,28802
13,Bolívar,13873,Villanueva,2025,Cabecera Municipal,25607
13,Bolívar,13873,Villanueva,2025,Centros Poblados y Rural Disperso,3928
13,Bolívar,13873,Villanueva,2025,Total,29535
13,Bolívar,13894,Zambrano,2019,Cabecera Municipal,10711
13,Bolívar,13894,Zambrano,2019,Centros Poblados y Rural Disperso,1478
13,Bolívar,13894,Zambrano,2019,Total,12189
13,Bolívar,13894,Zambrano,2020,Cabecera Municipal,10942
13,Bolívar,13894,Zambrano,2020,Centros Poblados y Rural Disperso,1572
13,Bolívar,13894,Zambrano,2020,Total,12514
13,Bolívar,13894,Zambrano,2021,Cabecera Municipal,11144
13,Bolívar,13894,Zambrano,2021,Centros Poblados y Rural Disperso,1607
13,Bolívar,13894,Zambrano,2021,Total,12751
13,Bolívar,13894,Zambrano,2022,Cabecera Municipal,11297
13,Bolívar,13894,Zambrano,2022,Centros Poblados y Rural Disperso,1642
13,Bolívar,13894,Zambrano,2022,Total,12939
13,Bolívar,13894,Zambrano,2023,Cabecera Municipal,11449
13,Bolívar,13894,Zambrano,2023,Centros Poblados y Rural Disperso,1663
13,Bolívar,13894,Zambrano,2023,Total,13112
13,Bolívar,13894,Zambrano,2024,Cabecera Municipal,11614
13,Bolívar,13894,Zambrano,2024,Centros Poblados y Rural Disperso,1677
13,Bolívar,13894,Zambrano,2024,Total,13291
13,Bolívar,13894,Zambrano,2025,Cabecera Municipal,11765
13,Bolívar,13894,Zambrano,2025,Centros Poblados y Rural Disperso,1712
13,Bolívar,13894,Zambrano,2025,Total,13477
15,Boyacá,15001,Tunja,2019,Cabecera Municipal,168648
15,Boyacá,15001,Tunja,2019,Centros Poblados y Rural Disperso,8256
15,Boyacá,15001,Tunja,2019,Total,176904
15,Boyacá,15001,Tunja,2020,Cabecera Municipal,170960
15,Boyacá,15001,Tunja,2020,Centros Poblados y Rural Disperso,8015
15,Boyacá,15001,Tunja,2020,Total,178975
15,Boyacá,15001,Tunja,2021,Cabecera Municipal,173621
15,Boyacá,15001,Tunja,2021,Centros Poblados y Rural Disperso,8055
15,Boyacá,15001,Tunja,2021,Total,181676
15,Boyacá,15001,Tunja,2022,Cabecera Municipal,175752
15,Boyacá,15001,Tunja,2022,Centros Poblados y Rural Disperso,8066
15,Boyacá,15001,Tunja,2022,Total,183818
15,Boyacá,15001,Tunja,2023,Cabecera Municipal,177672
15,Boyacá,15001,Tunja,2023,Centros Poblados y Rural Disperso,8076
15,Boyacá,15001,Tunja,2023,Total,185748
15,Boyacá,15001,Tunja,2024,Cabecera Municipal,179666
15,Boyacá,15001,Tunja,2024,Centros Poblados y Rural Disperso,8099
15,Boyacá,15001,Tunja,2024,Total,187765
15,Boyacá,15001,Tunja,2025,Cabecera Municipal,181551
15,Boyacá,15001,Tunja,2025,Centros Poblados y Rural Disperso,8109
15,Boyacá,15001,Tunja,2025,Total,189660
15,Boyacá,15022,Almeida,2019,Cabecera Municipal,340
15,Boyacá,15022,Almeida,2019,Centros Poblados y Rural Disperso,1546
15,Boyacá,15022,Almeida,2019,Total,1886
15,Boyacá,15022,Almeida,2020,Cabecera Municipal,358
15,Boyacá,15022,Almeida,2020,Centros Poblados y Rural Disperso,1531
15,Boyacá,15022,Almeida,2020,Total,1889
15,Boyacá,15022,Almeida,2021,Cabecera Municipal,367
15,Boyacá,15022,Almeida,2021,Centros Poblados y Rural Disperso,1515
15,Boyacá,15022,Almeida,2021,Total,1882
15,Boyacá,15022,Almeida,2022,Cabecera Municipal,363
15,Boyacá,15022,Almeida,2022,Centros Poblados y Rural Disperso,1494
15,Boyacá,15022,Almeida,2022,Total,1857
15,Boyacá,15022,Almeida,2023,Cabecera Municipal,370
15,Boyacá,15022,Almeida,2023,Centros Poblados y Rural Disperso,1476
15,Boyacá,15022,Almeida,2023,Total,1846
15,Boyacá,15022,Almeida,2024,Cabecera Municipal,370
15,Boyacá,15022,Almeida,2024,Centros Poblados y Rural Disperso,1455
15,Boyacá,15022,Almeida,2024,Total,1825
15,Boyacá,15022,Almeida,2025,Cabecera Municipal,378
15,Boyacá,15022,Almeida,2025,Centros Poblados y Rural Disperso,1429
15,Boyacá,15022,Almeida,2025,Total,1807
15,Boyacá,15047,Aquitania,2019,Cabecera Municipal,5970
15,Boyacá,15047,Aquitania,2019,Centros Poblados y Rural Disperso,9408
15,Boyacá,15047,Aquitania,2019,Total,15378
15,Boyacá,15047,Aquitania,2020,Cabecera Municipal,6092
15,Boyacá,15047,Aquitania,2020,Centros Poblados y Rural Disperso,9436
15,Boyacá,15047,Aquitania,2020,Total,15528
15,Boyacá,15047,Aquitania,2021,Cabecera Municipal,6144
15,Boyacá,15047,Aquitania,2021,Centros Poblados y Rural Disperso,9362
15,Boyacá,15047,Aquitania,2021,Total,15506
15,Boyacá,15047,Aquitania,2022,Cabecera Municipal,6191
15,Boyacá,15047,Aquitania,2022,Centros Poblados y Rural Disperso,9306
15,Boyacá,15047,Aquitania,2022,Total,15497
15,Boyacá,15047,Aquitania,2023,Cabecera Municipal,6221
15,Boyacá,15047,Aquitania,2023,Centros Poblados y Rural Disperso,9229
15,Boyacá,15047,Aquitania,2023,Total,15450
15,Boyacá,15047,Aquitania,2024,Cabecera Municipal,6247
15,Boyacá,15047,Aquitania,2024,Centros Poblados y Rural Disperso,9158
15,Boyacá,15047,Aquitania,2024,Total,15405
15,Boyacá,15047,Aquitania,2025,Cabecera Municipal,6280
15,Boyacá,15047,Aquitania,2025,Centros Poblados y Rural Disperso,9083
15,Boyacá,15047,Aquitania,2025,Total,15363
15,Boyacá,15051,Arcabuco,2019,Cabecera Municipal,2493
15,Boyacá,15051,Arcabuco,2019,Centros Poblados y Rural Disperso,3442
15,Boyacá,15051,Arcabuco,2019,Total,5935
15,Boyacá,15051,Arcabuco,2020,Cabecera Municipal,2565
15,Boyacá,15051,Arcabuco,2020,Centros Poblados y Rural Disperso,3515
15,Boyacá,15051,Arcabuco,2020,Total,6080
15,Boyacá,15051,Arcabuco,2021,Cabecera Municipal,2607
15,Boyacá,15051,Arcabuco,2021,Centros Poblados y Rural Disperso,3544
15,Boyacá,15051,Arcabuco,2021,Total,6151
15,Boyacá,15051,Arcabuco,2022,Cabecera Municipal,2661
15,Boyacá,15051,Arcabuco,2022,Centros Poblados y Rural Disperso,3578
15,Boyacá,15051,Arcabuco,2022,Total,6239
15,Boyacá,15051,Arcabuco,2023,Cabecera Municipal,2704
15,Boyacá,15051,Arcabuco,2023,Centros Poblados y Rural Disperso,3588
15,Boyacá,15051,Arcabuco,2023,Total,6292
15,Boyacá,15051,Arcabuco,2024,Cabecera Municipal,2747
15,Boyacá,15051,Arcabuco,2024,Centros Poblados y Rural Disperso,3623
15,Boyacá,15051,Arcabuco,2024,Total,6370
15,Boyacá,15051,Arcabuco,2025,Cabecera Municipal,2800
15,Boyacá,15051,Arcabuco,2025,Centros Poblados y Rural Disperso,3659
15,Boyacá,15051,Arcabuco,2025,Total,6459
15,Boyacá,15087,Belén,2019,Cabecera Municipal,4625
15,Boyacá,15087,Belén,2019,Centros Poblados y Rural Disperso,2904
15,Boyacá,15087,Belén,2019,Total,7529
15,Boyacá,15087,Belén,2020,Cabecera Municipal,4691
15,Boyacá,15087,Belén,2020,Centros Poblados y Rural Disperso,2912
15,Boyacá,15087,Belén,2020,Total,7603
15,Boyacá,15087,Belén,2021,Cabecera Municipal,4729
15,Boyacá,15087,Belén,2021,Centros Poblados y Rural Disperso,2893
15,Boyacá,15087,Belén,2021,Total,7622
15,Boyacá,15087,Belén,2022,Cabecera Municipal,4746
15,Boyacá,15087,Belén,2022,Centros Poblados y Rural Disperso,2881
15,Boyacá,15087,Belén,2022,Total,7627
15,Boyacá,15087,Belén,2023,Cabecera Municipal,4761
15,Boyacá,15087,Belén,2023,Centros Poblados y Rural Disperso,2868
15,Boyacá,15087,Belén,2023,Total,7629
15,Boyacá,15087,Belén,2024,Cabecera Municipal,4774
15,Boyacá,15087,Belén,2024,Centros Poblados y Rural Disperso,2864
15,Boyacá,15087,Belén,2024,Total,7638
15,Boyacá,15087,Belén,2025,Cabecera Municipal,4814
15,Boyacá,15087,Belén,2025,Centros Poblados y Rural Disperso,2851
15,Boyacá,15087,Belén,2025,Total,7665
15,Boyacá,15090,Berbeo,2019,Cabecera Municipal,411
15,Boyacá,15090,Berbeo,2019,Centros Poblados y Rural Disperso,1189
15,Boyacá,15090,Berbeo,2019,Total,1600
15,Boyacá,15090,Berbeo,2020,Cabecera Municipal,433
15,Boyacá,15090,Berbeo,2020,Centros Poblados y Rural Disperso,1174
15,Boyacá,15090,Berbeo,2020,Total,1607
15,Boyacá,15090,Berbeo,2021,Cabecera Municipal,446
15,Boyacá,15090,Berbeo,2021,Centros Poblados y Rural Disperso,1173
15,Boyacá,15090,Berbeo,2021,Total,1619
15,Boyacá,15090,Berbeo,2022,Cabecera Municipal,461
15,Boyacá,15090,Berbeo,2022,Centros Poblados y Rural Disperso,1169
15,Boyacá,15090,Berbeo,2022,Total,1630
15,Boyacá,15090,Berbeo,2023,Cabecera Municipal,454
15,Boyacá,15090,Berbeo,2023,Centros Poblados y Rural Disperso,1165
15,Boyacá,15090,Berbeo,2023,Total,1619
15,Boyacá,15090,Berbeo,2024,Cabecera Municipal,484
15,Boyacá,15090,Berbeo,2024,Centros Poblados y Rural Disperso,1161
15,Boyacá,15090,Berbeo,2024,Total,1645
15,Boyacá,15090,Berbeo,2025,Cabecera Municipal,480
15,Boyacá,15090,Berbeo,2025,Centros Poblados y Rural Disperso,1172
15,Boyacá,15090,Berbeo,2025,Total,1652
15,Boyacá,15092,Betéitiva,2019,Cabecera Municipal,338
15,Boyacá,15092,Betéitiva,2019,Centros Poblados y Rural Disperso,1584
15,Boyacá,15092,Betéitiva,2019,Total,1922
15,Boyacá,15092,Betéitiva,2020,Cabecera Municipal,353
15,Boyacá,15092,Betéitiva,2020,Centros Poblados y Rural Disperso,1583
15,Boyacá,15092,Betéitiva,2020,Total,1936
15,Boyacá,15092,Betéitiva,2021,Cabecera Municipal,351
15,Boyacá,15092,Betéitiva,2021,Centros Poblados y Rural Disperso,1551
15,Boyacá,15092,Betéitiva,2021,Total,1902
15,Boyacá,15092,Betéitiva,2022,Cabecera Municipal,347
15,Boyacá,15092,Betéitiva,2022,Centros Poblados y Rural Disperso,1531
15,Boyacá,15092,Betéitiva,2022,Total,1878
15,Boyacá,15092,Betéitiva,2023,Cabecera Municipal,353
15,Boyacá,15092,Betéitiva,2023,Centros Poblados y Rural Disperso,1504
15,Boyacá,15092,Betéitiva,2023,Total,1857
15,Boyacá,15092,Betéitiva,2024,Cabecera Municipal,349
15,Boyacá,15092,Betéitiva,2024,Centros Poblados y Rural Disperso,1476
15,Boyacá,15092,Betéitiva,2024,Total,1825
15,Boyacá,15092,Betéitiva,2025,Cabecera Municipal,359
15,Boyacá,15092,Betéitiva,2025,Centros Poblados y Rural Disperso,1450
15,Boyacá,15092,Betéitiva,2025,Total,1809
15,Boyacá,15097,Boavita,2019,Cabecera Municipal,2408
15,Boyacá,15097,Boavita,2019,Centros Poblados y Rural Disperso,2679
15,Boyacá,15097,Boavita,2019,Total,5087
15,Boyacá,15097,Boavita,2020,Cabecera Municipal,2457
15,Boyacá,15097,Boavita,2020,Centros Poblados y Rural Disperso,2667
15,Boyacá,15097,Boavita,2020,Total,5124
15,Boyacá,15097,Boavita,2021,Cabecera Municipal,2480
15,Boyacá,15097,Boavita,2021,Centros Poblados y Rural Disperso,2673
15,Boyacá,15097,Boavita,2021,Total,5153
15,Boyacá,15097,Boavita,2022,Cabecera Municipal,2497
15,Boyacá,15097,Boavita,2022,Centros Poblados y Rural Disperso,2642
15,Boyacá,15097,Boavita,2022,Total,5139
15,Boyacá,15097,Boavita,2023,Cabecera Municipal,2530
15,Boyacá,15097,Boavita,2023,Centros Poblados y Rural Disperso,2641
15,Boyacá,15097,Boavita,2023,Total,5171
15,Boyacá,15097,Boavita,2024,Cabecera Municipal,2526
15,Boyacá,15097,Boavita,2024,Centros Poblados y Rural Disperso,2619
15,Boyacá,15097,Boavita,2024,Total,5145
15,Boyacá,15097,Boavita,2025,Cabecera Municipal,2559
15,Boyacá,15097,Boavita,2025,Centros Poblados y Rural Disperso,2619
15,Boyacá,15097,Boavita,2025,Total,5178
15,Boyacá,15104,Boyacá,2019,Cabecera Municipal,815
15,Boyacá,15104,Boyacá,2019,Centros Poblados y Rural Disperso,4292
15,Boyacá,15104,Boyacá,2019,Total,5107
15,Boyacá,15104,Boyacá,2020,Cabecera Municipal,845
15,Boyacá,15104,Boyacá,2020,Centros Poblados y Rural Disperso,4345
15,Boyacá,15104,Boyacá,2020,Total,5190
15,Boyacá,15104,Boyacá,2021,Cabecera Municipal,870
15,Boyacá,15104,Boyacá,2021,Centros Poblados y Rural Disperso,4363
15,Boyacá,15104,Boyacá,2021,Total,5233
15,Boyacá,15104,Boyacá,2022,Cabecera Municipal,887
15,Boyacá,15104,Boyacá,2022,Centros Poblados y Rural Disperso,4354
15,Boyacá,15104,Boyacá,2022,Total,5241
15,Boyacá,15104,Boyacá,2023,Cabecera Municipal,905
15,Boyacá,15104,Boyacá,2023,Centros Poblados y Rural Disperso,4345
15,Boyacá,15104,Boyacá,2023,Total,5250
15,Boyacá,15104,Boyacá,2024,Cabecera Municipal,938
15,Boyacá,15104,Boyacá,2024,Centros Poblados y Rural Disperso,4359
15,Boyacá,15104,Boyacá,2024,Total,5297
15,Boyacá,15104,Boyacá,2025,Cabecera Municipal,964
15,Boyacá,15104,Boyacá,2025,Centros Poblados y Rural Disperso,4360
15,Boyacá,15104,Boyacá,2025,Total,5324
15,Boyacá,15106,Briceño,2019,Cabecera Municipal,523
15,Boyacá,15106,Briceño,2019,Centros Poblados y Rural Disperso,1687
15,Boyacá,15106,Briceño,2019,Total,2210
15,Boyacá,15106,Briceño,2020,Cabecera Municipal,529
15,Boyacá,15106,Briceño,2020,Centros Poblados y Rural Disperso,1706
15,Boyacá,15106,Briceño,2020,Total,2235
15,Boyacá,15106,Briceño,2021,Cabecera Municipal,540
15,Boyacá,15106,Briceño,2021,Centros Poblados y Rural Disperso,1697
15,Boyacá,15106,Briceño,2021,Total,2237
15,Boyacá,15106,Briceño,2022,Cabecera Municipal,543
15,Boyacá,15106,Briceño,2022,Centros Poblados y Rural Disperso,1696
15,Boyacá,15106,Briceño,2022,Total,2239
15,Boyacá,15106,Briceño,2023,Cabecera Municipal,560
15,Boyacá,15106,Briceño,2023,Centros Poblados y Rural Disperso,1699
15,Boyacá,15106,Briceño,2023,Total,2259
15,Boyacá,15106,Briceño,2024,Cabecera Municipal,564
15,Boyacá,15106,Briceño,2024,Centros Poblados y Rural Disperso,1683
15,Boyacá,15106,Briceño,2024,Total,2247
15,Boyacá,15106,Briceño,2025,Cabecera Municipal,572
15,Boyacá,15106,Briceño,2025,Centros Poblados y Rural Disperso,1682
15,Boyacá,15106,Briceño,2025,Total,2254
15,Boyacá,15109,Buenavista,2019,Cabecera Municipal,804
15,Boyacá,15109,Buenavista,2019,Centros Poblados y Rural Disperso,3615
15,Boyacá,15109,Buenavista,2019,Total,4419
15,Boyacá,15109,Buenavista,2020,Cabecera Municipal,840
15,Boyacá,15109,Buenavista,2020,Centros Poblados y Rural Disperso,3636
15,Boyacá,15109,Buenavista,2020,Total,4476
15,Boyacá,15109,Buenavista,2021,Cabecera Municipal,853
15,Boyacá,15109,Buenavista,2021,Centros Poblados y Rural Disperso,3633
15,Boyacá,15109,Buenavista,2021,Total,4486
15,Boyacá,15109,Buenavista,2022,Cabecera Municipal,885
15,Boyacá,15109,Buenavista,2022,Centros Poblados y Rural Disperso,3633
15,Boyacá,15109,Buenavista,2022,Total,4518
15,Boyacá,15109,Buenavista,2023,Cabecera Municipal,899
15,Boyacá,15109,Buenavista,2023,Centros Poblados y Rural Disperso,3613
15,Boyacá,15109,Buenavista,2023,Total,4512
15,Boyacá,15109,Buenavista,2024,Cabecera Municipal,912
15,Boyacá,15109,Buenavista,2024,Centros Poblados y Rural Disperso,3597
15,Boyacá,15109,Buenavista,2024,Total,4509
15,Boyacá,15109,Buenavista,2025,Cabecera Municipal,929
15,Boyacá,15109,Buenavista,2025,Centros Poblados y Rural Disperso,3589
15,Boyacá,15109,Buenavista,2025,Total,4518
15,Boyacá,15114,Busbanzá,2019,Cabecera Municipal,462
15,Boyacá,15114,Busbanzá,2019,Centros Poblados y Rural Disperso,692
15,Boyacá,15114,Busbanzá,2019,Total,1154
15,Boyacá,15114,Busbanzá,2020,Cabecera Municipal,469
15,Boyacá,15114,Busbanzá,2020,Centros Poblados y Rural Disperso,719
15,Boyacá,15114,Busbanzá,2020,Total,1188
15,Boyacá,15114,Busbanzá,2021,Cabecera Municipal,481
15,Boyacá,15114,Busbanzá,2021,Centros Poblados y Rural Disperso,726
15,Boyacá,15114,Busbanzá,2021,Total,1207
15,Boyacá,15114,Busbanzá,2022,Cabecera Municipal,495
15,Boyacá,15114,Busbanzá,2022,Centros Poblados y Rural Disperso,737
15,Boyacá,15114,Busbanzá,2022,Total,1232
15,Boyacá,15114,Busbanzá,2023,Cabecera Municipal,510
15,Boyacá,15114,Busbanzá,2023,Centros Poblados y Rural Disperso,744
15,Boyacá,15114,Busbanzá,2023,Total,1254
15,Boyacá,15114,Busbanzá,2024,Cabecera Municipal,528
15,Boyacá,15114,Busbanzá,2024,Centros Poblados y Rural Disperso,760
15,Boyacá,15114,Busbanzá,2024,Total,1288
15,Boyacá,15114,Busbanzá,2025,Cabecera Municipal,565
15,Boyacá,15114,Busbanzá,2025,Centros Poblados y Rural Disperso,773
15,Boyacá,15114,Busbanzá,2025,Total,1338
15,Boyacá,15131,Caldas,2019,Cabecera Municipal,266
15,Boyacá,15131,Caldas,2019,Centros Poblados y Rural Disperso,2821
15,Boyacá,15131,Caldas,2019,Total,3087
15,Boyacá,15131,Caldas,2020,Cabecera Municipal,275
15,Boyacá,15131,Caldas,2020,Centros Poblados y Rural Disperso,2801
15,Boyacá,15131,Caldas,2020,Total,3076
15,Boyacá,15131,Caldas,2021,Cabecera Municipal,283
15,Boyacá,15131,Caldas,2021,Centros Poblados y Rural Disperso,2749
15,Boyacá,15131,Caldas,2021,Total,3032
15,Boyacá,15131,Caldas,2022,Cabecera Municipal,286
15,Boyacá,15131,Caldas,2022,Centros Poblados y Rural Disperso,2697
15,Boyacá,15131,Caldas,2022,Total,2983
15,Boyacá,15131,Caldas,2023,Cabecera Municipal,293
15,Boyacá,15131,Caldas,2023,Centros Poblados y Rural Disperso,2655
15,Boyacá,15131,Caldas,2023,Total,2948
15,Boyacá,15131,Caldas,2024,Cabecera Municipal,299
15,Boyacá,15131,Caldas,2024,Centros Poblados y Rural Disperso,2594
15,Boyacá,15131,Caldas,2024,Total,2893
15,Boyacá,15131,Caldas,2025,Cabecera Municipal,319
15,Boyacá,15131,Caldas,2025,Centros Poblados y Rural Disperso,2550
15,Boyacá,15131,Caldas,2025,Total,2869
15,Boyacá,15135,Campohermoso,2019,Cabecera Municipal,815
15,Boyacá,15135,Campohermoso,2019,Centros Poblados y Rural Disperso,2322
15,Boyacá,15135,Campohermoso,2019,Total,3137
15,Boyacá,15135,Campohermoso,2020,Cabecera Municipal,841
15,Boyacá,15135,Campohermoso,2020,Centros Poblados y Rural Disperso,2326
15,Boyacá,15135,Campohermoso,2020,Total,3167
15,Boyacá,15135,Campohermoso,2021,Cabecera Municipal,864
15,Boyacá,15135,Campohermoso,2021,Centros Poblados y Rural Disperso,2318
15,Boyacá,15135,Campohermoso,2021,Total,3182
15,Boyacá,15135,Campohermoso,2022,Cabecera Municipal,877
15,Boyacá,15135,Campohermoso,2022,Centros Poblados y Rural Disperso,2306
15,Boyacá,15135,Campohermoso,2022,Total,3183
15,Boyacá,15135,Campohermoso,2023,Cabecera Municipal,881
15,Boyacá,15135,Campohermoso,2023,Centros Poblados y Rural Disperso,2296
