departamento,year,ipm_domain,ipm_pct,cod_dpto
Casanare,2020,Centros poblados  y rural disperso,32.8,85
Casanare,2020,Total,19.6,85
Casanare,2021,Cabeceras,16.4,85
Casanare,2021,Centros poblados  y rural disperso,27.3,85
Casanare,2021,Total,19.5,85
Casanare,2022,Cabeceras,10.7,85
Casanare,2022,Centros poblados  y rural disperso,20.0,85
Casanare,2022,Total,13.3,85
Casanare,2023,Cabeceras,12.5,85
Casanare,2023,Centros poblados  y rural disperso,21.4,85
Casanare,2023,Total,15.0,85
Casanare,2024,Cabeceras,9.1,85
Casanare,2024,Centros poblados  y rural disperso,17.1,85
Casanare,2024,Total,11.3,85
Casanare,2025,Cabeceras,7.1,85
Casanare,2025,Centros poblados  y rural disperso,13.7,85
Casanare,2025,Total,8.9,85
Putumayo,2018,Cabeceras,17.5,86
Putumayo,2018,Centros poblados  y rural disperso,30.8,86
Putumayo,2018,Total,24.1,86
Putumayo,2019,Cabeceras,22.1,86
Putumayo,2019,Centros poblados  y rural disperso,28.7,86
Putumayo,2019,Total,25.4,86
Putumayo,2020,Cabeceras,22.6,86
Putumayo,2020,Centros poblados  y rural disperso,33.2,86
Putumayo,2020,Total,27.8,86
Putumayo,2021,Cabeceras,16.5,86
Putumayo,2021,Centros poblados  y rural disperso,29.4,86
Putumayo,2021,Total,22.8,86
Putumayo,2022,Cabeceras,14.7,86
Putumayo,2022,Centros poblados  y rural disperso,27.2,86
Putumayo,2022,Total,20.8,86
Putumayo,2023,Cabeceras,10.5,86
Putumayo,2023,Centros poblados  y rural disperso,16.1,86
Putumayo,2023,Total,13.2,86
Putumayo,2024,Cabeceras,8.8,86
Putumayo,2024,Centros poblados  y rural disperso,15.1,86
Putumayo,2024,Total,11.8,86
Putumayo,2025,Cabeceras,9.5,86
Putumayo,2025,Centros poblados  y rural disperso,18.1,86
Putumayo,2025,Total,13.6,86
Amazonas,2018,Cabeceras,27.4,91
Amazonas,2018,Centros poblados  y rural disperso,42.1,91
Amazonas,2018,Total,35.4,91
Amazonas,2019,Cabeceras,19.5,91
Amazonas,2019,Centros poblados  y rural disperso,49.6,91
Amazonas,2019,Total,35.6,91
Amazonas,2020,Cabeceras,24.3,91
Amazonas,2020,Centros poblados  y rural disperso,53.5,91
Amazonas,2020,Total,39.0,91
Amazonas,2021,Cabeceras,23.0,91
Amazonas,2021,Centros poblados  y rural disperso,28.4,91
Amazonas,2021,Total,25.7,91
Amazonas,2022,Cabeceras,23.5,91
Amazonas,2022,Centros poblados  y rural disperso,32.3,91
Amazonas,2022,Total,27.9,91
Amazonas,2023,Cabeceras,18.6,91
Amazonas,2023,Centros poblados  y rural disperso,32.6,91
Amazonas,2023,Total,25.4,91
Amazonas,2024,Cabeceras,13.8,91
Amazonas,2024,Centros poblados  y rural disperso,17.6,91
Amazonas,2024,Total,15.6,91
Amazonas,2025,Cabeceras,11.9,91
Amazonas,2025,Centros poblados  y rural disperso,24.8,91
Amazonas,2025,Total,18.1,91
Guainía,2018,Cabeceras,44.0,94
Guainía,2018,Centros poblados  y rural disperso,72.6,94
Guainía,2018,Total,60.6,94
Guainía,2019,Cabeceras,39.9,94
Guainía,2019,Centros poblados  y rural disperso,87.7,94
Guainía,2019,Total,67.0,94
Guainía,2020,Cabeceras,43.1,94
Guainía,2020,Centros poblados  y rural disperso,84.5,94
Guainía,2020,Total,65.9,94
Guainía,2021,Cabeceras,45.7,94
Guainía,2021,Centros poblados  y rural disperso,67.1,94
Guainía,2021,Total,57.3,94
Guainía,2022,Cabeceras,39.9,94
Guainía,2022,Centros poblados  y rural disperso,52.2,94
Guainía,2022,Total,46.5,94
Guainía,2023,Cabeceras,46.4,94
Guainía,2023,Centros poblados  y rural disperso,57.0,94
Guainía,2023,Total,52.1,94
Guainía,2024,Cabeceras,40.1,94
Guainía,2024,Centros poblados  y rural disperso,56.9,94
Guainía,2024,Total,49.0,94
Guainía,2025,Cabeceras,36.7,94
Guainía,2025,Centros poblados  y rural disperso,65.4,94
Guainía,2025,Total,51.8,94
Guaviare,2018,Cabeceras,22.8,95
Guaviare,2018,Centros poblados  y rural disperso,42.1,95
Guaviare,2018,Total,31.4,95
Guaviare,2019,Cabeceras,26.5,95
Guaviare,2019,Centros poblados  y rural disperso,36.7,95
Guaviare,2019,Total,30.9,95
Guaviare,2020,Cabeceras,27.5,95
Guaviare,2020,Centros poblados  y rural disperso,43.8,95
Guaviare,2020,Total,34.6,95
Guaviare,2021,Cabeceras,24.2,95
Guaviare,2021,Centros poblados  y rural disperso,40.0,95
Guaviare,2021,Total,31.0,95
Guaviare,2022,Cabeceras,21.7,95
Guaviare,2022,Centros poblados  y rural disperso,33.7,95
Guaviare,2022,Total,26.9,95
Guaviare,2023,Cabeceras,18.5,95
Guaviare,2023,Centros poblados  y rural disperso,46.5,95
Guaviare,2023,Total,30.6,95
Guaviare,2024,Cabeceras,17.5,95
Guaviare,2024,Centros poblados  y rural disperso,26.3,95
Guaviare,2024,Total,21.3,95
Guaviare,2025,Cabeceras,15.2,95
Guaviare,2025,Centros poblados  y rural disperso,26.5,95
Guaviare,2025,Total,20.0,95
Vaupés,2018,Cabeceras,27.4,97
Vaupés,2018,Centros poblados  y rural disperso,82.9,97
Vaupés,2018,Total,68.5,97
Vaupés,2019,Cabeceras,25.4,97
Vaupés,2019,Centros poblados  y rural disperso,80.1,97
Vaupés,2019,Total,66.5,97
Vaupés,2020,Cabeceras,26.8,97
Vaupés,2020,Centros poblados  y rural disperso,81.3,97
Vaupés,2020,Total,65.6,97
Vaupés,2021,Cabeceras,22.3,97
Vaupés,2021,Centros poblados  y rural disperso,64.8,97
Vaupés,2021,Total,52.7,97
Vaupés,2022,Cabeceras,15.0,97
Vaupés,2022,Centros poblados  y rural disperso,59.7,97
Vaupés,2022,Total,47.1,97
Vaupés,2023,Cabeceras,16.6,97
Vaupés,2023,Centros poblados  y rural disperso,70.9,97
Vaupés,2023,Total,55.7,97
Vaupés,2024,Cabeceras,16.2,97
Vaupés,2024,Centros poblados  y rural disperso,45.5,97
Vaupés,2024,Total,37.4,97
Vaupés,2025,Cabeceras,12.7,97
Vaupés,2025,Centros poblados  y rural disperso,52.6,97
Vaupés,2025,Total,41.7,97
Vichada,2018,Cabeceras,33.7,99
Vichada,2018,Centros poblados  y rural disperso,73.0,99
Vichada,2018,Total,63.5,99
Vichada,2019,Cabeceras,35.7,99
Vichada,2019,Centros poblados  y rural disperso,84.0,99
Vichada,2019,Total,72.2,99
Vichada,2020,Cabeceras,46.6,99
Vichada,2020,Centros poblados  y rural disperso,85.1,99
Vichada,2020,Total,75.6,99
Vichada,2021,Cabeceras,38.3,99
Vichada,2021,Centros poblados  y rural disperso,73.4,99
Vichada,2021,Total,64.8,99
Vichada,2022,Cabeceras,36.1,99
Vichada,2022,Centros poblados  y rural disperso,87.9,99
Vichada,2022,Total,75.4,99
Vichada,2023,Cabeceras,33.6,99
Vichada,2023,Centros poblados  y rural disperso,75.4,99
Vichada,2023,Total,65.4,99
Vichada,2024,Cabeceras,30.0,99
Vichada,2024,Centros poblados  y rural disperso,82.7,99
Vichada,2024,Total,70.2,99
Vichada,2025,Cabeceras,28.8,99
Vichada,2025,Centros poblados  y rural disperso,63.3,99
Vichada,2025,Total,55.2,99
San Andrés,2018,Cabeceras,8.5,
San Andrés,2018,Total,8.5,
San Andrés,2019,Cabeceras,8.2,
San Andrés,2019,Total,8.2,
San Andrés,2020,Cabeceras,11.9,
San Andrés,2020,Total,11.9,
San Andrés,2021,Cabeceras,7.0,
San Andrés,2021,Total,7.0,
San Andrés,2022,Cabeceras,8.8,
San Andrés,2022,Total,8.8,
San Andrés,2023,Cabeceras,5.0,
San Andrés,2023,Total,5.0,
San Andrés,2024,Cabeceras,6.0,
San Andrés,2024,Total,6.0,
San Andrés,2025,Cabeceras,4.3,
San Andrés,2025,Total,4.3,
