cod_mpio,year,month,cod_dpto,departamento,municipio,population_total,sedes_reps,prestadores_reps,reps_rows,sedes_ips_reps,sedes_publicas_reps,sedes_privadas_reps,fecha_corte_reps,sivigila_intento_suicidio,sivigila_intento_suicidio_confirmados,sivigila_microdata_available
05002,2024,10,05,Antioquia,Abejorral,21121,20.0,17.0,20.0,4.0,4.0,16.0,Fecha corte REPS: Mar 12 2026  3:11PM,5.0,5.0,True
05002,2024,11,05,Antioquia,Abejorral,21121,20.0,17.0,20.0,4.0,4.0,16.0,Fecha corte REPS: Mar 12 2026  3:11PM,2.0,2.0,True
05002,2024,12,05,Antioquia,Abejorral,21121,20.0,17.0,20.0,4.0,4.0,16.0,Fecha corte REPS: Mar 12 2026  3:11PM,1.0,1.0,True
05002,2025,1,05,Antioquia,Abejorral,21147,20.0,17.0,20.0,4.0,4.0,16.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,False
05002,2025,2,05,Antioquia,Abejorral,21147,20.0,17.0,20.0,4.0,4.0,16.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,False
05002,2025,3,05,Antioquia,Abejorral,21147,20.0,17.0,20.0,4.0,4.0,16.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,False
05002,2025,4,05,Antioquia,Abejorral,21147,20.0,17.0,20.0,4.0,4.0,16.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,False
05002,2025,5,05,Antioquia,Abejorral,21147,20.0,17.0,20.0,4.0,4.0,16.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,False
05002,2025,6,05,Antioquia,Abejorral,21147,20.0,17.0,20.0,4.0,4.0,16.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,False
05002,2025,7,05,Antioquia,Abejorral,21147,20.0,17.0,20.0,4.0,4.0,16.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,False
05002,2025,8,05,Antioquia,Abejorral,21147,20.0,17.0,20.0,4.0,4.0,16.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,False
05002,2025,9,05,Antioquia,Abejorral,21147,20.0,17.0,20.0,4.0,4.0,16.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,False
05002,2025,10,05,Antioquia,Abejorral,21147,20.0,17.0,20.0,4.0,4.0,16.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,False
05002,2025,11,05,Antioquia,Abejorral,21147,20.0,17.0,20.0,4.0,4.0,16.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,False
05002,2025,12,05,Antioquia,Abejorral,21147,20.0,17.0,20.0,4.0,4.0,16.0,Fecha corte REPS: Mar 12 2026  3:11PM,,,False
05004,2021,1,05,Antioquia,Abriaquí,2797,1.0,1.0,1.0,1.0,1.0,0.0,Fecha corte REPS: Mar 12 2026  3:11PM,0.0,0.0,True
05004,2021,2,05,Antioquia,Abriaquí,2797,1.0,1.0,1.0,1.0,1.0,0.0,Fecha corte REPS: Mar 12 2026  3:11PM,0.0,0.0,True
05004,2021,3,05,Antioquia,Abriaquí,2797,1.0,1.0,1.0,1.0,1.0,0.0,Fecha corte REPS: Mar 12 2026  3:11PM,0.0,0.0,True
05004,2021,4,05,Antioquia,Abriaquí,2797,1.0,1.0,1.0,1.0,1.0,0.0,Fecha corte REPS: Mar 12 2026  3:11PM,0.0,0.0,True
05004,2021,5,05,Antioquia,Abriaquí,2797,1.0,1.0,1.0,1.0,1.0,0.0,Fecha corte REPS: Mar 12 2026  3:11PM,0.0,0.0,True
05004,2021,6,05,Antioquia,Abriaquí,2797,1.0,1.0,1.0,1.0,1.0,0.0,Fecha corte REPS: Mar 12 2026  3:11PM,0.0,0.0,True
05004,2021,7,05,Antioquia,Abriaquí,2797,1.0,1.0,1.0,1.0,1.0,0.0,Fecha corte REPS: Mar 12 2026  3:11PM,1.0,1.0,True
05004,2021,8,05,Antioquia,Abriaquí,2797,1.0,1.0,1.0,1.0,1.0,0.0,Fecha corte REPS: Mar 12 2026  3:11PM,0.0,0.0,True
05004,2021,9,05,Antioquia,Abriaquí,2797,1.0,1.0,1.0,1.0,1.0,0.0,Fecha corte REPS: Mar 12 2026  3:11PM,0.0,0.0,True
05004,2021,10,05,Antioquia,Abriaquí,2797,1.0,1.0,1.0,1.0,1.0,0.0,Fecha corte REPS: Mar 12 2026  3:11PM,0.0,0.0,True
05004,2021,11,05,Antioquia,Abriaquí,2797,1.0,1.0,1.0,1.0,1.0,0.0,Fecha corte REPS: Mar 12 2026  3:11PM,0.0,0.0,True
05004,2021,12,05,Antioquia,Abriaquí,2797,1.0,1.0,1.0,1.0,1.0,0.0,Fecha corte REPS: Mar 12 2026  3:11PM,1.0,1.0,True
05004,2022,1,05,Antioquia,Abriaquí,2792,1.0,1.0,1.0,1.0,1.0,0.0,Fecha corte REPS: Mar 12 2026  3:11PM,0.0,0.0,True
05004,2022,2,05,Antioquia,Abriaquí,2792,1.0,1.0,1.0,1.0,1.0,0.0,Fecha corte REPS: Mar 12 2026  3:11PM,0.0,0.0,True
05004,2022,3,05,Antioquia,Abriaquí,2792,1.0,1.0,1.0,1.0,1.0,0.0,Fecha corte REPS: Mar 12 2026  3:11PM,0.0,0.0,True
05004,2022,4,05,Antioquia,Abriaquí,2792,1.0,1.0,1.0,1.0,1.0,0.0,Fecha corte REPS: Mar 12 2026  3:11PM,0.0,0.0,True
05004,2022,5,05,Antioquia,Abriaquí,2792,1.0,1.0,1.0,1.0,1.0,0.0,Fecha corte REPS: Mar 12 2026  3:11PM,0.0,0.0,True
