cod_mpio,year,month,sivigila_intento_suicidio,sivigila_intento_suicidio_confirmados
47053,2023,2,3,3
47053,2023,3,1,1
47053,2023,4,1,1
47053,2023,6,2,2
47053,2023,7,2,2
47053,2023,10,2,2
47053,2024,3,2,2
47053,2024,7,1,1
47053,2024,8,2,2
47053,2024,9,5,5
47053,2024,10,3,3
47053,2024,11,1,1
47058,2021,1,2,2
47058,2021,2,1,1
47058,2021,5,2,2
47058,2021,7,2,2
47058,2021,9,1,1
47058,2021,10,3,3
47058,2021,11,1,1
47058,2022,1,2,2
47058,2022,4,1,1
47058,2022,8,1,1
47058,2022,11,2,2
47058,2022,12,1,1
47058,2023,3,2,2
47058,2023,4,2,2
47058,2023,5,3,3
47058,2023,6,2,2
47058,2023,7,4,4
47058,2023,10,1,1
47058,2023,11,2,2
47058,2023,12,1,1
47058,2024,1,1,1
47058,2024,2,2,2
47058,2024,3,1,1
47058,2024,4,2,2
47058,2024,5,5,5
47058,2024,6,4,4
47058,2024,7,3,3
47058,2024,8,1,1
47058,2024,9,8,8
47058,2024,10,2,2
47058,2024,11,2,2
47058,2024,12,1,1
47161,2021,5,1,1
47161,2022,9,1,1
47161,2022,10,1,1
47161,2022,11,1,1
47170,2021,4,1,1
47170,2021,7,1,1
47170,2022,5,2,2
47170,2022,7,3,3
47170,2022,8,3,3
47170,2022,10,1,1
47170,2022,12,1,1
47170,2023,1,2,2
47170,2023,2,1,1
47170,2023,4,1,1
47170,2023,6,1,1
47170,2024,3,2,2
47170,2024,4,2,2
47170,2024,5,3,3
47170,2024,6,1,1
47170,2024,8,1,1
47170,2024,9,2,2
47170,2024,10,2,2
47170,2024,12,1,1
47189,2021,1,5,5
47189,2021,2,4,4
47189,2021,3,6,6
47189,2021,4,6,6
47189,2021,5,8,8
47189,2021,6,6,6
47189,2021,7,7,7
47189,2021,8,8,8
47189,2021,9,5,5
47189,2021,10,5,5
47189,2021,11,5,5
47189,2021,12,2,2
47189,2022,1,3,3
47189,2022,2,9,9
47189,2022,3,12,12
47189,2022,4,11,11
47189,2022,5,12,12
47189,2022,6,8,8
47189,2022,7,10,10
47189,2022,8,4,4
47189,2022,9,5,5
47189,2022,10,4,4
47189,2022,11,3,3
47189,2022,12,8,8
47189,2023,1,6,6
47189,2023,2,4,4
47189,2023,3,9,9
47189,2023,4,8,8
47189,2023,5,11,11
47189,2023,6,5,5
47189,2023,7,12,12
47189,2023,8,9,9
47189,2023,9,6,6
47189,2023,10,6,6
47189,2023,11,6,6
47189,2023,12,7,7
47189,2024,1,4,4
47189,2024,2,9,9
47189,2024,3,6,6
47189,2024,4,9,9
47189,2024,5,10,10
47189,2024,6,8,8
47189,2024,7,14,14
47189,2024,8,9,9
47189,2024,9,6,6
47189,2024,10,4,4
47189,2024,11,5,5
47189,2024,12,1,1
47205,2021,9,1,1
47205,2022,7,1,1
47205,2023,1,1,1
47245,2021,1,2,2
47245,2021,2,1,1
47245,2021,3,1,1
47245,2021,6,1,1
47245,2021,7,2,2
47245,2021,8,1,1
47245,2021,9,3,3
47245,2021,10,2,2
47245,2021,11,2,2
47245,2021,12,2,2
47245,2022,1,4,4
47245,2022,3,3,3
47245,2022,4,1,1
47245,2022,5,2,2
47245,2022,6,1,1
47245,2022,7,1,1
47245,2022,9,1,1
47245,2022,10,1,1
47245,2022,12,2,2
47245,2023,1,3,3
47245,2023,2,2,2
47245,2023,3,1,1
47245,2023,4,1,1
47245,2023,5,3,3
47245,2023,6,1,1
47245,2023,8,3,3
47245,2023,9,3,3
47245,2023,10,1,1
47245,2023,11,2,2
47245,2023,12,3,3
47245,2024,1,2,2
47245,2024,2,3,3
47245,2024,3,2,2
47245,2024,4,2,2
47245,2024,5,3,3
47245,2024,6,3,3
47245,2024,7,2,2
47245,2024,8,1,1
47245,2024,9,1,1
47245,2024,11,4,4
47245,2024,12,4,4
47258,2021,1,2,2
47258,2021,2,1,1
47258,2021,3,3,3
47258,2021,5,1,1
47258,2021,7,2,2
47258,2021,9,3,3
47258,2021,11,1,1
47258,2022,1,1,1
47258,2022,3,1,1
47258,2022,6,1,1
47258,2022,7,2,2
47258,2022,9,2,2
47258,2022,10,1,1
47258,2022,11,1,1
47258,2022,12,1,1
47258,2023,3,2,2
47258,2023,4,2,2
47258,2023,5,1,1
47258,2023,6,2,2
47258,2023,7,1,1
47258,2023,8,2,2
47258,2024,5,2,2
47258,2024,9,1,1
47268,2021,1,2,2
47268,2021,2,1,1
47268,2021,6,1,1
47268,2021,8,3,3
47268,2021,9,2,2
47268,2021,11,1,1
47268,2021,12,1,1
47268,2022,2,1,1
47268,2022,4,3,3
47268,2022,5,1,1
47268,2022,6,2,2
47268,2022,7,1,1
47268,2022,8,1,1
47268,2022,10,3,3
47268,2022,11,3,3
47268,2022,12,2,2
47268,2023,1,1,1
47268,2023,2,2,2
47268,2023,3,1,1
47268,2023,4,4,4
47268,2023,5,2,2
47268,2023,6,1,1
47268,2023,10,1,1
47268,2023,12,1,1
47268,2024,1,2,2
47268,2024,3,1,1
47268,2024,4,1,1
47268,2024,8,1,1
47268,2024,9,1,1
47268,2024,10,1,1
47288,2021,1,3,3
47288,2021,2,1,1
47288,2021,3,3,3
47288,2021,4,2,2
47288,2021,5,1,1
47288,2021,6,4,4
47288,2021,8,4,4
47288,2021,9,1,1
47288,2021,10,1,1
47288,2021,11,2,2
47288,2021,12,2,2
47288,2022,1,1,1
47288,2022,3,7,7
47288,2022,4,5,5
47288,2022,5,4,4
47288,2022,7,3,3
47288,2022,8,6,6
47288,2022,9,2,2
47288,2022,10,2,2
47288,2022,11,1,1
47288,2022,12,1,1
47288,2023,1,1,1
47288,2023,3,4,4
47288,2023,4,6,6
47288,2023,5,4,4
47288,2023,6,2,2
47288,2023,7,5,5
47288,2023,8,1,1
47288,2023,9,1,1
47288,2023,10,3,3
47288,2023,12,1,1
47288,2024,1,1,1
47288,2024,2,2,2
47288,2024,3,1,1
47288,2024,4,1,1
47288,2024,5,2,2
47288,2024,6,4,4
47288,2024,7,2,2
47288,2024,8,3,3
47288,2024,9,5,5
47288,2024,10,5,5
47288,2024,11,1,1
47288,2024,12,2,2
47318,2021,1,1,1
47318,2021,6,1,1
47318,2021,7,1,1
47318,2021,12,2,2
47318,2022,2,2,2
47318,2022,5,2,2
47318,2022,6,1,1
47318,2022,7,1,1
47318,2022,8,1,1
47318,2022,9,3,3
47318,2022,10,1,1
47318,2022,11,1,1
47318,2022,12,1,1
47318,2023,2,1,1
47318,2023,5,1,1
47318,2023,6,1,1
47318,2023,7,2,2
47318,2023,10,2,2
47318,2023,11,1,1
47318,2024,2,2,2
47318,2024,3,1,1
47318,2024,4,3,3
47318,2024,5,1,1
47318,2024,6,3,3
47318,2024,10,1,1
47318,2024,11,1,1
47460,2021,1,2,2
47460,2021,2,1,1
47460,2021,3,2,2
47460,2021,4,2,2
47460,2021,8,1,1
47460,2021,9,1,1
47460,2021,11,3,3
47460,2022,7,1,1
47460,2022,10,1,1
47460,2022,11,2,2
47460,2022,12,1,1
47460,2023,1,1,1
47460,2023,5,3,3
47460,2023,7,1,1
47460,2023,8,1,1
47460,2023,12,1,1
47460,2024,2,2,2
47460,2024,3,1,1
47460,2024,6,1,1
47460,2024,7,1,1
47460,2024,8,1,1
47460,2024,9,1,1
47460,2024,10,1,1
47460,2024,11,2,2
47541,2021,5,1,1
47541,2021,11,1,1
47541,2024,10,1,1
47541,2024,11,1,1
47545,2022,7,1,1
47545,2022,8,1,1
47545,2022,9,1,1
47545,2022,12,1,1
47545,2023,1,1,1
47545,2023,3,1,1
47545,2024,2,1,1
47545,2024,4,1,1
47551,2021,1,2,2
47551,2021,5,1,1
47551,2021,8,1,1
47551,2021,9,2,2
47551,2021,10,1,1
47551,2021,11,1,1
47551,2021,12,1,1
47551,2022,1,2,2
47551,2022,4,1,1
47551,2022,6,1,1
47551,2022,9,4,4
47551,2022,10,1,1
47551,2022,11,2,2
47551,2023,1,3,3
47551,2023,2,3,3
47551,2023,4,1,1
47551,2023,5,1,1
47551,2023,7,1,1
47551,2023,8,1,1
47551,2023,9,4,4
47551,2023,10,2,2
47551,2023,11,2,2
47551,2023,12,1,1
47551,2024,1,2,2
47551,2024,3,3,3
47551,2024,4,1,1
47551,2024,5,4,4
47551,2024,6,3,3
47551,2024,7,1,1
47551,2024,8,1,1
47551,2024,9,6,6
47551,2024,11,2,2
47551,2024,12,2,2
47555,2021,1,1,1
47555,2021,2,1,1
47555,2021,3,3,3
47555,2021,5,1,1
47555,2021,8,1,1
47555,2021,9,2,2
47555,2021,10,1,1
47555,2021,11,2,2
47555,2021,12,1,1
47555,2022,1,2,2
47555,2022,3,3,3
47555,2022,4,2,2
47555,2022,5,1,1
47555,2022,6,2,2
47555,2022,8,3,3
47555,2022,10,2,2
47555,2022,12,1,1
47555,2023,1,3,3
47555,2023,2,1,1
47555,2023,3,2,2
47555,2023,4,1,1
47555,2023,5,4,4
47555,2023,7,1,1
47555,2023,8,1,1
47555,2023,10,2,2
47555,2023,11,1,1
47555,2024,1,1,1
47555,2024,2,2,2
47555,2024,3,7,7
47555,2024,4,2,2
47555,2024,5,7,7
47555,2024,6,6,6
47555,2024,9,5,5
47555,2024,10,1,1
47555,2024,11,1,1
47555,2024,12,2,2
47570,2021,1,2,2
47570,2021,2,1,1
47570,2021,4,1,1
47570,2021,5,3,3
47570,2021,8,2,2
47570,2021,10,1,1
47570,2021,11,2,2
47570,2021,12,2,2
47570,2022,1,1,1
47570,2022,2,1,1
47570,2022,3,2,2
47570,2022,5,2,2
47570,2022,7,1,1
47570,2022,8,2,2
47570,2022,12,2,2
47570,2023,1,1,1
47570,2023,2,1,1
47570,2023,3,2,2
47570,2023,5,4,4
47570,2023,6,2,2
47570,2023,7,3,3
47570,2023,8,2,2
47570,2023,9,1,1
47570,2023,10,1,1
47570,2023,11,3,3
47570,2023,12,3,3
47570,2024,1,2,2
47570,2024,2,2,2
47570,2024,3,1,1
47570,2024,5,2,2
47570,2024,7,1,1
47570,2024,8,1,1
47570,2024,9,1,1
47570,2024,10,1,1
47570,2024,11,5,5
47605,2021,7,1,1
47605,2021,10,1,1
47605,2022,1,1,1
47605,2022,11,2,2
47605,2024,5,1,1
47660,2021,3,2,2
47660,2021,8,1,1
47660,2021,9,1,1
47660,2022,2,1,1
47660,2022,4,2,2
47660,2022,5,1,1
47660,2022,7,1,1
47660,2022,8,1,1
47660,2022,10,1,1
47660,2022,12,1,1
47660,2023,2,1,1
47660,2023,4,3,3
47660,2023,5,1,1
47660,2023,7,1,1
47660,2023,8,2,2
47660,2024,2,1,1
47660,2024,11,1,1
47660,2024,12,2,2
47675,2021,10,1,1
47675,2022,3,1,1
47675,2022,5,1,1
47675,2022,7,1,1
47675,2022,8,2,2
47675,2022,9,1,1
47675,2022,10,2,2
47675,2022,11,1,1
47675,2023,3,1,1
47675,2023,6,2,2
47675,2024,3,2,2
47675,2024,5,1,1
47675,2024,9,1,1
47692,2021,1,2,2
47692,2021,2,1,1
47692,2021,3,1,1
47692,2021,6,1,1
47692,2021,8,1,1
47692,2021,12,1,1
47692,2022,1,1,1
47692,2022,10,1,1
47692,2023,1,2,2
47692,2023,2,1,1
47692,2023,3,1,1
47692,2023,5,1,1
47692,2023,6,1,1
47692,2023,7,1,1
47692,2023,10,1,1
47692,2023,11,3,3
47692,2024,2,1,1
47692,2024,4,2,2
47692,2024,8,1,1
47692,2024,9,2,2
47692,2024,10,2,2
47703,2021,3,1,1
47703,2021,7,1,1
47703,2021,8,1,1
47703,2022,2,1,1
47703,2022,8,1,1
47703,2023,1,1,1
47703,2023,3,1,1
47703,2023,5,2,2
47703,2023,11,1,1
47703,2023,12,1,1
47703,2024,5,1,1
47703,2024,6,2,2
47703,2024,7,1,1
47703,2024,8,1,1
47703,2024,12,1,1
47707,2021,3,1,1
47707,2021,5,3,3
47707,2021,7,1,1
47707,2021,8,1,1
47707,2021,9,1,1
47707,2021,12,4,4
47707,2022,2,1,1
47707,2022,3,3,3
47707,2022,6,1,1
47707,2022,7,2,2
47707,2022,11,3,3
47707,2023,3,1,1
47707,2023,4,6,6
47707,2023,5,1,1
47707,2023,6,4,4
47707,2023,7,1,1
47707,2023,8,1,1
47707,2023,9,1,1
47707,2023,10,2,2
47707,2023,12,2,2
47707,2024,2,3,3
47707,2024,5,1,1
47707,2024,6,2,2
47707,2024,7,1,1
47707,2024,8,3,3
47707,2024,9,3,3
47707,2024,11,1,1
47707,2024,12,1,1
47720,2021,1,1,1
47720,2021,5,1,1
47720,2021,7,2,2
47720,2021,10,1,1
47720,2021,12,1,1
47720,2022,1,1,1
47720,2022,5,1,1
47720,2022,6,1,1
47720,2022,7,2,2
47720,2022,9,1,1
47720,2022,10,1,1
47720,2022,11,1,1
47720,2023,3,3,3
47720,2023,6,1,1
47720,2023,8,1,1
47720,2023,9,1,1
47720,2023,10,1,1
47720,2023,12,1,1
47720,2024,1,1,1
47720,2024,5,2,2
47720,2024,6,1,1
47720,2024,10,1,1
47720,2024,12,2,2
47745,2021,3,3,3
47745,2021,4,1,1
47745,2021,5,1,1
47745,2021,6,2,2
47745,2021,7,3,3
47745,2021,8,1,1
47745,2021,10,1,1
47745,2021,11,1,1
47745,2021,12,1,1
47745,2022,1,1,1
47745,2022,5,2,2
47745,2022,6,2,2
47745,2022,7,1,1
47745,2022,10,1,1
47745,2022,11,1,1
47745,2023,1,2,2
47745,2023,2,1,1
47745,2023,5,1,1
47745,2023,7,1,1
47745,2023,9,2,2
47745,2023,10,3,3
47745,2023,12,1,1
47745,2024,3,1,1
47745,2024,5,1,1
47745,2024,6,1,1
47745,2024,7,1,1
47745,2024,8,2,2
47745,2024,9,2,2
47745,2024,10,1,1
47798,2021,5,1,1
47798,2021,8,2,2
47798,2022,2,1,1
47798,2022,3,2,2
47798,2023,5,1,1
47798,2023,6,1,1
47798,2023,7,1,1
47798,2023,9,3,3
47798,2024,2,2,2
47798,2024,3,1,1
47798,2024,5,2,2
47798,2024,12,2,2
47960,2021,3,1,1
47960,2021,8,1,1
47960,2022,4,1,1
47960,2022,5,1,1
47960,2022,12,1,1
47960,2023,1,1,1
47960,2023,7,1,1
47960,2023,10,1,1
47980,2021,1,2,2
47980,2021,2,6,6
47980,2021,3,3,3
47980,2021,4,3,3
47980,2021,5,2,2
47980,2021,6,2,2
47980,2021,7,5,5
47980,2021,8,4,4
47980,2021,10,3,3
47980,2021,11,3,3
47980,2021,12,2,2
47980,2022,1,1,1
47980,2022,2,4,4
47980,2022,3,3,3
47980,2022,4,1,1
47980,2022,5,4,4
47980,2022,6,1,1
47980,2022,7,4,4
47980,2022,8,3,3
47980,2022,9,2,2
47980,2022,10,2,2
47980,2022,11,1,1
47980,2022,12,4,4
47980,2023,1,6,6
47980,2023,2,2,2
47980,2023,3,1,1
47980,2023,4,6,6
47980,2023,5,5,5
47980,2023,6,5,5
47980,2023,7,3,3
47980,2023,8,2,2
47980,2023,9,1,1
47980,2023,10,1,1
47980,2023,11,5,5
47980,2023,12,2,2
47980,2024,1,5,5
47980,2024,2,2,2
47980,2024,3,1,1
47980,2024,4,3,3
47980,2024,5,2,2
47980,2024,6,4,4
47980,2024,7,2,2
47980,2024,8,4,4
47980,2024,9,4,4
47980,2024,10,2,2
47980,2024,11,3,3
47980,2024,12,2,2
50001,2021,1,24,24
50001,2021,2,29,29
50001,2021,3,24,24
50001,2021,4,30,30
50001,2021,5,24,24
50001,2021,6,24,24
50001,2021,7,26,26
50001,2021,8,37,37
50001,2021,9,37,37
50001,2021,10,34,34
50001,2021,11,28,28
50001,2021,12,25,25
50001,2022,1,29,29
50001,2022,2,33,33
50001,2022,3,23,23
50001,2022,4,23,23
50001,2022,5,23,23
50001,2022,6,39,39
50001,2022,7,37,37
50001,2022,8,31,31
50001,2022,9,44,44
50001,2022,10,40,40
50001,2022,11,47,47
50001,2022,12,29,29
50001,2023,1,24,24
50001,2023,2,25,25
50001,2023,3,48,48
50001,2023,4,29,29
50001,2023,5,35,35
50001,2023,6,29,29
50001,2023,7,46,46
50001,2023,8,38,38
50001,2023,9,38,38
50001,2023,10,26,26
50001,2023,11,33,33
50001,2023,12,33,33
50001,2024,1,24,24
50001,2024,2,29,29
50001,2024,3,27,27
50001,2024,4,37,37
50001,2024,5,38,38
50001,2024,6,23,23
50001,2024,7,42,42
50001,2024,8,40,40
50001,2024,9,41,41
50001,2024,10,31,31
50001,2024,11,29,29
50001,2024,12,34,34
50006,2021,1,1,1
50006,2021,2,5,5
50006,2021,3,4,4
50006,2021,4,8,8
50006,2021,5,9,9
50006,2021,6,7,7
50006,2021,7,7,7
50006,2021,8,10,10
50006,2021,9,11,11
50006,2021,10,8,8
50006,2021,11,7,7
50006,2021,12,6,6
50006,2022,1,5,5
50006,2022,2,5,5
50006,2022,3,4,4
50006,2022,4,8,8
50006,2022,5,8,8
50006,2022,6,6,6
50006,2022,7,10,10
50006,2022,8,4,4
50006,2022,9,8,8
50006,2022,10,12,12
50006,2022,11,6,6
50006,2022,12,8,8
50006,2023,1,5,5
50006,2023,2,8,8
50006,2023,3,6,6
50006,2023,4,13,13
50006,2023,5,10,10
50006,2023,6,5,5
50006,2023,7,8,8
50006,2023,8,3,3
50006,2023,9,7,7
50006,2023,10,5,5
50006,2023,11,8,8
50006,2023,12,2,2
50006,2024,1,6,6
50006,2024,2,4,4
50006,2024,3,9,9
50006,2024,4,8,8
50006,2024,5,5,5
50006,2024,6,6,6
50006,2024,7,10,10
50006,2024,8,6,6
50006,2024,9,4,4
50006,2024,10,2,2
50006,2024,11,7,7
50006,2024,12,6,6
50110,2021,1,2,2
50110,2021,2,2,2
50110,2021,9,1,1
50110,2022,1,1,1
50110,2022,2,1,1
50110,2022,4,1,1
50110,2022,12,1,1
50110,2023,2,1,1
50110,2023,3,2,2
50110,2023,11,1,1
50110,2023,12,1,1
50110,2024,2,1,1
50110,2024,8,1,1
50110,2024,9,1,1
50124,2021,2,1,1
50124,2021,3,1,1
50124,2021,4,3,3
50124,2021,9,1,1
50124,2021,10,1,1
50124,2021,11,3,3
50124,2022,5,1,1
50124,2022,6,1,1
50124,2022,7,1,1
50124,2022,9,1,1
50124,2022,10,1,1
50124,2022,12,1,1
50124,2023,2,1,1
50124,2023,3,1,1
50124,2023,9,1,1
50124,2023,10,3,3
50124,2023,11,1,1
50124,2024,2,2,2
50124,2024,3,1,1
50124,2024,6,1,1
50124,2024,11,1,1
50150,2021,1,2,2
50150,2021,2,2,2
50150,2021,6,2,2
50150,2021,7,2,2
50150,2021,8,2,2
50150,2021,9,1,1
50150,2021,10,2,2
50150,2022,1,1,1
50150,2022,9,1,1
50150,2022,10,6,6
50150,2022,11,2,2
50150,2022,12,1,1
50150,2023,4,1,1
50150,2023,5,1,1
50150,2023,6,1,1
50150,2023,7,1,1
50150,2023,8,2,2
50150,2023,9,2,2
50150,2023,11,2,2
50150,2023,12,1,1
50150,2024,1,2,2
50150,2024,3,2,2
50150,2024,4,1,1
50150,2024,6,1,1
50150,2024,8,2,2
50223,2021,4,1,1
50223,2021,6,1,1
50223,2021,9,1,1
50223,2022,4,1,1
50223,2022,7,1,1
50223,2022,9,1,1
50223,2022,11,1,1
50223,2022,12,1,1
50223,2023,1,1,1
50223,2023,2,1,1
50223,2023,3,1,1
50223,2023,7,1,1
50223,2023,8,1,1
50223,2023,10,1,1
50223,2024,1,1,1
50223,2024,4,2,2
50223,2024,7,1,1
50223,2024,9,2,2
50223,2024,11,1,1
50223,2024,12,2,2
50226,2021,2,1,1
50226,2021,3,1,1
50226,2021,7,2,2
50226,2021,9,3,3
50226,2021,10,2,2
50226,2021,11,1,1
50226,2022,4,3,3
50226,2022,5,3,3
50226,2022,6,1,1
50226,2022,7,2,2
50226,2022,8,1,1
50226,2022,9,2,2
50226,2022,11,2,2
50226,2022,12,1,1
50226,2023,1,1,1
50226,2023,3,1,1
50226,2023,4,3,3
50226,2023,5,2,2
50226,2023,6,1,1
50226,2023,7,2,2
50226,2023,8,1,1
50226,2023,11,1,1
50226,2024,1,1,1
50226,2024,2,1,1
50226,2024,3,1,1
50226,2024,6,1,1
50226,2024,7,5,5
50226,2024,9,3,3
50226,2024,10,1,1
50226,2024,11,1,1
50226,2024,12,1,1
50251,2021,5,1,1
50251,2022,2,1,1
50251,2022,3,3,3
50251,2022,4,1,1
50251,2022,8,1,1
50251,2022,9,2,2
50251,2022,11,1,1
50251,2022,12,2,2
50251,2023,2,1,1
50251,2023,3,1,1
50251,2023,4,2,2
50251,2023,5,1,1
50251,2023,6,1,1
50251,2023,7,3,3
50251,2023,8,1,1
50251,2023,9,1,1
50251,2024,2,1,1
50251,2024,4,1,1
50251,2024,11,1,1
50270,2021,3,1,1
50270,2021,8,2,2
50270,2022,7,1,1
50270,2024,2,1,1
50287,2021,1,1,1
50287,2021,6,1,1
50287,2021,11,1,1
50287,2022,6,1,1
50287,2022,9,1,1
50287,2022,10,1,1
50287,2023,1,1,1
50287,2023,4,1,1
50287,2023,7,1,1
50287,2023,8,1,1
50287,2023,10,1,1
50287,2023,11,1,1
50287,2024,3,1,1
50287,2024,5,1,1
50287,2024,10,1,1
50287,2024,12,1,1
50313,2021,1,2,2
50313,2021,2,3,3
50313,2021,3,3,3
50313,2021,4,4,4
50313,2021,5,4,4
50313,2021,6,5,5
50313,2021,7,7,7
50313,2021,8,3,3
50313,2021,9,6,6
50313,2021,10,2,2
50313,2021,11,8,8
50313,2021,12,7,7
50313,2022,1,4,4
50313,2022,2,3,3
50313,2022,3,5,5
50313,2022,4,3,3
50313,2022,5,4,4
50313,2022,7,8,8
50313,2022,8,7,7
50313,2022,9,7,7
50313,2022,10,9,9
50313,2022,11,9,9
50313,2022,12,2,2
50313,2023,2,4,4
50313,2023,3,3,3
50313,2023,4,4,4
50313,2023,5,3,3
50313,2023,6,11,11
50313,2023,7,2,2
50313,2023,8,2,2
50313,2023,9,5,5
50313,2023,10,7,7
50313,2023,11,2,2
50313,2023,12,8,8
50313,2024,1,5,5
50313,2024,2,5,5
50313,2024,3,9,9
50313,2024,4,7,7
50313,2024,5,8,8
50313,2024,6,3,3
50313,2024,7,5,5
50313,2024,8,5,5
50313,2024,9,4,4
50313,2024,10,4,4
50313,2024,11,4,4
50313,2024,12,6,6
50318,2021,2,1,1
50318,2021,4,1,1
50318,2021,5,1,1
50318,2021,9,3,3
50318,2021,10,2,2
50318,2021,11,2,2
50318,2021,12,2,2
50318,2022,1,1,1
50318,2022,2,1,1
50318,2022,3,1,1
50318,2022,4,1,1
50318,2022,5,1,1
50318,2022,7,1,1
50318,2022,8,2,2
50318,2022,9,3,3
50318,2022,11,2,2
50318,2023,1,3,3
50318,2023,2,1,1
50318,2023,3,2,2
50318,2023,5,2,2
50318,2023,6,1,1
50318,2023,7,1,1
50318,2023,11,1,1
50318,2023,12,2,2
50318,2024,1,1,1
50318,2024,2,1,1
50318,2024,3,1,1
50318,2024,4,2,2
50318,2024,5,1,1
50318,2024,6,1,1
50318,2024,7,3,3
50318,2024,8,1,1
50318,2024,9,1,1
50318,2024,10,1,1
50318,2024,12,1,1
50325,2021,3,2,2
50325,2021,7,1,1
50325,2021,10,1,1
50325,2021,12,1,1
50325,2022,5,1,1
50325,2022,8,1,1
50325,2023,2,1,1
50325,2023,3,1,1
50325,2023,4,1,1
50325,2023,6,1,1
50325,2023,9,1,1
50325,2023,10,2,2
50325,2023,11,1,1
50325,2024,3,1,1
50325,2024,6,1,1
50325,2024,9,1,1
50325,2024,11,2,2
50330,2021,3,1,1
50330,2021,4,1,1
50330,2021,5,1,1
50330,2021,6,1,1
50330,2021,8,1,1
50330,2021,12,2,2
50330,2022,2,3,3
50330,2022,4,3,3
50330,2022,7,2,2
50330,2022,8,2,2
50330,2022,9,1,1
50330,2022,10,1,1
50330,2022,12,1,1
50330,2023,4,1,1
50330,2023,6,2,2
50330,2024,1,1,1
50330,2024,2,1,1
50330,2024,7,1,1
50330,2024,8,2,2
50350,2021,1,1,1
50350,2021,2,1,1
50350,2021,7,1,1
50350,2021,8,1,1
50350,2021,9,1,1
50350,2021,12,2,2
50350,2022,1,1,1
50350,2022,3,1,1
50350,2022,4,2,2
50350,2022,5,2,2
50350,2022,8,2,2
50350,2022,9,1,1
50350,2023,3,2,2
50350,2023,6,1,1
50350,2023,10,1,1
50350,2023,11,1,1
50350,2024,3,1,1
50350,2024,5,1,1
50350,2024,7,1,1
50370,2021,4,2,2
50370,2021,8,1,1
50370,2021,10,3,3
50370,2021,11,2,2
50370,2021,12,2,2
50370,2022,1,3,3
50370,2022,2,1,1
50370,2022,3,1,1
50370,2022,5,1,1
50370,2022,6,3,3
50370,2022,8,2,2
50370,2022,9,1,1
50370,2022,12,1,1
50370,2023,2,1,1
50370,2023,5,1,1
50370,2023,11,2,2
50370,2024,7,1,1
50370,2024,8,1,1
50370,2024,10,2,2
50370,2024,12,3,3
50400,2021,1,3,3
50400,2021,2,1,1
50400,2021,3,1,1
50400,2021,5,2,2
50400,2021,6,2,2
50400,2021,7,1,1
50400,2021,9,1,1
50400,2021,12,1,1
50400,2022,2,1,1
50400,2022,3,1,1
50400,2022,8,4,4
50400,2022,10,2,2
50400,2023,3,1,1
50400,2023,5,1,1
50400,2023,7,1,1
50400,2023,9,1,1
50400,2024,5,1,1
50400,2024,7,1,1
50400,2024,8,1,1
50400,2024,10,2,2
50400,2024,11,1,1
50450,2021,3,2,2
50450,2021,4,4,4
50450,2021,7,1,1
50450,2021,10,2,2
50450,2022,3,3,3
50450,2022,4,2,2
50450,2022,5,2,2
50450,2022,7,1,1
50450,2022,9,1,1
50450,2023,1,3,3
50450,2023,3,2,2
50450,2023,7,1,1
50450,2023,10,1,1
50450,2023,11,1,1
50450,2024,2,1,1
50450,2024,3,1,1
50450,2024,5,2,2
50450,2024,11,1,1
50568,2021,2,1,1
50568,2021,7,1,1
50568,2021,9,5,5
50568,2021,10,7,7
50568,2021,11,5,5
50568,2021,12,1,1
50568,2022,1,2,2
50568,2022,3,3,3
50568,2022,5,3,3
50568,2022,7,1,1
50568,2022,8,2,2
50568,2022,9,3,3
50568,2022,10,4,4
50568,2022,11,4,4
50568,2022,12,1,1
50568,2023,1,3,3
50568,2023,2,2,2
50568,2023,3,3,3
50568,2023,4,7,7
50568,2023,5,2,2
50568,2023,6,1,1
50568,2023,7,5,5
50568,2023,9,1,1
50568,2023,10,1,1
50568,2023,11,5,5
50568,2023,12,4,4
50568,2024,2,1,1
50568,2024,3,3,3
50568,2024,4,2,2
50568,2024,5,2,2
50568,2024,6,2,2
50568,2024,7,2,2
50568,2024,8,3,3
50568,2024,9,6,6
50568,2024,10,2,2
50568,2024,11,3,3
50573,2021,1,2,2
50573,2021,2,2,2
50573,2021,3,2,2
50573,2021,4,2,2
50573,2021,5,3,3
50573,2021,6,1,1
50573,2021,7,2,2
50573,2021,8,2,2
50573,2021,10,2,2
50573,2021,11,2,2
50573,2021,12,4,4
50573,2022,1,2,2
50573,2022,2,4,4
50573,2022,3,6,6
50573,2022,4,1,1
50573,2022,5,1,1
50573,2022,6,2,2
50573,2022,7,3,3
50573,2022,8,2,2
50573,2022,9,2,2
50573,2022,10,3,3
50573,2022,11,7,7
50573,2022,12,3,3
50573,2023,2,1,1
50573,2023,3,1,1
50573,2023,4,2,2
50573,2023,5,4,4
50573,2023,6,4,4
50573,2023,7,4,4
50573,2023,10,1,1
50573,2023,12,2,2
50573,2024,2,2,2
50573,2024,3,4,4
50573,2024,4,5,5
50573,2024,5,5,5
50573,2024,6,2,2
50573,2024,7,3,3
50573,2024,8,6,6
50573,2024,9,6,6
50573,2024,10,5,5
50573,2024,11,4,4
50573,2024,12,3,3
50577,2021,1,1,1
50577,2021,2,1,1
50577,2022,1,1,1
50577,2022,6,1,1
