cod_mpio,year,month,sivigila_intento_suicidio,sivigila_intento_suicidio_confirmados
13688,2024,7,2,2
13688,2024,9,8,8
13688,2024,10,2,2
13744,2021,8,2,2
13744,2022,5,1,1
13744,2022,10,2,2
13744,2023,1,1,1
13744,2023,3,1,1
13744,2023,9,1,1
13744,2024,3,2,2
13744,2024,6,1,1
13744,2024,7,2,2
13744,2024,8,1,1
13744,2024,9,1,1
13760,2021,2,1,1
13760,2021,11,1,1
13760,2023,4,1,1
13760,2023,5,1,1
13760,2023,7,2,2
13760,2023,9,2,2
13760,2023,11,3,3
13760,2023,12,1,1
13760,2024,4,1,1
13760,2024,6,2,2
13760,2024,7,1,1
13760,2024,8,3,3
13780,2021,2,1,1
13780,2021,7,2,2
13780,2022,6,1,1
13780,2023,1,1,1
13780,2023,3,1,1
13780,2023,8,1,1
13780,2023,10,2,2
13780,2023,11,1,1
13780,2024,2,1,1
13780,2024,4,1,1
13780,2024,6,1,1
13780,2024,7,1,1
13780,2024,10,1,1
13810,2021,4,1,1
13810,2021,9,2,2
13810,2021,10,1,1
13810,2021,11,1,1
13810,2022,4,1,1
13810,2022,5,1,1
13810,2022,6,1,1
13810,2023,1,2,2
13810,2023,3,1,1
13810,2023,5,1,1
13810,2023,8,1,1
13810,2023,9,1,1
13810,2024,2,1,1
13810,2024,3,1,1
13810,2024,5,1,1
13810,2024,8,1,1
13810,2024,9,2,2
13810,2024,10,1,1
13810,2024,11,1,1
13810,2024,12,1,1
13836,2021,1,1,1
13836,2021,2,6,6
13836,2021,3,2,2
13836,2021,4,4,4
13836,2021,5,5,5
13836,2021,6,5,5
13836,2021,7,4,4
13836,2021,8,5,5
13836,2021,9,4,4
13836,2021,10,5,5
13836,2021,11,9,9
13836,2021,12,5,5
13836,2022,1,2,2
13836,2022,2,5,5
13836,2022,3,6,6
13836,2022,4,7,7
13836,2022,5,3,3
13836,2022,6,6,6
13836,2022,7,8,8
13836,2022,8,5,5
13836,2022,9,8,8
13836,2022,10,3,3
13836,2022,11,7,7
13836,2022,12,4,4
13836,2023,1,6,6
13836,2023,2,5,5
13836,2023,3,8,8
13836,2023,4,9,9
13836,2023,5,6,6
13836,2023,6,8,8
13836,2023,7,7,7
13836,2023,8,7,7
13836,2023,9,3,3
13836,2023,10,7,7
13836,2023,11,5,5
13836,2023,12,4,4
13836,2024,1,4,4
13836,2024,2,11,11
13836,2024,3,11,11
13836,2024,4,13,13
13836,2024,5,10,10
13836,2024,6,7,7
13836,2024,7,6,6
13836,2024,8,7,7
13836,2024,9,10,10
13836,2024,10,3,3
13836,2024,11,6,6
13836,2024,12,5,5
13838,2022,6,1,1
13838,2022,7,1,1
13838,2022,9,3,3
13838,2022,10,1,1
13838,2023,5,2,2
13838,2023,8,3,3
13838,2023,11,1,1
13838,2024,3,1,1
13838,2024,4,1,1
13838,2024,8,1,1
13838,2024,10,1,1
13873,2021,1,3,3
13873,2021,2,1,1
13873,2021,4,2,2
13873,2021,5,1,1
13873,2021,9,2,2
13873,2022,1,1,1
13873,2022,2,1,1
13873,2022,3,3,3
13873,2022,5,3,3
13873,2022,6,3,3
13873,2022,8,2,2
13873,2022,9,2,2
13873,2023,1,1,1
13873,2023,2,2,2
13873,2023,4,1,1
13873,2023,5,1,1
13873,2023,6,1,1
13873,2023,7,1,1
13873,2023,9,2,2
13873,2023,10,3,3
13873,2024,4,2,2
13873,2024,5,1,1
13873,2024,7,1,1
13873,2024,8,4,4
13873,2024,9,3,3
13873,2024,10,2,2
13873,2024,11,1,1
13894,2021,2,1,1
13894,2021,6,1,1
13894,2021,8,1,1
13894,2021,9,1,1
13894,2021,10,1,1
13894,2021,12,1,1
13894,2022,1,3,3
13894,2022,3,2,2
13894,2022,4,1,1
13894,2022,5,1,1
13894,2022,10,1,1
13894,2023,4,1,1
13894,2023,5,1,1
13894,2023,12,1,1
13894,2024,1,1,1
13894,2024,4,1,1
13894,2024,8,1,1
13894,2024,10,1,1
15001,2021,1,6,6
15001,2021,2,10,10
15001,2021,3,13,13
15001,2021,4,21,21
15001,2021,5,10,10
15001,2021,6,11,11
15001,2021,7,10,10
15001,2021,8,7,7
15001,2021,9,13,13
15001,2021,10,22,22
15001,2021,11,13,13
15001,2021,12,24,24
15001,2022,1,7,7
15001,2022,2,13,13
15001,2022,3,22,22
15001,2022,4,19,19
15001,2022,5,21,21
15001,2022,6,13,13
15001,2022,7,14,14
15001,2022,8,33,33
15001,2022,9,32,32
15001,2022,10,31,31
15001,2022,11,33,33
15001,2022,12,20,20
15001,2023,1,27,27
15001,2023,2,14,14
15001,2023,3,44,44
15001,2023,4,29,29
15001,2023,5,38,38
15001,2023,6,29,29
15001,2023,7,23,23
15001,2023,8,34,34
15001,2023,9,43,43
15001,2023,10,34,34
15001,2023,11,36,36
15001,2023,12,23,23
15001,2024,1,28,28
15001,2024,2,35,35
15001,2024,3,21,21
15001,2024,4,31,31
15001,2024,5,26,26
15001,2024,6,26,26
15001,2024,7,28,28
15001,2024,8,31,31
15001,2024,9,24,24
15001,2024,10,38,38
15001,2024,11,30,30
15001,2024,12,21,21
15022,2022,6,1,1
15022,2022,8,1,1
15022,2022,10,1,1
15022,2023,4,1,1
15022,2024,11,1,1
15047,2021,1,1,1
15047,2021,2,1,1
15047,2021,3,1,1
15047,2021,5,1,1
15047,2022,1,1,1
15047,2022,2,1,1
15047,2022,4,2,2
15047,2022,6,2,2
15047,2022,12,1,1
15047,2023,3,1,1
15047,2023,5,3,3
15047,2023,7,3,3
15047,2023,10,2,2
15047,2024,1,2,2
15047,2024,2,1,1
15047,2024,4,3,3
15047,2024,5,1,1
15047,2024,6,1,1
15047,2024,7,2,2
15047,2024,8,1,1
15047,2024,10,3,3
15047,2024,11,1,1
15047,2024,12,2,2
15051,2021,8,1,1
15051,2021,9,1,1
15051,2022,8,1,1
15051,2022,10,1,1
15051,2022,12,2,2
15051,2023,2,1,1
15051,2023,3,1,1
15051,2023,4,2,2
15051,2023,6,1,1
15051,2023,7,1,1
15051,2023,8,1,1
15051,2023,9,3,3
15051,2023,11,1,1
15051,2024,3,1,1
15051,2024,5,3,3
15051,2024,7,1,1
15051,2024,8,1,1
15051,2024,9,2,2
15051,2024,11,1,1
15087,2021,2,1,1
15087,2021,4,1,1
15087,2021,5,1,1
15087,2021,6,1,1
15087,2021,8,1,1
15087,2021,9,3,3
15087,2021,11,1,1
15087,2022,8,1,1
15087,2022,10,1,1
15087,2023,4,1,1
15087,2023,6,1,1
15087,2023,8,3,3
15087,2023,9,3,3
15087,2023,10,2,2
15087,2023,12,3,3
15087,2024,3,1,1
15087,2024,5,1,1
15087,2024,6,1,1
15087,2024,8,1,1
15087,2024,9,1,1
15087,2024,10,1,1
15087,2024,11,1,1
15090,2023,1,1,1
15092,2022,11,1,1
15097,2021,10,1,1
15097,2022,4,2,2
15097,2022,5,1,1
15097,2022,7,1,1
15097,2022,8,1,1
15097,2022,9,1,1
15097,2022,11,1,1
15097,2023,5,1,1
15097,2023,9,1,1
15097,2023,11,1,1
15097,2024,3,1,1
15097,2024,5,1,1
15097,2024,8,1,1
15097,2024,11,1,1
15104,2021,2,1,1
15104,2021,3,1,1
15104,2021,4,1,1
15104,2021,5,1,1
15104,2021,8,1,1
15104,2022,5,3,3
15104,2022,9,2,2
15104,2023,1,1,1
15104,2023,5,1,1
15104,2024,1,1,1
15104,2024,5,1,1
15104,2024,8,1,1
15104,2024,9,1,1
15104,2024,10,3,3
15104,2024,12,1,1
15106,2023,3,1,1
15106,2024,10,1,1
15109,2021,4,1,1
15109,2021,9,1,1
15109,2022,6,2,2
15109,2023,3,3,3
15109,2023,4,1,1
15109,2023,6,1,1
15109,2023,12,1,1
15109,2024,2,1,1
15109,2024,4,1,1
15109,2024,6,1,1
15109,2024,7,1,1
15114,2021,11,1,1
15114,2023,10,1,1
15131,2022,9,1,1
15131,2023,1,1,1
15131,2023,3,1,1
15131,2023,12,1,1
15131,2024,3,1,1
15135,2021,11,1,1
15135,2021,12,2,2
15135,2022,2,1,1
15135,2022,3,1,1
15135,2022,9,1,1
15135,2022,10,1,1
15135,2023,7,1,1
15135,2024,12,1,1
15162,2021,1,2,2
15162,2021,7,1,1
15162,2022,6,1,1
15162,2023,2,1,1
15162,2023,8,1,1
15162,2023,9,1,1
15162,2024,7,1,1
15172,2022,11,1,1
15172,2023,6,1,1
15176,2021,2,3,3
15176,2021,3,2,2
15176,2021,4,6,6
15176,2021,5,3,3
15176,2021,7,1,1
15176,2021,8,1,1
15176,2021,9,5,5
15176,2021,10,1,1
15176,2021,11,3,3
15176,2021,12,6,6
15176,2022,1,5,5
15176,2022,2,1,1
15176,2022,3,7,7
15176,2022,4,5,5
15176,2022,5,5,5
15176,2022,6,2,2
15176,2022,7,3,3
15176,2022,8,8,8
15176,2022,9,5,5
15176,2022,10,5,5
15176,2022,11,6,6
15176,2022,12,4,4
15176,2023,1,6,6
15176,2023,2,4,4
15176,2023,3,8,8
15176,2023,4,4,4
15176,2023,5,1,1
15176,2023,6,1,1
15176,2023,7,4,4
15176,2023,8,4,4
15176,2023,9,2,2
15176,2023,10,8,8
15176,2023,11,1,1
15176,2023,12,3,3
15176,2024,1,3,3
15176,2024,2,3,3
15176,2024,3,2,2
15176,2024,4,2,2
15176,2024,5,3,3
15176,2024,6,3,3
15176,2024,7,1,1
15176,2024,8,6,6
15176,2024,9,3,3
15176,2024,10,5,5
15176,2024,11,5,5
15176,2024,12,3,3
15180,2021,8,1,1
15180,2022,9,1,1
15180,2022,10,1,1
15180,2023,1,1,1
15180,2023,5,1,1
15180,2023,6,1,1
15180,2023,11,1,1
15180,2024,3,1,1
15180,2024,9,2,2
15183,2021,3,2,2
15183,2021,4,1,1
15183,2021,5,1,1
15183,2021,7,2,2
15183,2021,8,1,1
15183,2021,9,2,2
15183,2021,10,1,1
15183,2021,12,1,1
15183,2022,4,2,2
15183,2022,5,1,1
15183,2022,8,3,3
15183,2022,10,1,1
15183,2022,12,2,2
15183,2023,3,1,1
15183,2023,6,1,1
15183,2023,10,2,2
15183,2023,11,2,2
15183,2024,7,1,1
15183,2024,11,2,2
15185,2021,1,1,1
15185,2021,5,1,1
15185,2021,8,1,1
15185,2021,10,1,1
15185,2022,1,1,1
15185,2022,3,1,1
15185,2022,4,3,3
15185,2022,5,1,1
15185,2022,6,1,1
15185,2022,7,2,2
15185,2022,8,1,1
15185,2022,9,1,1
15185,2023,8,1,1
15185,2023,9,1,1
15185,2024,8,1,1
15187,2021,11,1,1
15187,2022,6,1,1
15187,2023,1,1,1
15187,2023,6,1,1
15187,2023,8,1,1
15187,2023,10,1,1
15187,2024,1,1,1
15187,2024,2,2,2
15187,2024,8,1,1
15187,2024,9,1,1
15187,2024,12,1,1
15189,2022,1,1,1
15189,2023,3,1,1
15189,2023,5,1,1
15204,2021,6,2,2
15204,2021,7,1,1
15204,2021,8,1,1
15204,2021,9,2,2
15204,2021,10,1,1
15204,2021,11,1,1
15204,2022,5,2,2
15204,2022,6,1,1
15204,2022,7,1,1
15204,2022,10,3,3
15204,2022,11,1,1
15204,2022,12,3,3
15204,2023,1,1,1
15204,2023,2,2,2
15204,2023,3,1,1
15204,2023,4,3,3
15204,2023,5,5,5
15204,2023,6,3,3
15204,2023,7,3,3
15204,2023,8,5,5
15204,2023,9,2,2
15204,2023,10,2,2
15204,2023,11,2,2
15204,2023,12,2,2
15204,2024,1,1,1
15204,2024,2,1,1
15204,2024,3,1,1
15204,2024,4,3,3
15204,2024,6,1,1
15204,2024,7,1,1
15204,2024,8,3,3
15204,2024,10,1,1
15212,2021,9,1,1
15212,2022,11,1,1
15212,2024,4,1,1
15212,2024,5,1,1
15215,2021,9,1,1
15215,2022,5,1,1
15215,2022,8,1,1
15215,2024,6,1,1
15218,2021,1,1,1
15218,2021,5,1,1
15218,2023,2,1,1
15218,2024,4,1,1
15218,2024,5,1,1
15218,2024,7,1,1
15218,2024,11,1,1
15223,2021,1,2,2
15223,2021,3,1,1
15223,2021,4,2,2
15223,2021,5,2,2
15223,2021,12,1,1
15223,2022,3,3,3
15223,2022,7,2,2
15223,2022,11,1,1
15223,2023,2,1,1
15223,2023,4,2,2
15223,2023,7,1,1
15223,2023,8,1,1
15223,2023,9,3,3
15223,2023,12,2,2
15223,2024,1,2,2
15223,2024,2,2,2
15223,2024,3,1,1
15223,2024,4,1,1
15223,2024,6,1,1
15223,2024,10,1,1
15223,2024,11,1,1
15223,2024,12,1,1
15224,2021,9,1,1
15224,2022,3,1,1
15224,2022,9,2,2
15224,2023,6,1,1
15224,2023,9,1,1
15224,2023,10,1,1
15224,2024,1,1,1
15224,2024,7,1,1
15224,2024,10,2,2
15226,2022,5,1,1
15226,2022,9,1,1
15226,2023,9,1,1
15226,2023,12,1,1
15232,2021,7,1,1
15232,2022,4,1,1
15232,2023,8,1,1
15232,2024,9,1,1
15232,2024,10,1,1
15238,2021,1,2,2
15238,2021,2,7,7
15238,2021,3,11,11
15238,2021,4,11,11
15238,2021,5,4,4
15238,2021,6,4,4
15238,2021,7,5,5
15238,2021,8,8,8
15238,2021,9,12,12
15238,2021,10,12,12
15238,2021,11,9,9
15238,2021,12,13,13
15238,2022,1,11,11
15238,2022,2,12,12
15238,2022,3,13,13
15238,2022,4,14,14
15238,2022,5,8,8
15238,2022,6,7,7
15238,2022,7,19,19
15238,2022,8,23,23
15238,2022,9,15,15
15238,2022,10,8,8
15238,2022,11,12,12
15238,2022,12,9,9
15238,2023,1,10,10
15238,2023,2,8,8
15238,2023,3,14,14
15238,2023,4,16,16
15238,2023,5,13,13
15238,2023,6,5,5
15238,2023,7,8,8
15238,2023,8,11,11
15238,2023,9,7,7
15238,2023,10,10,10
15238,2023,11,9,9
15238,2023,12,10,10
15238,2024,1,9,9
15238,2024,2,10,10
15238,2024,3,8,8
15238,2024,4,7,7
15238,2024,5,13,13
15238,2024,6,9,9
15238,2024,7,9,9
15238,2024,8,3,3
15238,2024,9,12,12
15238,2024,10,14,14
15238,2024,11,11,11
15238,2024,12,6,6
15244,2022,9,1,1
15244,2022,10,1,1
15244,2023,1,1,1
15244,2024,5,4,4
15248,2022,1,1,1
15248,2022,9,3,3
15248,2022,12,1,1
15248,2024,1,1,1
15248,2024,5,1,1
15248,2024,6,1,1
15248,2024,8,1,1
15272,2021,1,1,1
15272,2021,6,1,1
15272,2021,8,1,1
15272,2021,12,1,1
15272,2022,1,1,1
15272,2022,5,1,1
15272,2022,8,1,1
15272,2022,9,1,1
15272,2023,10,2,2
15272,2023,11,2,2
15272,2024,8,1,1
15272,2024,10,1,1
15276,2021,11,2,2
15276,2022,7,1,1
15276,2022,8,1,1
15276,2022,9,1,1
15276,2023,1,1,1
15276,2023,5,1,1
15276,2023,6,1,1
15276,2023,7,2,2
15276,2024,4,1,1
15276,2024,11,1,1
15276,2024,12,1,1
15293,2022,1,1,1
15293,2022,2,2,2
15293,2022,8,1,1
15293,2022,9,1,1
15293,2023,3,1,1
15293,2024,8,1,1
15296,2021,8,1,1
15296,2022,3,1,1
15296,2022,7,1,1
15296,2023,8,1,1
15296,2023,12,1,1
15296,2024,8,1,1
15299,2021,1,1,1
15299,2021,5,2,2
15299,2021,6,1,1
15299,2021,12,1,1
15299,2022,7,1,1
15299,2022,10,1,1
15299,2022,12,1,1
15299,2023,2,1,1
15299,2023,5,1,1
15299,2023,6,1,1
15299,2023,8,1,1
15299,2023,9,1,1
15299,2023,10,1,1
15299,2023,12,1,1
15299,2024,2,1,1
15299,2024,4,2,2
15299,2024,6,2,2
15317,2022,3,1,1
15317,2022,11,1,1
15317,2023,9,1,1
15317,2024,5,1,1
15317,2024,7,1,1
15322,2021,3,1,1
15322,2021,7,1,1
15322,2021,8,1,1
15322,2021,10,1,1
15322,2022,1,1,1
15322,2022,4,1,1
15322,2022,8,1,1
15322,2022,10,1,1
15322,2022,11,3,3
15322,2022,12,1,1
15322,2023,3,1,1
15322,2023,4,1,1
15322,2023,6,1,1
15322,2023,10,2,2
15322,2023,11,2,2
15322,2024,1,1,1
15322,2024,4,1,1
15322,2024,5,2,2
15322,2024,6,1,1
15322,2024,7,1,1
15322,2024,8,1,1
15322,2024,9,1,1
15322,2024,11,1,1
15325,2022,2,1,1
15325,2022,4,2,2
15325,2022,5,1,1
15325,2022,10,1,1
15325,2023,11,1,1
15332,2021,3,1,1
15332,2021,4,1,1
15332,2021,10,1,1
15332,2021,11,1,1
15332,2022,10,1,1
15332,2022,11,1,1
15332,2023,5,1,1
15332,2023,7,1,1
15332,2023,10,2,2
15332,2024,5,2,2
15332,2024,7,1,1
15332,2024,8,2,2
15332,2024,9,1,1
15362,2022,3,1,1
15362,2022,7,1,1
15362,2022,9,1,1
15362,2023,2,1,1
15362,2023,3,2,2
15362,2023,4,1,1
15362,2023,12,2,2
15362,2024,3,1,1
15362,2024,9,1,1
15367,2021,10,1,1
15367,2021,12,1,1
15367,2022,4,1,1
15367,2022,6,1,1
15367,2022,10,2,2
15367,2023,1,1,1
15367,2023,2,1,1
15367,2023,6,1,1
15367,2023,7,1,1
15367,2024,2,1,1
15367,2024,4,1,1
15367,2024,7,1,1
15367,2024,8,1,1
15367,2024,10,3,3
15367,2024,11,1,1
15368,2022,2,1,1
15368,2023,10,1,1
15368,2024,5,1,1
15368,2024,7,1,1
15377,2022,3,1,1
15377,2023,2,1,1
15377,2024,6,1,1
15380,2024,5,1,1
15380,2024,7,1,1
15401,2022,6,1,1
15403,2021,5,1,1
15403,2021,11,1,1
15403,2022,3,1,1
15403,2022,8,1,1
15403,2024,10,1,1
15407,2021,2,2,2
15407,2021,4,1,1
15407,2021,5,2,2
15407,2021,8,1,1
15407,2021,10,2,2
15407,2022,3,2,2
15407,2022,5,1,1
15407,2022,6,1,1
15407,2022,7,1,1
15407,2022,10,1,1
15407,2022,11,2,2
15407,2023,1,1,1
15407,2023,4,1,1
15407,2023,5,4,4
15407,2023,6,5,5
15407,2023,7,2,2
15407,2023,8,2,2
15407,2023,9,2,2
15407,2023,12,1,1
15407,2024,2,2,2
15407,2024,3,1,1
15407,2024,4,3,3
15407,2024,5,2,2
15407,2024,6,1,1
15407,2024,7,1,1
15407,2024,8,1,1
15407,2024,11,1,1
15407,2024,12,1,1
15425,2021,4,1,1
15425,2021,8,1,1
15425,2023,8,1,1
15425,2023,10,1,1
15425,2023,11,1,1
15425,2024,1,1,1
15425,2024,9,1,1
15442,2021,6,1,1
15442,2021,7,1,1
15442,2022,1,1,1
15442,2022,5,1,1
15442,2022,6,1,1
15442,2022,7,2,2
15442,2022,8,2,2
15442,2022,9,1,1
15442,2023,7,2,2
15442,2023,10,1,1
15442,2023,11,2,2
15442,2023,12,1,1
15455,2021,4,2,2
15455,2021,12,1,1
15455,2022,1,1,1
15455,2022,3,2,2
15455,2022,7,1,1
15455,2023,1,1,1
15455,2023,8,2,2
15455,2023,9,1,1
15455,2024,1,1,1
15455,2024,11,1,1
15464,2022,5,1,1
15464,2023,9,1,1
15464,2024,5,1,1
15464,2024,12,1,1
15466,2021,2,1,1
15466,2021,9,1,1
15466,2021,11,1,1
15466,2022,4,1,1
15466,2023,3,1,1
15466,2023,10,3,3
15466,2024,6,1,1
15466,2024,11,1,1
15469,2021,3,1,1
15469,2021,6,1,1
15469,2021,8,2,2
15469,2021,9,1,1
15469,2021,11,4,4
15469,2022,2,2,2
15469,2022,4,3,3
15469,2022,5,1,1
15469,2022,6,1,1
15469,2022,7,3,3
15469,2022,8,2,2
15469,2022,9,3,3
15469,2022,10,1,1
15469,2022,11,2,2
15469,2022,12,2,2
15469,2023,1,1,1
15469,2023,2,5,5
15469,2023,4,1,1
15469,2023,5,4,4
15469,2023,6,3,3
15469,2023,7,2,2
15469,2023,8,3,3
15469,2023,9,2,2
15469,2023,10,1,1
15469,2023,11,1,1
15469,2023,12,1,1
15469,2024,2,2,2
15469,2024,3,3,3
15469,2024,4,1,1
15469,2024,5,1,1
15469,2024,6,1,1
15469,2024,7,2,2
15469,2024,8,1,1
15469,2024,9,3,3
15469,2024,10,1,1
15469,2024,11,1,1
15469,2024,12,3,3
15476,2021,1,1,1
15476,2021,10,2,2
15476,2022,2,1,1
15476,2022,9,1,1
15476,2022,12,2,2
15476,2023,3,1,1
15476,2023,10,1,1
15476,2023,11,3,3
15476,2023,12,1,1
15476,2024,12,1,1
15480,2021,1,1,1
15480,2021,5,1,1
15480,2021,6,1,1
15480,2021,7,1,1
15480,2021,9,1,1
15480,2021,10,2,2
15480,2021,12,2,2
15480,2022,6,2,2
15480,2022,7,1,1
15480,2022,8,1,1
15480,2022,12,1,1
15480,2023,1,1,1
15480,2023,7,1,1
15480,2023,11,1,1
15480,2024,3,2,2
15480,2024,5,3,3
15480,2024,9,1,1
15491,2021,4,1,1
15491,2021,6,1,1
15491,2021,7,1,1
15491,2021,8,2,2
15491,2021,9,2,2
15491,2021,10,2,2
15491,2021,11,3,3
15491,2021,12,2,2
15491,2022,1,2,2
15491,2022,2,2,2
15491,2022,5,1,1
15491,2022,6,2,2
15491,2022,7,2,2
15491,2022,8,2,2
15491,2022,9,2,2
15491,2022,10,1,1
15491,2022,11,1,1
15491,2022,12,3,3
15491,2023,1,1,1
15491,2023,2,1,1
15491,2023,3,1,1
15491,2023,4,2,2
15491,2023,5,2,2
15491,2023,6,3,3
15491,2023,7,1,1
15491,2023,9,2,2
15491,2023,11,4,4
15491,2024,3,3,3
15491,2024,6,1,1
15491,2024,9,2,2
15494,2021,3,1,1
15494,2021,11,1,1
15494,2021,12,1,1
15494,2022,3,1,1
15494,2022,4,1,1
15494,2022,5,1,1
15494,2022,10,1,1
15494,2023,2,1,1
15494,2023,6,1,1
15494,2023,10,1,1
15494,2024,1,1,1
15494,2024,11,1,1
15500,2023,3,1,1
15500,2024,2,2,2
15500,2024,4,1,1
15500,2024,12,1,1
15507,2022,1,1,1
15507,2022,2,1,1
15507,2022,3,2,2
15507,2022,4,1,1
15507,2022,6,2,2
15507,2022,8,1,1
15507,2022,9,1,1
15507,2023,3,1,1
15507,2023,6,2,2
15507,2023,7,1,1
15507,2023,10,2,2
15507,2024,3,2,2
15507,2024,8,2,2
15507,2024,10,1,1
15511,2021,10,1,1
15511,2022,5,1,1
15514,2021,4,1,1
15514,2021,7,2,2
15514,2022,3,1,1
15514,2022,4,1,1
15516,2021,2,1,1
15516,2021,3,1,1
15516,2021,4,3,3
15516,2021,5,4,4
15516,2021,6,1,1
15516,2021,7,1,1
15516,2021,9,3,3
15516,2021,10,3,3
15516,2021,12,4,4
15516,2022,1,4,4
15516,2022,2,3,3
15516,2022,3,4,4
15516,2022,4,3,3
15516,2022,5,2,2
15516,2022,7,2,2
15516,2022,8,8,8
15516,2022,9,3,3
15516,2022,10,4,4
15516,2022,11,1,1
15516,2022,12,6,6
15516,2023,1,3,3
15516,2023,2,5,5
15516,2023,3,4,4
15516,2023,4,3,3
15516,2023,5,1,1
15516,2023,7,2,2
15516,2023,8,6,6
15516,2023,9,1,1
15516,2023,10,2,2
15516,2023,11,4,4
15516,2023,12,3,3
15516,2024,1,2,2
15516,2024,2,5,5
15516,2024,3,2,2
15516,2024,4,1,1
15516,2024,5,3,3
15516,2024,6,1,1
15516,2024,7,1,1
15516,2024,8,5,5
15516,2024,9,3,3
15516,2024,10,3,3
15516,2024,11,4,4
15516,2024,12,3,3
15518,2022,8,2,2
15518,2023,2,1,1
15518,2023,4,1,1
15518,2024,1,1,1
15518,2024,3,1,1
15522,2021,6,1,1
15522,2021,12,1,1
15522,2022,4,1,1
15522,2022,9,1,1
15531,2021,7,1,1
15531,2022,4,1,1
15531,2022,5,2,2
15531,2022,10,2,2
15531,2023,1,1,1
15531,2023,4,1,1
15531,2023,10,1,1
15531,2024,1,1,1
15531,2024,5,1,1
15531,2024,6,1,1
15531,2024,9,2,2
15533,2021,11,1,1
15533,2022,5,1,1
15533,2023,6,1,1
15537,2021,10,1,1
15537,2023,12,1,1
15537,2024,2,1,1
15537,2024,3,1,1
15537,2024,6,1,1
15542,2021,1,1,1
15542,2021,5,1,1
15542,2021,10,1,1
15542,2022,3,2,2
15542,2022,5,1,1
15542,2022,9,1,1
15542,2022,10,1,1
15542,2022,11,1,1
15542,2023,1,1,1
15542,2023,2,1,1
15542,2023,4,2,2
15542,2023,5,1,1
15542,2023,8,1,1
15542,2024,1,1,1
15542,2024,5,1,1
15542,2024,8,1,1
15542,2024,9,1,1
15542,2024,10,1,1
15550,2022,7,1,1
15550,2022,10,1,1
15550,2024,3,1,1
15572,2021,1,4,4
15572,2021,2,1,1
15572,2021,3,3,3
15572,2021,4,3,3
15572,2021,5,1,1
15572,2021,6,1,1
15572,2021,7,3,3
15572,2021,8,3,3
15572,2021,9,1,1
15572,2021,10,2,2
15572,2021,11,3,3
15572,2021,12,3,3
15572,2022,2,5,5
15572,2022,3,2,2
15572,2022,4,6,6
15572,2022,5,10,10
15572,2022,6,5,5
15572,2022,7,3,3
15572,2022,8,1,1
15572,2022,9,3,3
15572,2022,10,3,3
15572,2022,11,5,5
15572,2022,12,5,5
15572,2023,1,8,8
15572,2023,2,4,4
15572,2023,3,4,4
15572,2023,4,2,2
15572,2023,5,5,5
15572,2023,6,7,7
15572,2023,7,2,2
15572,2023,8,2,2
15572,2023,9,4,4
15572,2023,10,8,8
15572,2023,11,1,1
15572,2023,12,6,6
15572,2024,1,1,1
15572,2024,2,3,3
15572,2024,3,1,1
15572,2024,4,6,6
15572,2024,5,2,2
15572,2024,6,5,5
15572,2024,7,6,6
15572,2024,8,3,3
15572,2024,9,6,6
15572,2024,10,5,5
15572,2024,11,8,8
15572,2024,12,10,10
15580,2021,5,2,2
15580,2021,9,2,2
15580,2021,12,1,1
15580,2022,5,1,1
15580,2022,6,1,1
15580,2023,2,1,1
15580,2024,9,1,1
15599,2021,2,1,1
15599,2021,5,1,1
15599,2021,6,2,2
15599,2021,9,1,1
15599,2021,12,1,1
15599,2022,1,1,1
15599,2022,4,2,2
15599,2022,6,1,1
15599,2022,10,1,1
15599,2022,12,1,1
15599,2023,6,1,1
15599,2024,3,2,2
15599,2024,5,1,1
15599,2024,10,2,2
15600,2021,2,1,1
15600,2022,3,1,1
15600,2023,3,1,1
15600,2023,6,2,2
15600,2023,8,1,1
15600,2023,11,4,4
15600,2024,3,1,1
15600,2024,5,1,1
15621,2021,10,1,1
15621,2022,1,2,2
15621,2022,2,1,1
15621,2022,5,1,1
15621,2022,6,1,1
15621,2022,8,1,1
15621,2023,4,1,1
15621,2023,5,1,1
15621,2024,3,1,1
15632,2021,1,2,2
15632,2021,7,1,1
15632,2021,9,1,1
15632,2021,12,3,3
15632,2022,2,1,1
15632,2022,6,1,1
15632,2022,7,1,1
15632,2022,10,2,2
15632,2022,11,2,2
15632,2023,5,3,3
15632,2023,8,1,1
15632,2024,1,1,1
15632,2024,2,3,3
15632,2024,12,1,1
15638,2023,2,2,2
15638,2023,7,1,1
15638,2023,9,1,1
15638,2024,1,1,1
15638,2024,4,1,1
15638,2024,9,2,2
15638,2024,11,2,2
15638,2024,12,1,1
15646,2021,8,1,1
15646,2021,9,1,1
15646,2021,10,1,1
15646,2021,11,1,1
15646,2021,12,2,2
15646,2022,4,1,1
15646,2022,5,1,1
15646,2022,6,3,3
15646,2022,8,1,1
15646,2022,9,3,3
15646,2022,10,2,2
15646,2023,2,1,1
15646,2023,3,3,3
15646,2023,5,1,1
15646,2023,6,2,2
15646,2023,7,1,1
15646,2023,8,1,1
15646,2023,10,1,1
15646,2024,1,1,1
15646,2024,2,2,2
15646,2024,6,1,1
15646,2024,7,1,1
15646,2024,8,1,1
15646,2024,9,1,1
15646,2024,11,1,1
15646,2024,12,1,1
15660,2021,4,1,1
15660,2021,6,1,1
15660,2024,1,1,1
15664,2021,8,1,1
15664,2022,7,1,1
