year,month,origen,ciudad_origen,destino,ciudad_destino,pasajeros,carga_correo_kg,rutas_rows
2022,3,MEX,MEXICO,SCL,SANTIAGO,144.0,0.0,1
2022,3,MEX,MEXICO,SDQ,SANTO DOMINGO,128.0,0.0,1
2022,3,MEX,MEXICO,SJO,SAN JOSE,25.0,0.0,1
2022,3,MEX,MEXICO,SJU,SAN JUAN,19.0,0.0,1
2022,3,MEX,MEXICO,SMR,SANTA MARTA,113.0,0.0,2
2022,3,MEX,MEXICO,UIO,QUITO,148.0,0.0,1
2022,3,MEX,MEXICO,VUP,VALLEDUPAR,33.0,0.0,1
2022,3,MEX,MEXICO,YYZ,TORONTO,2.0,0.0,1
2022,3,MFE,TEXAS,BOG,"BOGOTÁ, D.C.",3.0,0.0,1
2022,3,MFR,MITÚ,BOG,"BOGOTÁ, D.C.",53.0,0.0,1
2022,3,MFR,MITÚ,MTU,SAN MARTIN - META,8.0,481.0,1
2022,3,MFR,MITÚ,MVP,MITÚ,5.0,167.0,4
2022,3,MFR,MITÚ,MYA,MITÚ,1.0,45.0,1
2022,3,MFR,MITÚ,MYY,MITÚ,1.0,94.0,1
2022,3,MFS,MIRAFLORES - GUAVIARE,A06,EL ENCANTO,2.0,150.0,1
2022,3,MFS,MIRAFLORES - GUAVIARE,CRU,CARURÚ,9.0,0.0,2
2022,3,MFS,MIRAFLORES - GUAVIARE,SJE,SAN JOSÉ DEL GUAVIARE,137.0,13550.0,4
2022,3,MFS,MIRAFLORES - GUAVIARE,VVC,VILLAVICENCIO,1.0,70.0,1
2022,3,MGA,MANAGUA,BOG,"BOGOTÁ, D.C.",5.0,0.0,2
2022,3,MGA,MANAGUA,MDE,RIONEGRO - ANTIOQUIA,9.0,0.0,1
2022,3,MGA,MANAGUA,PTY,PANAMA,0.0,77044.0,1
2022,3,MGA,MANAGUA,SAL,SAN SALVADOR,0.0,9867.0,1
2022,3,MGN,MAGANGUÉ,CTG,CARTAGENA DE INDIAS,7.0,0.0,1
2022,3,MGO,MITÚ,MIT,MITÚ,0.0,101.0,1
2022,3,MGU,MITÚ,A09,INÍRIDA,0.0,58.0,1
2022,3,MGU,MITÚ,MDR,MITÚ,1.0,103.0,1
2022,3,MGU,MITÚ,MIS,MITÚ,1.0,187.0,1
2022,3,MGU,MITÚ,MTI,MITÚ,5.0,148.0,1
2022,3,MGU,MITÚ,MTU,SAN MARTIN - META,4.0,405.0,1
2022,3,MGU,MITÚ,MVP,MITÚ,8.0,76.0,2
2022,3,MHT,MANCHESTER,BAQ,BARRANQUILLA,6.0,0.0,1
2022,3,MHT,MANCHESTER,BOG,"BOGOTÁ, D.C.",3.0,0.0,1
2022,3,MHT,MANCHESTER,CLO,SANTIAGO DE CALI,3.0,0.0,1
2022,3,MHT,MANCHESTER,CTG,CARTAGENA DE INDIAS,2.0,0.0,1
2022,3,MHT,MANCHESTER,MDE,RIONEGRO - ANTIOQUIA,7.0,0.0,1
2022,3,MIA,MIAMI,ADZ,SAN ANDRES - ISLA,369.0,0.0,3
2022,3,MIA,MIAMI,AMS,AMSTERDAM,0.0,173283.0,1
2022,3,MIA,MIAMI,ASU,ASUNCION,213.0,0.0,1
2022,3,MIA,MIAMI,AXM,ARMENIA,61.0,0.0,1
2022,3,MIA,MIAMI,BAQ,BARRANQUILLA,7589.0,241181.0,6
2022,3,MIA,MIAMI,BCN,BARCELONA,3.0,0.0,1
2022,3,MIA,MIAMI,BCT,CURITIBA,0.0,360257.0,1
2022,3,MIA,MIAMI,BGA,BUCARAMANGA,244.0,0.0,2
2022,3,MIA,MIAMI,BOG,"BOGOTÁ, D.C.",18693.0,9732486.0,15
2022,3,MIA,MIAMI,CLO,SANTIAGO DE CALI,11126.0,428071.0,6
2022,3,MIA,MIAMI,CPQ,SAO PAULO,0.0,613323.0,1
2022,3,MIA,MIAMI,CTG,CARTAGENA DE INDIAS,8551.0,0.0,4
2022,3,MIA,MIAMI,CUC,SAN JOSÉ DE CÚCUTA,296.0,0.0,2
2022,3,MIA,MIAMI,CUR,CURACAO,2.0,0.0,1
2022,3,MIA,MIAMI,GES,CIUDAD DEL ESTE,0.0,215454.0,1
2022,3,MIA,MIAMI,GIG,RIO DE JANEIRO,354.0,0.0,1
2022,3,MIA,MIAMI,GRU,SAO PAULO,368.0,0.0,1
2022,3,MIA,MIAMI,GYE,GUAYAQUIL,276.0,324406.0,2
2022,3,MIA,MIAMI,LHR,LONDRES,1.0,0.0,1
2022,3,MIA,MIAMI,LIM,LIMA,246.0,182618.0,3
2022,3,MIA,MIAMI,LPB,LA PAZ,196.0,0.0,1
2022,3,MIA,MIAMI,MAD,MADRID,17.0,0.0,1
2022,3,MIA,MIAMI,MAO,MANAUS,0.0,454937.0,1
2022,3,MIA,MIAMI,MDE,RIONEGRO - ANTIOQUIA,16939.0,404548.0,7
2022,3,MIA,MIAMI,MTR,MONTERÍA,35.0,0.0,2
2022,3,MIA,MIAMI,MVD,MONTEVIDEO,130.0,0.0,1
2022,3,MIA,MIAMI,PEI,PEREIRA,3503.0,0.0,3
2022,3,MIA,MIAMI,PSO,PASTO,18.0,0.0,1
2022,3,MIA,MIAMI,PTY,PANAMA,0.0,309769.0,1
2022,3,MIA,MIAMI,RCH,RIOHACHA,3.0,0.0,2
2022,3,MIA,MIAMI,SAL,SAN SALVADOR,0.0,6404.0,1
2022,3,MIA,MIAMI,SCL,SANTIAGO,672.0,43103.0,2
2022,3,MIA,MIAMI,SDQ,SANTO DOMINGO,0.0,410832.0,1
2022,3,MIA,MIAMI,SJO,SAN JOSE,0.0,59360.0,1
2022,3,MIA,MIAMI,SMR,SANTA MARTA,75.0,0.0,1
2022,3,MIA,MIAMI,UIO,QUITO,73.0,318581.0,2
2022,3,MIA,MIAMI,VUP,VALLEDUPAR,27.0,0.0,1
2022,3,MIB,MITÚ,MTU,SAN MARTIN - META,3.0,72.0,1
2022,3,MIB,MITÚ,MVP,MITÚ,1.0,200.0,1
2022,3,MID,MERIDA,BOG,"BOGOTÁ, D.C.",69.0,0.0,2
2022,3,MID,MERIDA,MDE,RIONEGRO - ANTIOQUIA,21.0,0.0,1
2022,3,MIS,MITÚ,MDR,MITÚ,1.0,0.0,1
2022,3,MIS,MITÚ,MGU,MITÚ,3.0,55.0,1
2022,3,MIS,MITÚ,MTU,SAN MARTIN - META,5.0,177.0,1
2022,3,MIS,MITÚ,MVP,MITÚ,16.0,400.0,2
2022,3,MIT,MITÚ,MTI,MITÚ,1.0,74.0,1
2022,3,MIT,MITÚ,MTU,SAN MARTIN - META,44.0,1470.0,1
2022,3,MIT,MITÚ,MVP,MITÚ,20.0,130.0,3
2022,3,MKA,MITÚ,MTU,SAN MARTIN - META,6.0,880.0,1
2022,3,MKA,MITÚ,MVP,MITÚ,1.0,0.0,1
2022,3,MKE,WISCONSIN,BOG,"BOGOTÁ, D.C.",29.0,0.0,2
2022,3,MKE,WISCONSIN,MDE,RIONEGRO - ANTIOQUIA,3.0,0.0,1
2022,3,MLG,MÁLAGA,BGA,BUCARAMANGA,5.0,0.0,1
2022,3,MLG,MÁLAGA,GYM,CHÍA,0.0,36.0,1
2022,3,MLR,MELGAR,CUC,SAN JOSÉ DE CÚCUTA,0.0,3000.0,1
2022,3,MLR,MELGAR,PPN,POPAYÁN,0.0,6000.0,1
2022,3,MLR,MELGAR,PUU,PUERTO ASÍS,0.0,1500.0,1
2022,3,MLR,MELGAR,RVE,SARAVENA,0.0,3000.0,1
2022,3,MLR,MELGAR,SJE,SAN JOSÉ DEL GUAVIARE,0.0,5500.0,1
2022,3,MLR,MELGAR,TME,TAME,0.0,3000.0,1
2022,3,MLU,MONROE,BOG,"BOGOTÁ, D.C.",19.0,0.0,1
2022,3,MMP,SANTA CRUZ DE MOMPOX,BAQ,BARRANQUILLA,5.0,0.0,1
2022,3,MMP,SANTA CRUZ DE MOMPOX,CTG,CARTAGENA DE INDIAS,169.0,0.0,1
2022,3,MMP,SANTA CRUZ DE MOMPOX,EOH,MEDELLÍN,295.0,0.0,1
2022,3,MNL,MANILA,BOG,"BOGOTÁ, D.C.",56.0,0.0,3
2022,3,MNL,MANILA,CTG,CARTAGENA DE INDIAS,20.0,0.0,1
2022,3,MPI,MITÚ,A09,INÍRIDA,1.0,100.0,1
2022,3,MPI,MITÚ,MIT,MITÚ,0.0,50.0,1
2022,3,MPI,MITÚ,MTS,MITÚ,0.0,180.0,1
2022,3,MPI,MITÚ,MTU,SAN MARTIN - META,6.0,613.0,1
2022,3,MPI,MITÚ,MVP,MITÚ,27.0,200.0,5
2022,3,MPI,MITÚ,VVC,VILLAVICENCIO,0.0,10.0,1
2022,3,MPU,MITÚ,MTU,SAN MARTIN - META,2.0,399.0,1
2022,3,MQU,SAN SEBASTIÁN DE MARIQUITA,GYM,CHÍA,0.0,116.0,1
2022,3,MRS,MARSELLA,BOG,"BOGOTÁ, D.C.",94.0,0.0,2
2022,3,MRS,MARSELLA,CTG,CARTAGENA DE INDIAS,2.0,0.0,1
2022,3,MSA,MITÚ,MTU,SAN MARTIN - META,6.0,461.0,1
2022,3,MSA,MITÚ,MVP,MITÚ,8.0,0.0,1
2022,3,MSI,MITÚ,MTU,SAN MARTIN - META,9.0,199.0,1
2022,3,MSI,MITÚ,MVP,MITÚ,3.0,0.0,1
2022,3,MSN,WISCONSIN,BOG,"BOGOTÁ, D.C.",21.0,0.0,1
2022,3,MSO,MITÚ,LPD,LA PEDRERA,3.0,63.0,1
2022,3,MSO,MITÚ,MGU,MITÚ,1.0,76.0,1
2022,3,MSO,MITÚ,MTI,MITÚ,0.0,63.0,1
2022,3,MSO,MITÚ,MTU,SAN MARTIN - META,0.0,52.0,1
2022,3,MSO,MITÚ,MVP,MITÚ,7.0,0.0,1
2022,3,MSP,MINNEAPOLIS,BOG,"BOGOTÁ, D.C.",8.0,0.0,2
2022,3,MSP,MINNEAPOLIS,MDE,RIONEGRO - ANTIOQUIA,35.0,0.0,1
2022,3,MSR,MITÚ,MTU,SAN MARTIN - META,0.0,451.0,1
2022,3,MSR,MITÚ,MVP,MITÚ,2.0,0.0,1
2022,3,MSY,NEW ORLEANS,AXM,ARMENIA,1.0,0.0,1
2022,3,MSY,NEW ORLEANS,BAQ,BARRANQUILLA,6.0,0.0,1
2022,3,MSY,NEW ORLEANS,BGA,BUCARAMANGA,3.0,0.0,1
2022,3,MSY,NEW ORLEANS,BOG,"BOGOTÁ, D.C.",45.0,0.0,2
2022,3,MSY,NEW ORLEANS,CLO,SANTIAGO DE CALI,21.0,0.0,1
2022,3,MSY,NEW ORLEANS,CTG,CARTAGENA DE INDIAS,29.0,0.0,2
2022,3,MSY,NEW ORLEANS,MDE,RIONEGRO - ANTIOQUIA,68.0,0.0,3
2022,3,MTB,MONTELÍBANO,EOH,MEDELLÍN,515.0,3288.0,3
2022,3,MTC,MITÚ,BOG,"BOGOTÁ, D.C.",1679.0,0.0,1
2022,3,MTC,MITÚ,MBQ,MITÚ,2.0,75.0,1
2022,3,MTC,MITÚ,MTU,SAN MARTIN - META,2.0,140.0,1
2022,3,MTC,MITÚ,MVP,MITÚ,12.0,40.0,2
2022,3,MTC,MITÚ,VVC,VILLAVICENCIO,598.0,0.0,1
2022,3,MTI,MITÚ,MGU,MITÚ,1.0,38.0,1
2022,3,MTI,MITÚ,MIB,MITÚ,3.0,91.0,1
2022,3,MTI,MITÚ,MIT,MITÚ,3.0,313.0,1
2022,3,MTI,MITÚ,MTU,SAN MARTIN - META,44.0,2115.0,1
2022,3,MTI,MITÚ,MVP,MITÚ,27.0,144.0,3
2022,3,MTI,MITÚ,MYA,MITÚ,2.0,46.0,1
2022,3,MTI,MITÚ,MYY,MITÚ,1.0,45.0,1
2022,3,MTN,MITÚ,MTU,SAN MARTIN - META,53.0,2004.0,1
2022,3,MTN,MITÚ,MVA,MITÚ,1.0,0.0,1
2022,3,MTN,MITÚ,MVP,MITÚ,17.0,340.0,2
2022,3,MTR,MONTERÍA,ACD,ACANDÍ,0.0,73.0,1
2022,3,MTR,MONTERÍA,ADZ,SAN ANDRES - ISLA,127.0,0.0,2
2022,3,MTR,MONTERÍA,ASU,ASUNCION,5.0,0.0,1
2022,3,MTR,MONTERÍA,AUA,ARUBA,1.0,0.0,1
2022,3,MTR,MONTERÍA,AXM,ARMENIA,66.0,0.0,1
2022,3,MTR,MONTERÍA,BAQ,BARRANQUILLA,977.0,0.0,3
2022,3,MTR,MONTERÍA,BCN,BARCELONA,28.0,0.0,1
2022,3,MTR,MONTERÍA,BGA,BUCARAMANGA,271.0,0.0,2
2022,3,MTR,MONTERÍA,BOG,"BOGOTÁ, D.C.",35642.0,39475.0,4
2022,3,MTR,MONTERÍA,CLO,SANTIAGO DE CALI,2349.0,0.0,4
2022,3,MTR,MONTERÍA,CTG,CARTAGENA DE INDIAS,18.0,0.0,1
2022,3,MTR,MONTERÍA,CUC,SAN JOSÉ DE CÚCUTA,124.0,0.0,2
2022,3,MTR,MONTERÍA,CUN,CANCUN,21.0,0.0,2
2022,3,MTR,MONTERÍA,CUR,CURACAO,4.0,0.0,1
2022,3,MTR,MONTERÍA,EJA,BARRANCABERMEJA,28.0,0.0,1
2022,3,MTR,MONTERÍA,EOH,MEDELLÍN,3219.0,0.0,1
2022,3,MTR,MONTERÍA,GIG,RIO DE JANEIRO,2.0,0.0,1
2022,3,MTR,MONTERÍA,GRU,SAO PAULO,17.0,0.0,1
2022,3,MTR,MONTERÍA,GUA,GUATEMALA,15.0,0.0,1
2022,3,MTR,MONTERÍA,GYE,GUAYAQUIL,2.0,0.0,1
2022,3,MTR,MONTERÍA,IAD,WASHINGTON,11.0,0.0,1
2022,3,MTR,MONTERÍA,JFK,NEW YORK,24.0,0.0,1
2022,3,MTR,MONTERÍA,LAX,LOS ANGELES,3.0,0.0,1
2022,3,MTR,MONTERÍA,LET,LETICIA,6.0,0.0,2
2022,3,MTR,MONTERÍA,LIM,LIMA,20.0,0.0,2
2022,3,MTR,MONTERÍA,LPB,LA PAZ,1.0,0.0,1
2022,3,MTR,MONTERÍA,MAD,MADRID,31.0,0.0,1
2022,3,MTR,MONTERÍA,MDE,RIONEGRO - ANTIOQUIA,18444.0,456.0,6
2022,3,MTR,MONTERÍA,MEX,MEXICO,53.0,0.0,2
2022,3,MTR,MONTERÍA,MIA,MIAMI,37.0,0.0,2
2022,3,MTR,MONTERÍA,MVD,MONTEVIDEO,2.0,0.0,1
2022,3,MTR,MONTERÍA,PEI,PEREIRA,389.0,0.0,2
2022,3,MTR,MONTERÍA,PSO,PASTO,60.0,0.0,2
2022,3,MTR,MONTERÍA,PTY,PANAMA,11.0,0.0,1
2022,3,MTR,MONTERÍA,PUJ,PUNTA CANA,6.0,0.0,1
2022,3,MTR,MONTERÍA,RCH,RIOHACHA,31.0,0.0,1
2022,3,MTR,MONTERÍA,SCL,SANTIAGO,7.0,0.0,1
2022,3,MTR,MONTERÍA,SDQ,SANTO DOMINGO,17.0,0.0,1
2022,3,MTR,MONTERÍA,SJO,SAN JOSE,9.0,0.0,1
2022,3,MTR,MONTERÍA,SJU,SAN JUAN,5.0,0.0,1
2022,3,MTR,MONTERÍA,SMR,SANTA MARTA,6.0,0.0,2
2022,3,MTR,MONTERÍA,VUP,VALLEDUPAR,41.0,0.0,1
2022,3,MTS,MITÚ,MFR,MITÚ,0.0,190.0,1
2022,3,MTS,MITÚ,MTI,MITÚ,1.0,0.0,1
2022,3,MTS,MITÚ,MTU,SAN MARTIN - META,5.0,181.0,1
2022,3,MTS,MITÚ,MVP,MITÚ,7.0,159.0,3
2022,3,MTT,CANTICAS,BOG,"BOGOTÁ, D.C.",17.0,0.0,1
2022,3,MTU,SAN MARTIN,9AJ,MITÚ,7.0,205.0,1
2022,3,MTU,SAN MARTIN,9AK,MITÚ,1.0,189.0,1
2022,3,MTU,SAN MARTIN,A01,INÍRIDA,15.0,811.0,1
2022,3,MTU,SAN MARTIN,A07,SAN JOSÉ DEL GUAVIARE,4.0,194.0,1
2022,3,MTU,SAN MARTIN,A09,INÍRIDA,26.0,1399.0,1
2022,3,MTU,SAN MARTIN,CRU,CARURÚ,50.0,1297.0,1
2022,3,MTU,SAN MARTIN,IDA,INÍRIDA,2.0,0.0,1
2022,3,MTU,SAN MARTIN,LPD,LA PEDRERA,34.0,738.0,1
2022,3,MTU,SAN MARTIN,MBQ,MITÚ,7.0,680.0,1
2022,3,MTU,SAN MARTIN,MCL,MITÚ,7.0,412.0,1
2022,3,MTU,SAN MARTIN,MCP,MITÚ,0.0,541.0,1
2022,3,MTU,SAN MARTIN,MDR,MITÚ,18.0,662.0,1
2022,3,MTU,SAN MARTIN,MFR,MITÚ,10.0,594.0,1
2022,3,MTU,SAN MARTIN,MGO,MITÚ,3.0,99.0,1
2022,3,MTU,SAN MARTIN,MGU,MITÚ,15.0,575.0,1
2022,3,MTU,SAN MARTIN,MIS,MITÚ,3.0,65.0,1
2022,3,MTU,SAN MARTIN,MIT,MITÚ,24.0,1024.0,1
2022,3,MTU,SAN MARTIN,MKA,MITÚ,10.0,913.0,1
2022,3,MTU,SAN MARTIN,MPI,MITÚ,6.0,683.0,1
2022,3,MTU,SAN MARTIN,MPU,MITÚ,5.0,407.0,1
2022,3,MTU,SAN MARTIN,MSA,MITÚ,3.0,454.0,1
2022,3,MTU,SAN MARTIN,MSI,MITÚ,5.0,176.0,1
2022,3,MTU,SAN MARTIN,MSO,MITÚ,8.0,263.0,1
2022,3,MTU,SAN MARTIN,MSR,MITÚ,4.0,451.0,1
2022,3,MTU,SAN MARTIN,MTC,MITÚ,7.0,271.0,1
2022,3,MTU,SAN MARTIN,MTI,MITÚ,64.0,2462.0,1
2022,3,MTU,SAN MARTIN,MTN,MITÚ,80.0,2049.0,1
2022,3,MTU,SAN MARTIN,MTS,MITÚ,4.0,201.0,1
2022,3,MTU,SAN MARTIN,MUR,MITÚ,55.0,3014.0,1
2022,3,MTU,SAN MARTIN,MVA,MITÚ,0.0,100.0,1
2022,3,MTU,SAN MARTIN,MYA,MITÚ,40.0,1562.0,1
2022,3,MTU,SAN MARTIN,MYY,MITÚ,3.0,471.0,1
2022,3,MTU,SAN MARTIN,TAR,TARAIRA,43.0,1109.0,1
2022,3,MTU,SAN MARTIN,VVC,VILLAVICENCIO,8.0,170.0,1
2022,3,MTY,MONTERREY,BOG,"BOGOTÁ, D.C.",689.0,0.0,4
2022,3,MTY,MONTERREY,MDE,RIONEGRO - ANTIOQUIA,174.0,0.0,2
2022,3,MUC,MUNICH,BOG,"BOGOTÁ, D.C.",556.0,0.0,6
2022,3,MUC,MUNICH,CTG,CARTAGENA DE INDIAS,14.0,0.0,1
2022,3,MUC,MUNICH,MDE,RIONEGRO - ANTIOQUIA,79.0,0.0,1
2022,3,MUR,MITÚ,MTU,SAN MARTIN - META,50.0,3133.0,1
2022,3,MUR,MITÚ,MVP,MITÚ,44.0,20.0,2
2022,3,MVA,MITÚ,MTU,SAN MARTIN - META,1.0,118.0,1
2022,3,MVD,MONTEVIDEO,ADZ,SAN ANDRES - ISLA,33.0,0.0,1
2022,3,MVD,MONTEVIDEO,AUA,ARUBA,11.0,0.0,1
2022,3,MVD,MONTEVIDEO,AXM,ARMENIA,1.0,0.0,1
2022,3,MVD,MONTEVIDEO,BAQ,BARRANQUILLA,5.0,0.0,1
2022,3,MVD,MONTEVIDEO,BCN,BARCELONA,4.0,0.0,1
2022,3,MVD,MONTEVIDEO,BGA,BUCARAMANGA,2.0,0.0,1
2022,3,MVD,MONTEVIDEO,BOG,"BOGOTÁ, D.C.",498.0,126272.0,4
2022,3,MVD,MONTEVIDEO,CLO,SANTIAGO DE CALI,22.0,0.0,1
2022,3,MVD,MONTEVIDEO,CTG,CARTAGENA DE INDIAS,47.0,0.0,1
2022,3,MVD,MONTEVIDEO,CUC,SAN JOSÉ DE CÚCUTA,27.0,0.0,1
2022,3,MVD,MONTEVIDEO,CUN,CANCUN,289.0,0.0,1
2022,3,MVD,MONTEVIDEO,CUR,CURACAO,12.0,0.0,1
2022,3,MVD,MONTEVIDEO,EZE,EZEIZA,0.0,126325.0,1
2022,3,MVD,MONTEVIDEO,GUA,GUATEMALA,4.0,0.0,1
2022,3,MVD,MONTEVIDEO,IAD,WASHINGTON,6.0,0.0,1
2022,3,MVD,MONTEVIDEO,JFK,NEW YORK,97.0,0.0,1
2022,3,MVD,MONTEVIDEO,LAX,LOS ANGELES,13.0,0.0,1
2022,3,MVD,MONTEVIDEO,LHR,LONDRES,2.0,0.0,1
2022,3,MVD,MONTEVIDEO,LIM,LIMA,11.0,0.0,1
2022,3,MVD,MONTEVIDEO,MAD,MADRID,18.0,0.0,1
2022,3,MVD,MONTEVIDEO,MDE,RIONEGRO - ANTIOQUIA,39.0,0.0,2
2022,3,MVD,MONTEVIDEO,MEX,MEXICO,40.0,0.0,1
2022,3,MVD,MONTEVIDEO,MIA,MIAMI,130.0,0.0,1
2022,3,MVD,MONTEVIDEO,PEI,PEREIRA,4.0,0.0,1
2022,3,MVD,MONTEVIDEO,PTY,PANAMA,2.0,0.0,1
2022,3,MVD,MONTEVIDEO,PUJ,PUNTA CANA,160.0,0.0,1
2022,3,MVD,MONTEVIDEO,RCH,RIOHACHA,4.0,0.0,1
2022,3,MVD,MONTEVIDEO,SCL,SANTIAGO,0.0,19525.0,1
2022,3,MVD,MONTEVIDEO,SDQ,SANTO DOMINGO,18.0,0.0,1
2022,3,MVD,MONTEVIDEO,SJO,SAN JOSE,12.0,0.0,1
2022,3,MVD,MONTEVIDEO,SJU,SAN JUAN,4.0,0.0,1
2022,3,MVD,MONTEVIDEO,SMR,SANTA MARTA,5.0,0.0,1
2022,3,MVD,MONTEVIDEO,VUP,VALLEDUPAR,7.0,0.0,1
2022,3,MVD,MONTEVIDEO,YYZ,TORONTO,4.0,0.0,1
2022,3,MVP,MITÚ,9AK,MITÚ,3.0,0.0,1
2022,3,MVP,MITÚ,A01,INÍRIDA,11.0,3600.0,3
2022,3,MVP,MITÚ,A07,SAN JOSÉ DEL GUAVIARE,10.0,1410.0,2
2022,3,MVP,MITÚ,A09,INÍRIDA,3.0,50.0,2
2022,3,MVP,MITÚ,BMG,BARRANCOMINAS,3.0,0.0,1
2022,3,MVP,MITÚ,BOG,"BOGOTÁ, D.C.",601.0,33381.0,2
2022,3,MVP,MITÚ,CRU,CARURÚ,41.0,810.0,3
2022,3,MVP,MITÚ,IDA,INÍRIDA,0.0,20.0,1
2022,3,MVP,MITÚ,LPD,LA PEDRERA,19.0,4305.0,5
2022,3,MVP,MITÚ,MBQ,MITÚ,7.0,350.0,1
2022,3,MVP,MITÚ,MCP,MITÚ,4.0,0.0,1
2022,3,MVP,MITÚ,MDR,MITÚ,19.0,5804.0,2
2022,3,MVP,MITÚ,MFR,MITÚ,13.0,1824.0,5
2022,3,MVP,MITÚ,MGO,MITÚ,1.0,200.0,1
2022,3,MVP,MITÚ,MGU,MITÚ,9.0,350.0,2
2022,3,MVP,MITÚ,MIB,MITÚ,1.0,1070.0,1
2022,3,MVP,MITÚ,MIS,MITÚ,18.0,660.0,2
2022,3,MVP,MITÚ,MIT,MITÚ,39.0,1194.0,3
2022,3,MVP,MITÚ,MKA,MITÚ,1.0,0.0,1
2022,3,MVP,MITÚ,MPI,MITÚ,23.0,953.0,5
2022,3,MVP,MITÚ,MSA,MITÚ,3.0,0.0,1
2022,3,MVP,MITÚ,MSI,MITÚ,3.0,0.0,1
2022,3,MVP,MITÚ,MSO,MITÚ,1.0,1400.0,1
2022,3,MVP,MITÚ,MSR,MITÚ,5.0,0.0,1
2022,3,MVP,MITÚ,MTC,MITÚ,14.0,855.0,2
2022,3,MVP,MITÚ,MTI,MITÚ,48.0,899.0,4
2022,3,MVP,MITÚ,MTN,MITÚ,49.0,2230.0,4
2022,3,MVP,MITÚ,MTS,MITÚ,9.0,709.0,4
2022,3,MVP,MITÚ,MUR,MITÚ,50.0,1180.0,2
2022,3,MVP,MITÚ,MVU,MITÚ,7.0,980.0,2
2022,3,MVP,MITÚ,MWA,MITÚ,4.0,300.0,2
2022,3,MVP,MITÚ,MYA,MITÚ,36.0,3355.0,3
2022,3,MVP,MITÚ,MYY,MITÚ,7.0,338.0,3
2022,3,MVP,MITÚ,PCA,PACOA,7.0,1200.0,2
2022,3,MVP,MITÚ,SJE,SAN JOSÉ DEL GUAVIARE,37.0,35340.0,3
2022,3,MVP,MITÚ,TAP,LETICIA,1.0,15.0,1
2022,3,MVP,MITÚ,TAR,TARAIRA,34.0,1040.0,3
2022,3,MVP,MITÚ,VVC,VILLAVICENCIO,487.0,6288.0,7
2022,3,MVU,MITÚ,MVP,MITÚ,6.0,0.0,1
2022,3,MXP,MILANO,BOG,"BOGOTÁ, D.C.",494.0,0.0,6
2022,3,MXP,MILANO,CTG,CARTAGENA DE INDIAS,21.0,0.0,1
2022,3,MXP,MILANO,MDE,RIONEGRO - ANTIOQUIA,127.0,0.0,2
2022,3,MYA,MITÚ,MIT,MITÚ,0.0,115.0,1
2022,3,MYA,MITÚ,MTU,SAN MARTIN - META,29.0,1406.0,1
2022,3,MYA,MITÚ,MVP,MITÚ,36.0,1210.0,3
2022,3,MYR,MYRTLE BEACH,BAQ,BARRANQUILLA,1.0,0.0,1
2022,3,MYR,MYRTLE BEACH,BOG,"BOGOTÁ, D.C.",9.0,0.0,1
2022,3,MYR,MYRTLE BEACH,MDE,RIONEGRO - ANTIOQUIA,1.0,0.0,1
2022,3,MYY,MITÚ,MTU,SAN MARTIN - META,10.0,366.0,1
2022,3,MYY,MITÚ,MVP,MITÚ,3.0,113.0,3
2022,3,MZL,MANIZALES,BAQ,BARRANQUILLA,2.0,0.0,1
2022,3,MZL,MANIZALES,BOG,"BOGOTÁ, D.C.",3058.0,0.0,2
2022,3,MZL,MANIZALES,EOH,MEDELLÍN,1798.0,0.0,2
2022,3,MZL,MANIZALES,PPN,POPAYÁN,6.0,9.0,1
2022,3,NAP,NAPOLES,BOG,"BOGOTÁ, D.C.",55.0,0.0,3
2022,3,NAS,NASSAU,BOG,"BOGOTÁ, D.C.",1.0,0.0,1
2022,3,NAS,NASSAU,MDE,RIONEGRO - ANTIOQUIA,4.0,0.0,1
2022,3,NCE,NICE,BOG,"BOGOTÁ, D.C.",31.0,0.0,3
2022,3,NCE,NICE,CTG,CARTAGENA DE INDIAS,9.0,0.0,1
2022,3,NQN,NEUQUEN,BOG,"BOGOTÁ, D.C.",32.0,0.0,1
2022,3,NQU,NUQUÍ,BSC,BAHÍA SOLANO,8.0,280.0,1
2022,3,NQU,NUQUÍ,CGW,CARTAGO,33.0,0.0,1
2022,3,NQU,NUQUÍ,EOH,MEDELLÍN,789.0,8141.0,6
2022,3,NQU,NUQUÍ,UIB,QUIBDÓ,413.0,5832.0,5
2022,3,NRT,TOKIO,BOG,"BOGOTÁ, D.C.",35.0,0.0,3
2022,3,NUE,FRANCONIA,BOG,"BOGOTÁ, D.C.",23.0,0.0,3
2022,3,NUE,FRANCONIA,CTG,CARTAGENA DE INDIAS,4.0,0.0,1
2022,3,NVA,NEIVA,AGH,AGUACHICA,0.0,9.0,1
2022,3,NVA,NEIVA,AXM,ARMENIA,19.0,0.0,1
2022,3,NVA,NEIVA,BGA,BUCARAMANGA,17.0,210.0,1
2022,3,NVA,NEIVA,BOG,"BOGOTÁ, D.C.",14008.0,3285.0,3
2022,3,NVA,NEIVA,CLO,SANTIAGO DE CALI,291.0,27.0,2
2022,3,NVA,NEIVA,CTG,CARTAGENA DE INDIAS,642.0,0.0,1
2022,3,NVA,NEIVA,EJA,BARRANCABERMEJA,21.0,0.0,1
2022,3,NVA,NEIVA,EOH,MEDELLÍN,746.0,0.0,1
2022,3,NVA,NEIVA,GYM,CHÍA,4.0,99.0,1
