year,month,origen,ciudad_origen,destino,ciudad_destino,pasajeros,carga_correo_kg,rutas_rows
2020,1,7GC,TRINIDAD,EYP,EL YOPAL,5.0,70.0,1
2020,1,7GL,LA JAGUA IBIRICO,BAQ,BARRANQUILLA,269.0,2416.0,1
2020,1,7GL,LA JAGUA IBIRICO,EJA,BARRANCABERMEJA,0.0,0.0,1
2020,1,7GL,LA JAGUA IBIRICO,EOH,MEDELLIN,0.0,0.0,1
2020,1,7GS,CUMARIBO,LCH,LA CHORRERA,2.0,50.0,1
2020,1,7GS,CUMARIBO,PIM,LA PRIMAVERA,5.0,90.0,1
2020,1,7GV,PAZ DE ARIPORO,TME,TAME,2.0,10.0,1
2020,1,7GZ,MANI,VVC,VILLAVICENCIO,6.0,0.0,1
2020,1,7HD,LA PRIMAVERA,VVC,VILLAVICENCIO,3.0,0.0,1
2020,1,7HG,PAZ DE ARIPORO,9BY,OROCUE,0.0,0.0,1
2020,1,7HG,PAZ DE ARIPORO,CAR,PUERTO LOPEZ,1.0,4.0,1
2020,1,7HG,PAZ DE ARIPORO,EYP,EL YOPAL,48.0,184.0,2
2020,1,7HN,PAZ DE ARIPORO,VVC,VILLAVICENCIO,4.0,80.0,1
2020,1,7HT,PAZ DE ARIPORO,PIM,LA PRIMAVERA,0.0,0.0,1
2020,1,7HT,PAZ DE ARIPORO,PZA,PAZ DE ARIPORO,5.0,10.0,1
2020,1,7IK,SANTA ROSALIA,SRO,SANTA ROSALIA,2.0,39.0,1
2020,1,7IY,LA PRIMAVERA,VVC,VILLAVICENCIO,5.0,0.0,1
2020,1,7JJ,OROCUE,EYP,EL YOPAL,7.0,20.0,1
2020,1,7KA,CUMARIBO,PCR,PUERTO CARRENO,5.0,60.0,1
2020,1,7KA,CUMARIBO,VVC,VILLAVICENCIO,4.0,63.0,3
2020,1,7NS,PUERTO GAITAN,BOG,BOGOTA,93.0,978.0,1
2020,1,7NT,PUERTO GAITAN,BOG,BOGOTA,37.0,350.0,1
2020,1,9AR,MITU,MVP,MITU,0.0,0.0,1
2020,1,9BW,PUERTO LOPEZ,MDE,RIONEGRO - ANTIOQUIA,6.0,0.0,1
2020,1,9BY,OROCUE,7GC,TRINIDAD,0.0,0.0,1
2020,1,9BY,OROCUE,EYP,EL YOPAL,3.0,12.0,1
2020,1,9BY,OROCUE,ORC,OROCUE,8.0,10.0,2
2020,1,9CI,PAZ DE ARIPORO,VVC,VILLAVICENCIO,1.0,50.0,1
2020,1,9CU,TRINIDAD,GYM,CHIA,0.0,0.0,1
2020,1,9DE,LA PRIMAVERA,BMG,GUAINIA (BARRANCO MINAS),1.0,80.0,1
2020,1,9DI,SAN FELIPE,IDA,PUERTO INIRIDA,35.0,2085.0,3
2020,1,9DI,SAN FELIPE,PCE,PUERTO CARRENO,5.0,55.0,1
2020,1,9LQ,PUERTO GAITAN,VVC,VILLAVICENCIO,2.0,15.0,1
2020,1,9OE,APARTADO,GYM,CHIA,8.0,0.0,1
2020,1,A01,INIRIDA,MVP,MITU,16.0,283.0,3
2020,1,A04,SANTA ROSA DEL SUR,BGA,BUCARAMANGA,56.0,0.0,2
2020,1,A04,SANTA ROSA DEL SUR,CIM,CIMITARRA,0.0,20.0,1
2020,1,A04,SANTA ROSA DEL SUR,EOH,MEDELLIN,13.0,20.0,3
2020,1,A07,SAN JOSE DEL GUAVIARE,MVP,MITU,8.0,189.0,1
2020,1,A09,PUERTO INIRIDA,MVP,MITU,0.0,0.0,1
2020,1,A13,MIRITI-PARANA,MVP,MITU,1.0,9.0,1
2020,1,A13,MIRITI-PARANA,SJE,SAN JOSE DEL GUAVIARE,3.0,18.0,1
2020,1,A13,MIRITI-PARANA,TAP,LETICIA,2.0,90.0,1
2020,1,ABI,TEXAS,BOG,BOGOTA,12.0,0.0,1
2020,1,ABJ,ABIDJAN,BOG,BOGOTA,1.0,0.0,1
2020,1,ABQ,NUEVO MEXICO,BOG,BOGOTA,21.0,0.0,1
2020,1,ABZ,ABENDEEN,BOG,BOGOTA,9.0,0.0,3
2020,1,ACA,ACAPULCO,BOG,BOGOTA,25.0,0.0,2
2020,1,ACA,ACAPULCO,CTG,CARTAGENA,0.0,0.0,1
2020,1,ACA,ACAPULCO,MDE,RIONEGRO - ANTIOQUIA,14.0,0.0,2
2020,1,ACC,ACCRA,BOG,BOGOTA,1.0,0.0,2
2020,1,ACD,ACANDI,CPB,CAPURGANA,0.0,243.0,1
2020,1,ACD,ACANDI,EOH,MEDELLIN,153.0,2114.0,1
2020,1,ACE,ARECIFE,BOG,BOGOTA,17.0,0.0,1
2020,1,ACE,ARECIFE,MDE,RIONEGRO - ANTIOQUIA,2.0,0.0,1
2020,1,ACR,SOLANO,FLA,FLORENCIA,17.0,0.0,1
2020,1,ACR,SOLANO,LCH,LA CHORRERA,46.0,2580.0,2
2020,1,ACR,SOLANO,LET,LETICIA,16.0,0.0,1
2020,1,ACR,SOLANO,SJE,SAN JOSE DEL GUAVIARE,58.0,15035.0,3
2020,1,ACR,SOLANO,VVC,VILLAVICENCIO,1.0,125.0,1
2020,1,ACT,TEXAS,BOG,BOGOTA,18.0,0.0,1
2020,1,ACY,ATLANTIC CITY,AXM,ARMENIA,28.0,0.0,1
2020,1,ACY,ATLANTIC CITY,BOG,BOGOTA,37.0,0.0,1
2020,1,ACY,ATLANTIC CITY,CLO,CALI,37.0,0.0,1
2020,1,ACY,ATLANTIC CITY,CTG,CARTAGENA,21.0,0.0,1
2020,1,ACY,ATLANTIC CITY,MDE,RIONEGRO - ANTIOQUIA,90.0,0.0,1
2020,1,ADZ,SAN ANDRES - ISLA,ADZ,SAN ANDRES - ISLA,0.0,0.0,1
2020,1,ADZ,SAN ANDRES - ISLA,ASU,ASUNCION,54.0,0.0,1
2020,1,ADZ,SAN ANDRES - ISLA,AXM,ARMENIA,219.0,0.0,1
2020,1,ADZ,SAN ANDRES - ISLA,BAQ,BARRANQUILLA,2718.0,13513.0,4
2020,1,ADZ,SAN ANDRES - ISLA,BCN,BARCELONA,4.0,0.0,1
2020,1,ADZ,SAN ANDRES - ISLA,BGA,BUCARAMANGA,1189.0,0.0,3
2020,1,ADZ,SAN ANDRES - ISLA,BOG,BOGOTA,43748.0,113319.0,6
2020,1,ADZ,SAN ANDRES - ISLA,CLO,CALI,17769.0,774.0,5
2020,1,ADZ,SAN ANDRES - ISLA,CTG,CARTAGENA,14137.0,20554.0,5
2020,1,ADZ,SAN ANDRES - ISLA,CUC,CUCUTA,667.0,0.0,3
2020,1,ADZ,SAN ANDRES - ISLA,EJA,BARRANCABERMEJA,33.0,0.0,1
2020,1,ADZ,SAN ANDRES - ISLA,EOH,MEDELLIN,2.0,1000.0,1
2020,1,ADZ,SAN ANDRES - ISLA,EYP,EL YOPAL,19.0,0.0,1
2020,1,ADZ,SAN ANDRES - ISLA,EZE,EZEIZA,43.0,0.0,1
2020,1,ADZ,SAN ANDRES - ISLA,FLL,FORT LAUDERDALE,1.0,0.0,1
2020,1,ADZ,SAN ANDRES - ISLA,GRU,SAO PAULO,194.0,0.0,1
2020,1,ADZ,SAN ANDRES - ISLA,GUA,GUATEMALA,10.0,0.0,1
2020,1,ADZ,SAN ANDRES - ISLA,GYE,GUAYAQUIL,8.0,0.0,2
2020,1,ADZ,SAN ANDRES - ISLA,JFK,NEW YORK,30.0,0.0,1
2020,1,ADZ,SAN ANDRES - ISLA,LET,LETICIA,110.0,0.0,1
2020,1,ADZ,SAN ANDRES - ISLA,LHR,LONDRES,17.0,0.0,1
2020,1,ADZ,SAN ANDRES - ISLA,LIM,LIMA,267.0,0.0,2
2020,1,ADZ,SAN ANDRES - ISLA,LPB,LA PAZ,23.0,0.0,1
2020,1,ADZ,SAN ANDRES - ISLA,MAD,MADRID,5.0,0.0,1
2020,1,ADZ,SAN ANDRES - ISLA,MCO,ORLANDO,6.0,0.0,2
2020,1,ADZ,SAN ANDRES - ISLA,MDE,RIONEGRO - ANTIOQUIA,22745.0,19507.0,4
2020,1,ADZ,SAN ANDRES - ISLA,MEX,MEXICO,14.0,0.0,1
2020,1,ADZ,SAN ANDRES - ISLA,MIA,MIAMI,55.0,0.0,2
2020,1,ADZ,SAN ANDRES - ISLA,MTR,MONTERIA,107.0,0.0,3
2020,1,ADZ,SAN ANDRES - ISLA,MUC,MUNICH,15.0,0.0,1
2020,1,ADZ,SAN ANDRES - ISLA,MVD,MONTEVIDEO,36.0,0.0,1
2020,1,ADZ,SAN ANDRES - ISLA,PAC,PAITILLA,16.0,350.0,1
2020,1,ADZ,SAN ANDRES - ISLA,PEI,PEREIRA,960.0,12.0,4
2020,1,ADZ,SAN ANDRES - ISLA,PSO,PASTO,8.0,0.0,1
2020,1,ADZ,SAN ANDRES - ISLA,PTY,PANAMA,3305.0,0.0,1
2020,1,ADZ,SAN ANDRES - ISLA,PUJ,PUNTA CANA,0.0,0.0,1
2020,1,ADZ,SAN ANDRES - ISLA,PVA,PROVIDENCIA,3534.0,31723.0,2
2020,1,ADZ,SAN ANDRES - ISLA,RIO,RIO DE JANEIRO,88.0,0.0,1
2020,1,ADZ,SAN ANDRES - ISLA,SAL,SAN SALVADOR,7.0,0.0,2
2020,1,ADZ,SAN ANDRES - ISLA,SAP,SAN PEDRO SULA,5.0,0.0,1
2020,1,ADZ,SAN ANDRES - ISLA,SCL,SANTIAGO,96.0,0.0,1
2020,1,ADZ,SAN ANDRES - ISLA,SJO,SAN JOSE,94.0,0.0,1
2020,1,ADZ,SAN ANDRES - ISLA,SMR,SANTA MARTA,131.0,0.0,3
2020,1,ADZ,SAN ANDRES - ISLA,UIO,QUITO,54.0,0.0,1
2020,1,ADZ,SAN ANDRES - ISLA,VUP,VALLEDUPAR,69.0,0.0,2
2020,1,AEP,BUENOS AIRES,BOG,BOGOTA,65.0,0.0,2
2020,1,AEP,BUENOS AIRES,CTG,CARTAGENA,8.0,0.0,1
2020,1,AEP,BUENOS AIRES,MDE,RIONEGRO - ANTIOQUIA,8.0,0.0,1
2020,1,AEX,ALEXANDRIA,BOG,BOGOTA,10.0,0.0,1
2020,1,AGH,AGUACHICA,BGA,BUCARAMANGA,10.0,400.0,1
2020,1,AGH,AGUACHICA,BOG,BOGOTA,486.0,260.0,2
2020,1,AGH,AGUACHICA,VVC,VILLAVICENCIO,0.0,200.0,1
2020,1,AGP,MALAGA,BOG,BOGOTA,210.0,0.0,5
2020,1,AGP,MALAGA,CTG,CARTAGENA,4.0,0.0,1
2020,1,AGP,MALAGA,MDE,RIONEGRO - ANTIOQUIA,77.0,0.0,2
2020,1,AGU,AGUAZUL,BOG,BOGOTA,0.0,0.0,1
2020,1,AGU,AGUAZUL,CTG,CARTAGENA,0.0,0.0,1
2020,1,AGU,AGUAZUL,MDE,RIONEGRO - ANTIOQUIA,0.0,0.0,1
2020,1,AJU,BRASIL,BOG,BOGOTA,5.0,0.0,1
2020,1,AKL,AUCKLAND,BOG,BOGOTA,229.0,0.0,2
2020,1,ALC,ALICANTE,BOG,BOGOTA,189.0,0.0,3
2020,1,ALC,ALICANTE,CTG,CARTAGENA,1.0,0.0,1
2020,1,ALC,ALICANTE,MDE,RIONEGRO - ANTIOQUIA,89.0,0.0,2
2020,1,ALG,ARGELIA,BOG,BOGOTA,4.0,0.0,2
2020,1,AMM,AMM,BOG,BOGOTA,6.0,0.0,3
2020,1,AMS,AMSTERDAM,BOG,BOGOTA,3101.0,418521.0,9
2020,1,AMS,AMSTERDAM,CTG,CARTAGENA,415.0,0.0,1
2020,1,AMS,AMSTERDAM,MDE,RIONEGRO - ANTIOQUIA,255.0,0.0,3
2020,1,ANF,ANTOFAGASTA,BOG,BOGOTA,388.0,0.0,2
2020,1,ANF,ANTOFAGASTA,CLO,CALI,127.0,0.0,1
2020,1,ANF,ANTOFAGASTA,CTG,CARTAGENA,4.0,0.0,1
2020,1,ANF,ANTOFAGASTA,MDE,RIONEGRO - ANTIOQUIA,8.0,0.0,1
2020,1,ANU,ST. JOHN'S,BOG,BOGOTA,26.0,0.0,1
2020,1,APO,CAREPA,BOG,BOGOTA,881.0,0.0,1
2020,1,APO,CAREPA,EOH,MEDELLIN,8395.0,122.0,3
2020,1,APO,CAREPA,MDE,RIONEGRO - ANTIOQUIA,20.0,0.0,1
2020,1,APO,CAREPA,UIB,QUIBDO,427.0,0.0,1
2020,1,AQP,TRUJILLO,BOG,BOGOTA,38.0,0.0,3
2020,1,AQP,TRUJILLO,CLO,CALI,6.0,0.0,1
2020,1,AQP,TRUJILLO,CTG,CARTAGENA,89.0,0.0,2
2020,1,AQP,TRUJILLO,MDE,RIONEGRO - ANTIOQUIA,40.0,0.0,1
2020,1,ARI,ARICA,BOG,BOGOTA,7.0,0.0,1
2020,1,ARI,ARICA,MDE,RIONEGRO - ANTIOQUIA,5.0,0.0,1
2020,1,ARI,ARICA,PMC,PUERTO MONTT,5.0,0.0,1
2020,1,ARN,ESTOCOLMO,BOG,BOGOTA,381.0,0.0,3
2020,1,ARN,ESTOCOLMO,CLO,CALI,1.0,0.0,1
2020,1,ARN,ESTOCOLMO,CTG,CARTAGENA,38.0,0.0,1
2020,1,ASE,COLINA,BOG,BOGOTA,3.0,0.0,1
2020,1,ASU,ASUNCION,ADZ,SAN ANDRES - ISLA,32.0,0.0,1
2020,1,ASU,ASUNCION,AUA,ARUBA,29.0,0.0,1
2020,1,ASU,ASUNCION,AXM,ARMENIA,6.0,0.0,1
2020,1,ASU,ASUNCION,BAQ,BARRANQUILLA,7.0,0.0,1
2020,1,ASU,ASUNCION,BCN,BARCELONA,24.0,0.0,1
2020,1,ASU,ASUNCION,BGA,BUCARAMANGA,4.0,0.0,1
2020,1,ASU,ASUNCION,BOG,BOGOTA,1753.0,1266.0,5
2020,1,ASU,ASUNCION,CLO,CALI,29.0,0.0,2
2020,1,ASU,ASUNCION,CTG,CARTAGENA,143.0,0.0,2
2020,1,ASU,ASUNCION,CUC,CUCUTA,5.0,0.0,1
2020,1,ASU,ASUNCION,CUN,CANCUN,378.0,0.0,1
2020,1,ASU,ASUNCION,CUR,CURACAO,10.0,0.0,1
2020,1,ASU,ASUNCION,EJA,BARRANCABERMEJA,1.0,0.0,1
2020,1,ASU,ASUNCION,GUA,GUATEMALA,13.0,0.0,1
2020,1,ASU,ASUNCION,GYE,GUAYAQUIL,2.0,0.0,2
2020,1,ASU,ASUNCION,JFK,NEW YORK,85.0,0.0,1
2020,1,ASU,ASUNCION,LAX,LOS ANGELES,10.0,0.0,1
2020,1,ASU,ASUNCION,LIM,LIMA,19.0,0.0,1
2020,1,ASU,ASUNCION,MAD,MADRID,55.0,0.0,1
2020,1,ASU,ASUNCION,MCO,ORLANDO,51.0,0.0,1
2020,1,ASU,ASUNCION,MDE,RIONEGRO - ANTIOQUIA,35.0,0.0,1
2020,1,ASU,ASUNCION,MEX,MEXICO,66.0,0.0,1
2020,1,ASU,ASUNCION,MIA,MIAMI,256.0,0.0,1
2020,1,ASU,ASUNCION,MTR,MONTERIA,5.0,0.0,1
2020,1,ASU,ASUNCION,MVD,MONTEVIDEO,0.0,197884.0,2
2020,1,ASU,ASUNCION,PEI,PEREIRA,45.0,0.0,1
2020,1,ASU,ASUNCION,PSO,PASTO,2.0,0.0,1
2020,1,ASU,ASUNCION,PTY,PANAMA,36.0,0.0,1
2020,1,ASU,ASUNCION,PUJ,PUNTA CANA,45.0,0.0,1
2020,1,ASU,ASUNCION,SAL,SAN SALVADOR,83.0,0.0,1
2020,1,ASU,ASUNCION,SDQ,SANTO DOMINGO,10.0,0.0,1
2020,1,ASU,ASUNCION,SJU,SAN JUAN,8.0,0.0,1
2020,1,ASU,ASUNCION,SMR,SANTA MARTA,4.0,0.0,1
2020,1,ASU,ASUNCION,UIO,QUITO,7.0,0.0,1
2020,1,ASU,ASUNCION,VUP,VALLEDUPAR,3.0,0.0,1
2020,1,ATH,ATENAS,BOG,BOGOTA,28.0,0.0,3
2020,1,ATH,ATENAS,CTG,CARTAGENA,6.0,0.0,1
2020,1,ATL,ATLANTA,AXM,ARMENIA,153.0,0.0,1
2020,1,ATL,ATLANTA,BAQ,BARRANQUILLA,39.0,0.0,1
2020,1,ATL,ATLANTA,BOG,BOGOTA,426.0,37038.0,5
2020,1,ATL,ATLANTA,CLO,CALI,298.0,0.0,1
2020,1,ATL,ATLANTA,CTG,CARTAGENA,251.0,0.0,2
2020,1,ATL,ATLANTA,MDE,RIONEGRO - ANTIOQUIA,771.0,0.0,3
2020,1,AUA,ARUBA,ADZ,SAN ANDRES - ISLA,3.0,0.0,1
2020,1,AUA,ARUBA,ASU,ASUNCION,17.0,0.0,1
2020,1,AUA,ARUBA,AXM,ARMENIA,40.0,0.0,1
2020,1,AUA,ARUBA,BAQ,BARRANQUILLA,76.0,0.0,2
2020,1,AUA,ARUBA,BGA,BUCARAMANGA,149.0,0.0,2
2020,1,AUA,ARUBA,BOG,BOGOTA,5022.0,3558.0,6
2020,1,AUA,ARUBA,CLO,CALI,458.0,0.0,3
2020,1,AUA,ARUBA,CTG,CARTAGENA,78.0,0.0,2
2020,1,AUA,ARUBA,CUC,CUCUTA,80.0,0.0,1
2020,1,AUA,ARUBA,CUN,CANCUN,8.0,0.0,1
2020,1,AUA,ARUBA,EJA,BARRANCABERMEJA,3.0,0.0,1
2020,1,AUA,ARUBA,EZE,EZEIZA,56.0,0.0,1
2020,1,AUA,ARUBA,GRU,SAO PAULO,123.0,0.0,1
2020,1,AUA,ARUBA,GYE,GUAYAQUIL,1.0,0.0,1
2020,1,AUA,ARUBA,JFK,NEW YORK,10.0,0.0,1
2020,1,AUA,ARUBA,LAX,LOS ANGELES,3.0,0.0,1
2020,1,AUA,ARUBA,LHR,LONDRES,2.0,0.0,1
2020,1,AUA,ARUBA,LIM,LIMA,1.0,0.0,1
2020,1,AUA,ARUBA,LPB,LA PAZ,8.0,0.0,1
2020,1,AUA,ARUBA,MAD,MADRID,14.0,0.0,1
2020,1,AUA,ARUBA,MDE,RIONEGRO - ANTIOQUIA,347.0,1072.0,4
2020,1,AUA,ARUBA,MEX,MEXICO,23.0,0.0,1
2020,1,AUA,ARUBA,MTR,MONTERIA,3.0,0.0,1
2020,1,AUA,ARUBA,MUC,MUNICH,6.0,0.0,1
2020,1,AUA,ARUBA,MVD,MONTEVIDEO,4.0,0.0,1
2020,1,AUA,ARUBA,OPF,FLORIDA,0.0,0.0,1
2020,1,AUA,ARUBA,PEI,PEREIRA,104.0,0.0,2
2020,1,AUA,ARUBA,PSO,PASTO,3.0,0.0,1
2020,1,AUA,ARUBA,PTY,PANAMA,2043.0,604.0,2
2020,1,AUA,ARUBA,RIO,RIO DE JANEIRO,15.0,0.0,1
2020,1,AUA,ARUBA,SAL,SAN SALVADOR,1.0,0.0,1
2020,1,AUA,ARUBA,SCL,SANTIAGO,33.0,0.0,1
2020,1,AUA,ARUBA,SJO,SAN JOSE,19.0,0.0,1
2020,1,AUA,ARUBA,UIO,QUITO,3.0,0.0,1
2020,1,AUC,ARAUCA - MUNICIPIO,BGA,BUCARAMANGA,1213.0,0.0,1
2020,1,AUC,ARAUCA - MUNICIPIO,BOG,BOGOTA,3903.0,1287.0,2
2020,1,AUC,ARAUCA - MUNICIPIO,CUC,CUCUTA,755.0,0.0,1
2020,1,AUC,ARAUCA - MUNICIPIO,EYP,EL YOPAL,3.0,5.0,1
2020,1,AUC,ARAUCA - MUNICIPIO,GYM,CHIA,2.0,50.0,2
2020,1,AUC,ARAUCA - MUNICIPIO,HCZ,HATO COROZAL,0.0,0.0,1
2020,1,AUC,ARAUCA - MUNICIPIO,RAV,CRAVO NORTE,7.0,5.0,2
2020,1,AUC,ARAUCA - MUNICIPIO,RDN,ARAUCA - MUNICIPIO,2.0,5.0,1
2020,1,AUC,ARAUCA - MUNICIPIO,SAA,OROCUE,6.0,8.0,1
2020,1,AUC,ARAUCA - MUNICIPIO,VVC,VILLAVICENCIO,5.0,50.0,2
2020,1,AUH,ABU DHABI,BOG,BOGOTA,15.0,0.0,5
2020,1,AUS,TEXAS,BAQ,BARRANQUILLA,22.0,0.0,1
2020,1,AUS,TEXAS,BOG,BOGOTA,119.0,0.0,3
2020,1,AUS,TEXAS,MDE,RIONEGRO - ANTIOQUIA,133.0,0.0,2
2020,1,AXM,ARMENIA,ACY,ATLANTIC CITY,45.0,0.0,1
2020,1,AXM,ARMENIA,ADZ,SAN ANDRES - ISLA,256.0,0.0,1
2020,1,AXM,ARMENIA,ASU,ASUNCION,8.0,0.0,1
2020,1,AXM,ARMENIA,ATL,ATLANTA,239.0,0.0,1
2020,1,AXM,ARMENIA,AUA,ARUBA,16.0,0.0,1
2020,1,AXM,ARMENIA,BAQ,BARRANQUILLA,343.0,0.0,1
2020,1,AXM,ARMENIA,BCN,BARCELONA,150.0,0.0,1
2020,1,AXM,ARMENIA,BGA,BUCARAMANGA,216.0,0.0,2
2020,1,AXM,ARMENIA,BOG,BOGOTA,15987.0,116.0,3
2020,1,AXM,ARMENIA,BOS,BOSTON,17.0,0.0,1
2020,1,AXM,ARMENIA,BWI,MARYLAND,61.0,0.0,1
2020,1,AXM,ARMENIA,CMH,OHIO,11.0,0.0,1
2020,1,AXM,ARMENIA,CTG,CARTAGENA,1074.0,0.0,3
2020,1,AXM,ARMENIA,CUC,CUCUTA,244.0,0.0,2
2020,1,AXM,ARMENIA,CUN,CANCUN,46.0,0.0,1
2020,1,AXM,ARMENIA,CUR,CURACAO,44.0,0.0,1
2020,1,AXM,ARMENIA,CZU,COROZAL,0.0,0.0,1
2020,1,AXM,ARMENIA,DEN,COLORADO,28.0,0.0,1
2020,1,AXM,ARMENIA,DFW,DALAS,69.0,0.0,1
2020,1,AXM,ARMENIA,DTW,DETROIT,21.0,0.0,1
2020,1,AXM,ARMENIA,EJA,BARRANCABERMEJA,8.0,0.0,1
2020,1,AXM,ARMENIA,EOH,MEDELLIN,2190.0,3.0,2
2020,1,AXM,ARMENIA,EWR,NEW YORK,325.0,0.0,1
2020,1,AXM,ARMENIA,EYP,EL YOPAL,0.0,0.0,1
2020,1,AXM,ARMENIA,EZE,EZEIZA,13.0,0.0,1
2020,1,AXM,ARMENIA,FLA,FLORENCIA,0.0,0.0,1
2020,1,AXM,ARMENIA,FLL,FORT LAUDERDALE,1128.0,0.0,2
2020,1,AXM,ARMENIA,GRU,SAO PAULO,59.0,0.0,1
2020,1,AXM,ARMENIA,GUA,GUATEMALA,12.0,0.0,1
2020,1,AXM,ARMENIA,GYE,GUAYAQUIL,2.0,0.0,2
2020,1,AXM,ARMENIA,IAD,WASHINGTON,0.0,0.0,1
2020,1,AXM,ARMENIA,IAG,NIAGARA,13.0,0.0,1
2020,1,AXM,ARMENIA,IAH,HOUSTON,1.0,0.0,1
2020,1,AXM,ARMENIA,JFK,NEW YORK,375.0,0.0,1
2020,1,AXM,ARMENIA,LAS,LAS VEGAS,11.0,0.0,1
2020,1,AXM,ARMENIA,LAX,LOS ANGELES,63.0,0.0,2
2020,1,AXM,ARMENIA,LET,LETICIA,119.0,0.0,1
2020,1,AXM,ARMENIA,LHR,LONDRES,85.0,0.0,1
2020,1,AXM,ARMENIA,LIM,LIMA,81.0,0.0,1
2020,1,AXM,ARMENIA,LPB,LA PAZ,3.0,0.0,1
2020,1,AXM,ARMENIA,MAD,MADRID,274.0,0.0,1
2020,1,AXM,ARMENIA,MCO,ORLANDO,253.0,0.0,3
2020,1,AXM,ARMENIA,MDE,RIONEGRO - ANTIOQUIA,243.0,0.0,1
2020,1,AXM,ARMENIA,MEX,MEXICO,87.0,0.0,1
2020,1,AXM,ARMENIA,MIA,MIAMI,144.0,0.0,1
2020,1,AXM,ARMENIA,MSP,MINNEAPOLIS,4.0,0.0,1
2020,1,AXM,ARMENIA,MSY,NEW ORLEANS,22.0,0.0,1
2020,1,AXM,ARMENIA,MTR,MONTERIA,64.0,0.0,1
2020,1,AXM,ARMENIA,MUC,MUNICH,12.0,0.0,1
2020,1,AXM,ARMENIA,MVD,MONTEVIDEO,6.0,0.0,1
2020,1,AXM,ARMENIA,MYR,MYRTLE BEACH,11.0,0.0,1
2020,1,AXM,ARMENIA,NVA,NEIVA,0.0,0.0,1
2020,1,AXM,ARMENIA,ORD,CHICAGO,61.0,0.0,1
2020,1,AXM,ARMENIA,PBG,PLATTSBURG,10.0,0.0,1
2020,1,AXM,ARMENIA,PHL,PHILADELPHIA,22.0,0.0,1
2020,1,AXM,ARMENIA,PHX,ARIZONA,6.0,0.0,1
2020,1,AXM,ARMENIA,PIT,PITTSBURGH,2.0,0.0,1
2020,1,AXM,ARMENIA,PPN,POPAYAN,0.0,0.0,1
2020,1,AXM,ARMENIA,PSO,PASTO,17.0,0.0,1
2020,1,AXM,ARMENIA,PTY,PANAMA,171.0,0.0,1
2020,1,AXM,ARMENIA,PUJ,PUNTA CANA,12.0,0.0,1
2020,1,AXM,ARMENIA,RCH,RIOHACHA,16.0,0.0,1
2020,1,AXM,ARMENIA,RIO,RIO DE JANEIRO,3.0,0.0,1
2020,1,AXM,ARMENIA,SAL,SAN SALVADOR,71.0,0.0,1
2020,1,AXM,ARMENIA,SCL,SANTIAGO,153.0,0.0,1
2020,1,AXM,ARMENIA,SDQ,SANTO DOMINGO,13.0,0.0,1
2020,1,AXM,ARMENIA,SJU,SAN JUAN,23.0,0.0,1
2020,1,AXM,ARMENIA,SMR,SANTA MARTA,260.0,0.0,1
2020,1,AXM,ARMENIA,TCO,TUMACO,0.0,0.0,1
2020,1,AXM,ARMENIA,TPA,TAMPA,142.0,0.0,1
2020,1,AXM,ARMENIA,UIO,QUITO,20.0,0.0,1
2020,1,AXM,ARMENIA,VUP,VALLEDUPAR,63.0,0.0,1
2020,1,AXM,ARMENIA,VVC,VILLAVICENCIO,0.0,0.0,1
2020,1,BAQ,BARRANQUILLA,7GL,LA JAGUA IBIRICO,289.0,2580.0,1
2020,1,BAQ,BARRANQUILLA,ADZ,SAN ANDRES - ISLA,2841.0,34619.0,5
2020,1,BAQ,BARRANQUILLA,ASU,ASUNCION,8.0,0.0,1
2020,1,BAQ,BARRANQUILLA,AUA,ARUBA,81.0,0.0,2
2020,1,BAQ,BARRANQUILLA,AXM,ARMENIA,326.0,0.0,1
2020,1,BAQ,BARRANQUILLA,BCN,BARCELONA,120.0,0.0,1
2020,1,BAQ,BARRANQUILLA,BGA,BUCARAMANGA,2194.0,0.0,4
2020,1,BAQ,BARRANQUILLA,BHM,ALABAMA,3.0,0.0,1
2020,1,BAQ,BARRANQUILLA,BOG,BOGOTA,64704.0,567738.0,8
2020,1,BAQ,BARRANQUILLA,CLO,CALI,4974.0,0.0,2
2020,1,BAQ,BARRANQUILLA,CTG,CARTAGENA,0.0,0.0,1
2020,1,BAQ,BARRANQUILLA,CUC,CUCUTA,405.0,0.0,3
2020,1,BAQ,BARRANQUILLA,CUN,CANCUN,142.0,0.0,1
2020,1,BAQ,BARRANQUILLA,CUR,CURACAO,176.0,0.0,1
2020,1,BAQ,BARRANQUILLA,CVG,CINCINATTI,6.0,0.0,1
2020,1,BAQ,BARRANQUILLA,CZU,COROZAL,0.0,0.0,1
2020,1,BAQ,BARRANQUILLA,EJA,BARRANCABERMEJA,28.0,0.0,1
2020,1,BAQ,BARRANQUILLA,EOH,MEDELLIN,16.0,2270.0,3
2020,1,BAQ,BARRANQUILLA,EYP,EL YOPAL,11.0,0.0,1
2020,1,BAQ,BARRANQUILLA,EZE,EZEIZA,61.0,0.0,1
2020,1,BAQ,BARRANQUILLA,FCO,ROMA,1.0,0.0,1
2020,1,BAQ,BARRANQUILLA,FLL,FORT LAUDERDALE,54.0,0.0,1
2020,1,BAQ,BARRANQUILLA,GCM,GRAN CAYMAN,1.0,0.0,1
2020,1,BAQ,BARRANQUILLA,GIG,RIO DE JANEIRO,2.0,0.0,1
